,ID,SEQUENCE,POS,PROJECT,FILE
1259,2396,get resolution filter,VB NN NN,maven,ArtifactResolutionRequest.java
1260,2397,set resolution filter,VB NN NN,maven,ArtifactResolutionRequest.java
1261,2398,get listeners,VB NNS,maven,ArtifactResolutionRequest.java
1262,2399,set listeners,VB NNS,maven,ArtifactResolutionRequest.java
1263,2400,add listener,VB NN,maven,ArtifactResolutionRequest.java
1264,2401,get managed version map,VB JJ NN NN,maven,ArtifactResolutionRequest.java
1265,2402,set managed version map,VB JJ NN NN,maven,ArtifactResolutionRequest.java
1266,2403,set resolve root,VB NN NN,maven,ArtifactResolutionRequest.java
1267,2404,is resolve root,VBZ NN NN,maven,ArtifactResolutionRequest.java
1268,2405,set resolve transitively,VB NN RB,maven,ArtifactResolutionRequest.java
1269,2406,is resolve transitively,VBZ NN RB,maven,ArtifactResolutionRequest.java
1270,2408,is offline,VBZ JJ,maven,ArtifactResolutionRequest.java
1271,2409,set offline,VB JJ,maven,ArtifactResolutionRequest.java
1272,2410,is force update,VBZ NN NN,maven,ArtifactResolutionRequest.java
1273,2411,set force update,VB NN NN,maven,ArtifactResolutionRequest.java
1274,2412,set servers,VB NNS,maven,ArtifactResolutionRequest.java
1275,2413,get servers,VB NNS,maven,ArtifactResolutionRequest.java
1276,2414,set mirrors,VB NNS,maven,ArtifactResolutionRequest.java
1277,2415,get mirrors,VB NNS,maven,ArtifactResolutionRequest.java
1278,2416,set proxies,VB NNS,maven,ArtifactResolutionRequest.java
1279,2417,get proxies,VB NNS,maven,ArtifactResolutionRequest.java
1280,2418,set cache,VB NN,maven,ArtifactResolutionRequest.java
1281,2431,get originating artifact,VB VBG NN,maven,ArtifactResolutionResult.java
1282,2432,set originating artifact,VB VBG NN,maven,ArtifactResolutionResult.java
1283,2433,add artifact,VB NN,maven,ArtifactResolutionResult.java
1284,2435,set artifacts,VB NNS,maven,ArtifactResolutionResult.java
1285,2436,get artifact resolution nodes,VB NN NN NNS,maven,ArtifactResolutionResult.java
1286,2437,set artifact resolution nodes,VB NN NN NNS,maven,ArtifactResolutionResult.java
1287,2438,has missing artifacts,VBZ JJ NNS,maven,ArtifactResolutionResult.java
1288,2439,get missing artifacts,VB JJ NNS,maven,ArtifactResolutionResult.java
1289,2440,add missing artifact,VB JJ NN,maven,ArtifactResolutionResult.java
1290,2441,set unresolved artifacts,VB JJ NNS,maven,ArtifactResolutionResult.java
1291,2442,is success,VBZ NN,maven,ArtifactResolutionResult.java
1292,2443,has exceptions,VBZ NNS,maven,ArtifactResolutionResult.java
1293,2444,get exceptions,VB NNS,maven,ArtifactResolutionResult.java
1294,2445,has version range violations,VBZ NN NN NNS,maven,ArtifactResolutionResult.java
1295,2446,add version range violation,VB NN NN NN,maven,ArtifactResolutionResult.java
1296,2447,get version range violation,VB NN NN NN,maven,ArtifactResolutionResult.java
1297,2448,get version range violations,VB NN NN NNS,maven,ArtifactResolutionResult.java
1298,2449,has metadata resolution exceptions,VBZ NNS NN NNS,maven,ArtifactResolutionResult.java
1299,2450,add metadata resolution exception,VB NNS NN NN,maven,ArtifactResolutionResult.java
1300,2451,get metadata resolution exception,VB NNS NN NN,maven,ArtifactResolutionResult.java
1301,2452,get metadata resolution exceptions,VB NNS NN NNS,maven,ArtifactResolutionResult.java
1302,2453,has error artifact exceptions,VBZ NN NN NNS,maven,ArtifactResolutionResult.java
1303,2454,add error artifact exception,VB NN NN NN,maven,ArtifactResolutionResult.java
1304,2455,get error artifact exceptions,VB NN NN NNS,maven,ArtifactResolutionResult.java
1305,2456,has circular dependency exceptions,VBZ JJ NN NNS,maven,ArtifactResolutionResult.java
1306,2457,add circular dependency exception,VB JJ NN NN,maven,ArtifactResolutionResult.java
1307,2458,get circular dependency exception,VB JJ NN NN,maven,ArtifactResolutionResult.java
1308,2459,get circular dependency exceptions,VB JJ NN NNS,maven,ArtifactResolutionResult.java
1309,2462,init list,VB NN,maven,ArtifactResolutionResult.java
1310,2464,get artifact handler,VB NN NN,maven,ArtifactHandlerManager.java
1311,2465,add handlers,VB NNS,maven,ArtifactHandlerManager.java
1312,2468,get handler types,VB NN NNS,maven,DefaultArtifactHandlerManager.java
1313,2482,set extension,VB NN,maven,DefaultArtifactHandler.java
1314,2483,get classifier,VB NN,maven,DefaultArtifactHandler.java
1315,2484,set classifier,VB NN,maven,DefaultArtifactHandler.java
1316,2485,get directory,VB NN,maven,DefaultArtifactHandler.java
1317,2486,set directory,VB NN,maven,DefaultArtifactHandler.java
1318,2487,get packaging,VB NN,maven,DefaultArtifactHandler.java
1319,2488,set packaging,VB NN,maven,DefaultArtifactHandler.java
1320,2489,is includes dependencies,VBZ VBZ NNS,maven,DefaultArtifactHandler.java
1321,2490,set includes dependencies,VB VBZ NNS,maven,DefaultArtifactHandler.java
1322,2491,get language,VB NN,maven,DefaultArtifactHandler.java
1323,2492,set language,VB NN,maven,DefaultArtifactHandler.java
1324,2493,is added to classpath,VBZ VBN TO NN,maven,DefaultArtifactHandler.java
1325,2494,set added to classpath,VB VBD TO NN,maven,DefaultArtifactHandler.java
1326,2495,get repository id,VB NN NN,maven,InvalidRepositoryException.java
1327,2496,retrieve,VB,maven,ArtifactMetadataSource.java
1328,2498,retrieve available versions,VB JJ NNS,maven,ArtifactMetadataSource.java
1329,2500,retrieve available versions from deployment repository,VB JJ NNS IN NN NN,maven,ArtifactMetadataSource.java
1330,2501,overlay,VB,maven,LegacyLocalRepositoryManager.java
1331,2503,get path for local artifact,VB NN IN JJ NN,maven,LegacyLocalRepositoryManager.java
1332,2504,get path for remote artifact,VB NN IN JJ NN,maven,LegacyLocalRepositoryManager.java
1333,2505,get path for local metadata,VB NN IN JJ NNS,maven,LegacyLocalRepositoryManager.java
1334,2506,get path for remote metadata,VB NN IN JJ NNS,maven,LegacyLocalRepositoryManager.java
1335,2507,find,VB,maven,LegacyLocalRepositoryManager.java
1336,2511,stored in artifact version directory,VBN IN NN NN NN,maven,LegacyLocalRepositoryManager.java
1337,2512,stored in group directory,VBN IN NN NN,maven,LegacyLocalRepositoryManager.java
1338,2515,get base version,VB NN NN,maven,LegacyLocalRepositoryManager.java
1339,2516,nullify,VB,maven,LegacyLocalRepositoryManager.java
1340,2518,get remote filename,VB JJ NN,maven,LegacyLocalRepositoryManager.java
1341,2519,get local filename,VB JJ NN,maven,LegacyLocalRepositoryManager.java
1342,2520,insert repository key,VB NN NN,maven,LegacyLocalRepositoryManager.java
1343,2521,merge,VB,maven,LegacyLocalRepositoryManager.java
1344,2523,store in local repository,VB IN JJ NN,maven,LegacyLocalRepositoryManager.java
1345,2524,extended to string,VBN TO NN,maven,LegacyLocalRepositoryManager.java
1346,2525,path of,NN IN,maven,LegacyLocalRepositoryManager.java
1347,2526,path of remote repository metadata,NN IN JJ NN NNS,maven,LegacyLocalRepositoryManager.java
1348,2527,path of local repository metadata,NN IN JJ NN NNS,maven,LegacyLocalRepositoryManager.java
1349,2528,get url,VB NNP,maven,LegacyLocalRepositoryManager.java
1350,2529,set url,VB NNP,maven,LegacyLocalRepositoryManager.java
1351,2530,get basedir,VB NN,maven,LegacyLocalRepositoryManager.java
1352,2531,get protocol,VB NN,maven,LegacyLocalRepositoryManager.java
1353,2532,get id,VB NN,maven,LegacyLocalRepositoryManager.java
1354,2533,set id,VB NN,maven,LegacyLocalRepositoryManager.java
1355,2534,get snapshots,VB NNS,maven,LegacyLocalRepositoryManager.java
1356,2535,set snapshot update policy,VB NN NN NN,maven,LegacyLocalRepositoryManager.java
1357,2536,get releases,VB NNS,maven,LegacyLocalRepositoryManager.java
1358,2537,set release update policy,VB NN NN NN,maven,LegacyLocalRepositoryManager.java
1359,2538,get layout,VB NN,maven,LegacyLocalRepositoryManager.java
1360,2539,set layout,VB NN,maven,LegacyLocalRepositoryManager.java
1361,2541,is unique version,VBZ JJ NN,maven,LegacyLocalRepositoryManager.java
1362,2542,is blacklisted,VBZ VBN,maven,LegacyLocalRepositoryManager.java
1363,2543,set blacklisted,VB VBN,maven,LegacyLocalRepositoryManager.java
1364,2545,find versions,VB NNS,maven,LegacyLocalRepositoryManager.java
1365,2546,is project aware,VBZ NN JJ,maven,LegacyLocalRepositoryManager.java
1366,2547,set authentication,VB NN,maven,LegacyLocalRepositoryManager.java
1367,2548,get authentication,VB NN,maven,LegacyLocalRepositoryManager.java
1368,2549,set proxy,VB NN,maven,LegacyLocalRepositoryManager.java
1369,2550,get proxy,VB NN,maven,LegacyLocalRepositoryManager.java
1370,2551,get mirrored repositories,VB JJ NNS,maven,LegacyLocalRepositoryManager.java
1371,2552,set mirrored repositories,VB JJ NNS,maven,LegacyLocalRepositoryManager.java
1372,2553,is blocked,VBZ JJ,maven,LegacyLocalRepositoryManager.java
1373,2554,set blocked,VB JJ,maven,LegacyLocalRepositoryManager.java
1374,2568,set metadata,VB NNS,maven,RepositoryMetadata.java
1375,2569,is snapshot,VBZ NN,maven,RepositoryMetadata.java
1376,2570,get nature,VB NN,maven,RepositoryMetadata.java
1377,2571,get policy,VB NN,maven,RepositoryMetadata.java
1378,2574,resolve always,VB RB,maven,RepositoryMetadataManager.java
1379,2575,deploy,VB,maven,RepositoryMetadataManager.java
1380,2576,install,VB,maven,RepositoryMetadataManager.java
1381,2591,update repository metadata,VB NN NNS,maven,AbstractRepositoryMetadata.java
1382,2593,create metadata,VB NNS,maven,AbstractRepositoryMetadata.java
1383,2594,create versioning,VB NN,maven,AbstractRepositoryMetadata.java
1384,2605,is strict,VBZ JJ,maven,DefaultMetadataReader.java
1385,2606,get line number,VB NN NN,maven,MetadataParseException.java
1386,2607,get column number,VB NN NN,maven,MetadataParseException.java
1387,2614,path of repository metadata,NN IN NN NNS,maven,DefaultRepositoryLayout.java
1388,2616,format as directory,NN IN NN,maven,DefaultRepositoryLayout.java
1389,2637,protocol,NN,maven,MavenArtifactRepository.java
1390,2638,basedir,NN,maven,MavenArtifactRepository.java
1391,2639,decode,VB,maven,MavenArtifactRepository.java
1392,2655,get repository request,VB NN NN,maven,DefaultRepositoryRequest.java
1393,2664,create artifact,VB NN,maven,DefaultArtifactFactory.java
1394,2665,create artifact with classifier,VB NN IN NN,maven,DefaultArtifactFactory.java
1395,2666,create dependency artifact,VB NN NN,maven,DefaultArtifactFactory.java
1396,2670,create build artifact,VB NNS NN,maven,DefaultArtifactFactory.java
1397,2671,create project artifact,VB NN NN,maven,DefaultArtifactFactory.java
1398,2672,create parent artifact,VB NN NN,maven,DefaultArtifactFactory.java
1399,2673,create plugin artifact,VB NN NN,maven,DefaultArtifactFactory.java
1400,2675,create extension artifact,VB NN NN,maven,DefaultArtifactFactory.java
1401,2694,to artifacts,TO NNS,maven,RepositoryUtils.java
1402,2696,to dependency,TO NN,maven,RepositoryUtils.java
1403,2697,to repos,TO NNS,maven,RepositoryUtils.java
1404,2698,to repo,TO NN,maven,RepositoryUtils.java
1405,2700,to policy,TO NN,maven,RepositoryUtils.java
1406,2701,to authentication,TO NN,maven,RepositoryUtils.java
1407,2702,to proxy,TO NN,maven,RepositoryUtils.java
1408,2703,new handler,JJ NN,maven,RepositoryUtils.java
1409,2704,new artifact type,JJ NN NN,maven,RepositoryUtils.java
1410,2706,to exclusion,TO NN,maven,RepositoryUtils.java
1411,2707,new artifact type registry,JJ NN NN NN,maven,RepositoryUtils.java
1412,2710,get workspace,VB NN,maven,RepositoryUtils.java
1413,2711,repositories equals,NNS VBZ,maven,RepositoryUtils.java
1414,2712,repositories hash code,NNS NN NN,maven,RepositoryUtils.java
1415,2713,repository hash code,NN NN NN,maven,RepositoryUtils.java
1416,2714,policy equals,NN VBZ,maven,RepositoryUtils.java
1417,2715,repository equals,NN VBZ,maven,RepositoryUtils.java
1418,2716,start event,VB NN,maven,EventMonitor.java
1419,2717,end event,VB NN,maven,EventMonitor.java
1420,2718,error event,NN NN,maven,EventMonitor.java
1421,2719,add event monitor,VB NN NN,maven,EventDispatcher.java
1422,2720,dispatch start,VB NN,maven,EventDispatcher.java
1423,2721,dispatch end,VB NN,maven,EventDispatcher.java
1424,2722,dispatch error,VB NN,maven,EventDispatcher.java
1425,2728,get all projects,VB DT NNS,maven,DefaultProjectDependencyGraph.java
1426,2729,get sorted projects,VB VBN NNS,maven,DefaultProjectDependencyGraph.java
1427,2730,get downstream projects,VB JJ NNS,maven,DefaultProjectDependencyGraph.java
1428,2732,get upstream projects,VB JJ NNS,maven,DefaultProjectDependencyGraph.java
1429,2737,session dependency graph,NN NN NN,maven,DefaultGraphBuilder.java
1430,2738,reactor dependency graph,NN NN NN,maven,DefaultGraphBuilder.java
1431,2739,trim projects to request,VB NNS TO NN,maven,DefaultGraphBuilder.java
1432,2740,trim selected projects,VB JJ NNS,maven,DefaultGraphBuilder.java
1433,2741,get projects by selectors,VB NNS IN NNS,maven,DefaultGraphBuilder.java
1434,2742,trim resumed projects,VB VBN NNS,maven,DefaultGraphBuilder.java
1435,2743,trim excluded projects,VB VBN NNS,maven,DefaultGraphBuilder.java
1436,2744,include also make transitively,VB RB VBP RB,maven,DefaultGraphBuilder.java
1437,2745,enrich request from resumption data,VB NN IN NN NNS,maven,DefaultGraphBuilder.java
1438,2746,get projects in request scope,VB NNS IN NN NN,maven,DefaultGraphBuilder.java
1439,2747,format projects,VB NNS,maven,DefaultGraphBuilder.java
1440,2748,is matching project,VBZ JJ NN,maven,DefaultGraphBuilder.java
1441,2749,get reactor directory,VB NN NN,maven,DefaultGraphBuilder.java
1442,2750,get projects for maven reactor,VB NNS IN NN NN,maven,DefaultGraphBuilder.java
1443,2751,validate projects,VB NNS,maven,DefaultGraphBuilder.java
1444,2756,apply filter,VB NN,maven,FilteredProjectDependencyGraph.java
1445,2762,set project,VB NN,maven,DefaultMavenExecutionResult.java
1446,2764,set topologically sorted projects,VB RB VBN NNS,maven,DefaultMavenExecutionResult.java
1447,2765,get topologically sorted projects,VB RB VBN NNS,maven,DefaultMavenExecutionResult.java
1448,2766,get dependency resolution result,VB NN NN NN,maven,DefaultMavenExecutionResult.java
1449,2767,set dependency resolution result,VB NN NN NN,maven,DefaultMavenExecutionResult.java
1450,2769,add exception,VB NN,maven,DefaultMavenExecutionResult.java
1451,2771,get build summary,VB NN NN,maven,DefaultMavenExecutionResult.java
1452,2772,add build summary,VB NN NN,maven,DefaultMavenExecutionResult.java
1453,2773,can resume,MD VBP,maven,DefaultMavenExecutionResult.java
1454,2774,set can resume,VB MD VBP,maven,DefaultMavenExecutionResult.java
1455,2776,is interactive mode,VBZ JJ NN,maven,SettingsAdapter.java
1456,2781,get profiles,VB NNS,maven,SettingsAdapter.java
1457,2782,get active profiles,VB JJ NNS,maven,SettingsAdapter.java
1458,2784,before project execution,IN NN NN,maven,ProjectExecutionListener.java
1459,2785,before project lifecycle execution,IN NN NN NN,maven,ProjectExecutionListener.java
1460,2786,after project execution success,IN NN NN NN,maven,ProjectExecutionListener.java
1461,2787,after project execution failure,IN NN NN NN,maven,ProjectExecutionListener.java
1462,2788,add project activation,VB NN NN,maven,ProjectActivation.java
1463,2789,get projects,VB NNS,maven,ProjectActivation.java
1464,2790,get project selectors,VB NN NNS,maven,ProjectActivation.java
1465,2791,get required active project selectors,VB JJ JJ NN NNS,maven,ProjectActivation.java
1466,2792,get optional active project selectors,VB JJ JJ NN NNS,maven,ProjectActivation.java
1467,2793,get required inactive project selectors,VB JJ JJ NN NNS,maven,ProjectActivation.java
1468,2794,get optional inactive project selectors,VB JJ JJ NN NNS,maven,ProjectActivation.java
1469,2795,get selected projects,VB JJ NNS,maven,ProjectActivation.java
1470,2796,get excluded projects,VB JJ NNS,maven,ProjectActivation.java
1471,2797,overwrite active projects,VB JJ NNS,maven,ProjectActivation.java
1472,2798,overwrite inactive projects,VB JJ NNS,maven,ProjectActivation.java
1473,2799,activate required project,VB JJ NNS,maven,ProjectActivation.java
1474,2800,activate optional project,VB JJ NNS,maven,ProjectActivation.java
1475,2801,deactivate required project,VB JJ NNS,maven,ProjectActivation.java
1476,2802,deactivate optional project,VB JJ NNS,maven,ProjectActivation.java
1477,2803,is empty,VBZ JJ,maven,ProjectActivation.java
1478,2808,get execution plan,VB NN NN,maven,ProjectExecutionEvent.java
1479,2809,get cause,VB NN,maven,ProjectExecutionEvent.java
1480,2810,get plugin info,VB NN NN,maven,DefaultPluginsMetadataInfoProvider.java
1481,2813,get plugin prefix,VB NN NN,maven,DefaultPluginsMetadataInfoProvider.java
1482,2814,get plugin name,VB NN NN,maven,DefaultPluginsMetadataInfoProvider.java
1483,2815,search for project,VB IN NN,maven,DefaultPluginsMetadataInfoProvider.java
1484,2816,search for plugin group level repository metadata,VB IN NN NN NN NN NN,maven,DefaultPluginsMetadataInfoProvider.java
1485,2817,project discovery started,NN NN VBN,maven,ExecutionListener.java
1486,2818,session started,NN VBD,maven,ExecutionListener.java
1487,2819,session ended,NN VBD,maven,ExecutionListener.java
1488,2820,project skipped,NN VBD,maven,ExecutionListener.java
1489,2821,project started,NN VBD,maven,ExecutionListener.java
1490,2822,project succeeded,NN VBD,maven,ExecutionListener.java
1491,2823,project failed,NN VBD,maven,ExecutionListener.java
1492,2824,mojo skipped,NNP VBD,maven,ExecutionListener.java
1493,2825,mojo started,NNP VBD,maven,ExecutionListener.java
1494,2826,mojo succeeded,NNP VBD,maven,ExecutionListener.java
1495,2827,mojo failed,NNP VBD,maven,ExecutionListener.java
1496,2828,fork started,NN VBD,maven,ExecutionListener.java
1497,2829,fork succeeded,NN VBD,maven,ExecutionListener.java
1498,2830,fork failed,NN VBD,maven,ExecutionListener.java
1499,2831,forked project started,VBN NN VBD,maven,ExecutionListener.java
1500,2832,forked project succeeded,VBN NN VBD,maven,ExecutionListener.java
1501,2833,forked project failed,VBN NN VBD,maven,ExecutionListener.java
1502,2834,copy,VB,maven,DefaultMavenExecutionRequest.java
1503,2835,get base directory,VB NN NN,maven,DefaultMavenExecutionRequest.java
1504,2837,get local repository path,VB JJ NN NN,maven,DefaultMavenExecutionRequest.java
1505,2838,get goals,VB NNS,maven,DefaultMavenExecutionRequest.java
1506,2839,get system properties,VB NN NNS,maven,DefaultMavenExecutionRequest.java
1507,2840,get user properties,VB NN NNS,maven,DefaultMavenExecutionRequest.java
1508,2842,get reactor failure behavior,VB NN NN NN,maven,DefaultMavenExecutionRequest.java
1509,2845,is resume,VBZ NN,maven,DefaultMavenExecutionRequest.java
1510,2846,get resume from,VB NN IN,maven,DefaultMavenExecutionRequest.java
1511,2847,get make behavior,VB VB NN,maven,DefaultMavenExecutionRequest.java
1512,2849,is show errors,VBZ NN NNS,maven,DefaultMavenExecutionRequest.java
1513,2851,set active profiles,VB JJ NNS,maven,DefaultMavenExecutionRequest.java
1514,2852,set inactive profiles,VB JJ NNS,maven,DefaultMavenExecutionRequest.java
1515,2853,get project activation,VB NN NN,maven,DefaultMavenExecutionRequest.java
1516,2854,get profile activation,VB NN NN,maven,DefaultMavenExecutionRequest.java
1517,2856,set plugin artifact repositories,VB NN NN NNS,maven,DefaultMavenExecutionRequest.java
1518,2857,set project building configuration,VB NN NN NN,maven,DefaultMavenExecutionRequest.java
1519,2859,get inactive profiles,VB JJ NNS,maven,DefaultMavenExecutionRequest.java
1520,2860,get transfer listener,VB NN NN,maven,DefaultMavenExecutionRequest.java
1521,2861,get logging level,VB VBG NN,maven,DefaultMavenExecutionRequest.java
1522,2863,is update snapshots,VBZ NN NNS,maven,DefaultMavenExecutionRequest.java
1523,2864,is no snapshot updates,VBZ DT NN NNS,maven,DefaultMavenExecutionRequest.java
1524,2865,get global checksum policy,VB JJ NN NN,maven,DefaultMavenExecutionRequest.java
1525,2866,is recursive,VBZ JJ,maven,DefaultMavenExecutionRequest.java
1526,2867,set base directory,VB NN NN,maven,DefaultMavenExecutionRequest.java
1527,2869,set show errors,VB NN NN,maven,DefaultMavenExecutionRequest.java
1528,2870,set goals,VB NNS,maven,DefaultMavenExecutionRequest.java
1529,2872,set local repository path,VB JJ NN NN,maven,DefaultMavenExecutionRequest.java
1530,2874,set system properties,VB NN NNS,maven,DefaultMavenExecutionRequest.java
1531,2875,set user properties,VB NN NNS,maven,DefaultMavenExecutionRequest.java
1532,2876,set reactor failure behavior,VB NN NN NN,maven,DefaultMavenExecutionRequest.java
1533,2877,set selected projects,VB JJ NNS,maven,DefaultMavenExecutionRequest.java
1534,2878,set excluded projects,VB JJ NNS,maven,DefaultMavenExecutionRequest.java
1535,2879,set resume,VB NN,maven,DefaultMavenExecutionRequest.java
1536,2880,set resume from,VB NN IN,maven,DefaultMavenExecutionRequest.java
1537,2881,set make behavior,VB VB NN,maven,DefaultMavenExecutionRequest.java
1538,2882,add active profile,VB JJ NN,maven,DefaultMavenExecutionRequest.java
1539,2883,add inactive profile,VB JJ NN,maven,DefaultMavenExecutionRequest.java
1540,2884,add active profiles,VB JJ NN,maven,DefaultMavenExecutionRequest.java
1541,2885,add inactive profiles,VB JJ NN,maven,DefaultMavenExecutionRequest.java
1542,2886,set use reactor,VB NN NN,maven,DefaultMavenExecutionRequest.java
1543,2887,use reactor,NN NN,maven,DefaultMavenExecutionRequest.java
1544,2888,set pom file,VB NNP NN,maven,DefaultMavenExecutionRequest.java
1545,2890,set interactive mode,VB JJ NN,maven,DefaultMavenExecutionRequest.java
1546,2891,set transfer listener,VB NN NN,maven,DefaultMavenExecutionRequest.java
1547,2892,set logging level,VB VBG NN,maven,DefaultMavenExecutionRequest.java
1548,2894,set update snapshots,VB NN NNS,maven,DefaultMavenExecutionRequest.java
1549,2895,set no snapshot updates,VB DT NN NNS,maven,DefaultMavenExecutionRequest.java
1550,2896,set global checksum policy,VB JJ NN NN,maven,DefaultMavenExecutionRequest.java
1551,2899,add proxy,VB NN,maven,DefaultMavenExecutionRequest.java
1552,2902,add server,VB NN,maven,DefaultMavenExecutionRequest.java
1553,2905,add mirror,VB NN,maven,DefaultMavenExecutionRequest.java
1554,2907,set profiles,VB NNS,maven,DefaultMavenExecutionRequest.java
1555,2910,add plugin group,VB NN NN,maven,DefaultMavenExecutionRequest.java
1556,2911,add plugin groups,VB NN NNS,maven,DefaultMavenExecutionRequest.java
1557,2912,set recursive,VB JJ,maven,DefaultMavenExecutionRequest.java
1558,2913,is project present,VBZ NN JJ,maven,DefaultMavenExecutionRequest.java
1559,2914,set project present,VB NN JJ,maven,DefaultMavenExecutionRequest.java
1560,2915,get user settings file,VB NN NNS NN,maven,DefaultMavenExecutionRequest.java
1561,2916,set user settings file,VB NN NNS NN,maven,DefaultMavenExecutionRequest.java
1562,2917,get global settings file,VB JJ NNS NN,maven,DefaultMavenExecutionRequest.java
1563,2918,set global settings file,VB JJ NNS NN,maven,DefaultMavenExecutionRequest.java
1564,2919,get user toolchains file,VB NN NNS NN,maven,DefaultMavenExecutionRequest.java
1565,2920,set user toolchains file,VB NN NNS NN,maven,DefaultMavenExecutionRequest.java
1566,2921,get global toolchains file,VB JJ NNS NN,maven,DefaultMavenExecutionRequest.java
1567,2922,set global toolchains file,VB JJ NNS NN,maven,DefaultMavenExecutionRequest.java
1568,2923,add remote repository,VB JJ NN,maven,DefaultMavenExecutionRequest.java
1569,2925,add plugin artifact repository,VB NN NN NN,maven,DefaultMavenExecutionRequest.java
1570,2926,get plugin artifact repositories,VB NN NN NNS,maven,DefaultMavenExecutionRequest.java
1571,2927,get project building request,VB NN NN NN,maven,DefaultMavenExecutionRequest.java
1572,2928,add profile,VB NN,maven,DefaultMavenExecutionRequest.java
1573,2929,get repository cache,VB NN NN,maven,DefaultMavenExecutionRequest.java
1574,2930,set repository cache,VB NN NN,maven,DefaultMavenExecutionRequest.java
1575,2931,get execution listener,VB NN NN,maven,DefaultMavenExecutionRequest.java
1576,2932,set execution listener,VB NN NN,maven,DefaultMavenExecutionRequest.java
1577,2933,set degree of concurrency,VB NN IN NN,maven,DefaultMavenExecutionRequest.java
1578,2934,get degree of concurrency,VB NN IN NN,maven,DefaultMavenExecutionRequest.java
1579,2935,get workspace reader,VB NN NN,maven,DefaultMavenExecutionRequest.java
1580,2936,set workspace reader,VB NN NN,maven,DefaultMavenExecutionRequest.java
1581,2937,is cache transfer error,VBZ NN NN NN,maven,DefaultMavenExecutionRequest.java
1582,2938,set cache transfer error,VB NN NN NN,maven,DefaultMavenExecutionRequest.java
1583,2939,is cache not found,VBZ NN RB VBN,maven,DefaultMavenExecutionRequest.java
1584,2940,set cache not found,VB NN RB VBN,maven,DefaultMavenExecutionRequest.java
1585,2941,is use legacy local repository,VBZ VB JJ JJ NN,maven,DefaultMavenExecutionRequest.java
1586,2942,set use legacy local repository,VB VB JJ JJ NN,maven,DefaultMavenExecutionRequest.java
1587,2943,set builder id,VB NN NN,maven,DefaultMavenExecutionRequest.java
1588,2944,get builder id,VB NN NN,maven,DefaultMavenExecutionRequest.java
1589,2945,get toolchains,VB NNS,maven,DefaultMavenExecutionRequest.java
1590,2946,set toolchains,VB NNS,maven,DefaultMavenExecutionRequest.java
1591,2947,set multi module project directory,VB JJ NN NN NN,maven,DefaultMavenExecutionRequest.java
1592,2948,get multi module project directory,VB JJ NN NN NN,maven,DefaultMavenExecutionRequest.java
1593,2949,set event spy dispatcher,VB NN NN NN,maven,DefaultMavenExecutionRequest.java
1594,2950,get event spy dispatcher,VB NN NN NN,maven,DefaultMavenExecutionRequest.java
1595,2951,get data,VB NNS,maven,DefaultMavenExecutionRequest.java
1596,2957,enter,VB,maven,MojoExecutionScope.java
1597,2958,get scope state,VB NN NN,maven,MojoExecutionScope.java
1598,2959,exit,VB,maven,MojoExecutionScope.java
1599,2960,seed,NN,maven,MojoExecutionScope.java
1600,2962,scope,NN,maven,MojoExecutionScope.java
1601,2963,seeded key provider,JJ NN NN,maven,MojoExecutionScope.java
1602,2967,get provided listeners,VB VBN NNS,maven,MojoExecutionScope.java
