,ID,SEQUENCE,POS,PROJECT,FILE
1206,1410,Test Model,VB NN,keras-master,jax_layer_test.py
1207,1411,My Flax Layer,PRP$ NN NN,keras-master,jax_layer_test.py
1208,1412,Named Point,JJ NN,keras-master,jax_layer_test.py
1209,1413,Tracking Test,NN NN,keras-master,tracking_test.py
1210,1414,TF Graph Scope,NNP NN NN,keras-master,backend_utils.py
1211,1415,Dynamic Backend,JJ NN,keras-master,backend_utils.py
1212,1416,DL Prog bar,NNP NNS NN,keras-master,file_utils.py
1213,1417,Python Utils Test,NNP NNS NN,keras-master,python_utils_test.py
1214,1418,Lazy Module,JJ NN,keras-master,module_utils.py
1215,1419,Test Random Seed Setting,VB JJ NN NN,keras-master,rng_utils_test.py
1216,1420,Test Io Utils,VB NNP NNS,keras-master,io_utils_test.py
1217,1421,Test Count Loc,VB NN NN,keras-master,code_stats_test.py
1218,1422,Map To None,VB IN PRP,keras-master,tree.py
1219,1423,Pad Sequences Test,VB NNS NN,keras-master,sequence_utils_test.py
1220,1424,Summary Utils Test,VB NNS NN,keras-master,summary_utils_test.py
1221,1425,D type Size Tests,FW NN NN NNS,keras-master,dtype_utils_test.py
1222,1426,Is Float Tests,VBZ NN NNS,keras-master,dtype_utils_test.py
1223,1427,Cast To Common D type,VB IN JJ FW NN,keras-master,dtype_utils_test.py
1224,1428,Audio Dataset From Directory Test,NN NN IN NN NN,keras-master,audio_dataset_utils_test.py
1225,1429,Segment Sum,NN NN,keras-master,math.py
1226,1430,Segment Max,NN NN,keras-master,math.py
1227,1431,Top K,JJ CD,keras-master,math.py
1228,1432,In Top K,IN JJ CD,keras-master,math.py
1229,1433,Logsumexp,NNP,keras-master,math.py
1230,1434,Extract Sequences,VB NNS,keras-master,math.py
1231,1435,FFT,NNP,keras-master,math.py
1232,1436,FFT 2,NNP CD,keras-master,math.py
1233,1437,RFFT,NNP,keras-master,math.py
1234,1438,IRFFT,NNP,keras-master,math.py
1235,1439,STFT,NNP,keras-master,math.py
1236,1440,ISTFT,NNP,keras-master,math.py
1237,1441,R sqrt,NNP NNP,keras-master,math.py
1238,1442,Erf,NNP,keras-master,math.py
1239,1443,Erf inv,NNP NNP,keras-master,math.py
1240,1444,Dummy Layer,JJ NN,keras-master,node_test.py
1241,1445,Node Test,NN NN,keras-master,node_test.py
1242,1446,Op With Multiple Inputs,NN IN JJ NNS,keras-master,operation_test.py
1243,1447,Op With Multiple Outputs,NN IN JJ NNS,keras-master,operation_test.py
1244,1448,Op With Custom Constructor,NN IN JJ NN,keras-master,operation_test.py
1245,1449,Operation Test,NN NN,keras-master,operation_test.py
1246,1450,Absolute,JJ,keras-master,numpy.py
1247,1451,Abs,JJ,keras-master,numpy.py
1248,1452,Add,VB,keras-master,numpy.py
1249,1453,All,DT,keras-master,numpy.py
1250,1454,Any,DT,keras-master,numpy.py
1251,1455,A max,DT NN,keras-master,numpy.py
1252,1456,Amin,NNP,keras-master,numpy.py
1253,1457,Append,VB,keras-master,numpy.py
1254,1458,A range,DT NN,keras-master,numpy.py
1255,1459,Arccos,NNP,keras-master,numpy.py
1256,1460,Arc cosh,NNP NN,keras-master,numpy.py
1257,1461,Arcsin,NNP,keras-master,numpy.py
1258,1462,Arc sinh,NNP NNP,keras-master,numpy.py
1259,1463,Arctan,NNP,keras-master,numpy.py
1260,1464,Arctan 2,NNP CD,keras-master,numpy.py
1261,1465,Arc tanh,NNP NNP,keras-master,numpy.py
1262,1466,Arg max,NNP JJ,keras-master,numpy.py
1263,1467,Arg min,NNP JJ,keras-master,numpy.py
1264,1468,Arg sort,NN NN,keras-master,numpy.py
1265,1469,Array,NN,keras-master,numpy.py
1266,1470,Average,NN,keras-master,numpy.py
1267,1471,Bin count,JJ NN,keras-master,numpy.py
1268,1472,Broadcast To,VB IN,keras-master,numpy.py
1269,1473,Ceil,VB,keras-master,numpy.py
1270,1474,Clip,VB,keras-master,numpy.py
1271,1475,Concatenate,VB,keras-master,numpy.py
1272,1476,Conjugate,VB,keras-master,numpy.py
1273,1477,Conj,VB,keras-master,numpy.py
1274,1478,Copy,VB,keras-master,numpy.py
1275,1479,Cos,NN,keras-master,numpy.py
1276,1480,Cosh,NN,keras-master,numpy.py
1277,1481,Count Nonzero,VB JJ,keras-master,numpy.py
1278,1482,Cross,VB,keras-master,numpy.py
1279,1483,Cumprod,NNP,keras-master,numpy.py
1280,1484,Cumsum,NNP,keras-master,numpy.py
1281,1485,Diag,NN,keras-master,numpy.py
1282,1486,Diagonal,NN,keras-master,numpy.py
1283,1487,Diff,NN,keras-master,numpy.py
1284,1488,Digitize,VB,keras-master,numpy.py
1285,1489,Dot,VB,keras-master,numpy.py
1286,1490,Einsum,NNP,keras-master,numpy.py
1287,1491,Empty,JJ,keras-master,numpy.py
1288,1492,Equal,JJ,keras-master,numpy.py
1289,1493,Exp,NN,keras-master,numpy.py
1290,1494,Expand Dims,VB NNS,keras-master,numpy.py
1291,1495,Expm 1,NNP CD,keras-master,numpy.py
1292,1496,Flip,VB,keras-master,numpy.py
1293,1497,Floor,VB,keras-master,numpy.py
1294,1498,Full,JJ,keras-master,numpy.py
1295,1499,Full Like,JJ JJ,keras-master,numpy.py
1296,1500,Get Item,VB NN,keras-master,numpy.py
1297,1501,Greater,JJR,keras-master,numpy.py
1298,1502,Greater Equal,JJR JJ,keras-master,numpy.py
1299,1503,H stack,FW NN,keras-master,numpy.py
1300,1504,Identity,NN,keras-master,numpy.py
1301,1505,I mag,PRP VBP,keras-master,numpy.py
1302,1506,Is close,VBZ JJ,keras-master,numpy.py
1303,1507,Is finite,VBZ JJ,keras-master,numpy.py
1304,1508,Is inf,VBZ NNP,keras-master,numpy.py
1305,1509,Is nan,VBZ NNP,keras-master,numpy.py
1306,1510,Less,JJR,keras-master,numpy.py
1307,1511,Less Equal,JJR JJ,keras-master,numpy.py
1308,1512,Linspace,NNP,keras-master,numpy.py
1309,1513,Log,NN,keras-master,numpy.py
1310,1514,Log10,NNP,keras-master,numpy.py
1311,1515,Log 1 p,NN CD FW,keras-master,numpy.py
1312,1516,Log2,NNP,keras-master,numpy.py
1313,1517,Log add exp,NN VBP NN,keras-master,numpy.py
1314,1518,Logical And,JJ CC,keras-master,numpy.py
1315,1519,Logical Not,JJ RB,keras-master,numpy.py
1316,1520,Logical Or,JJ CC,keras-master,numpy.py
1317,1521,Log space,VB NN,keras-master,numpy.py
1318,1522,Mat mul,NN NN,keras-master,numpy.py
1319,1523,Max,NN,keras-master,numpy.py
1320,1524,Maximum,NN,keras-master,numpy.py
1321,1525,Median,NN,keras-master,numpy.py
1322,1526,Mesh grid,NN NN,keras-master,numpy.py
1323,1527,Min,NN,keras-master,numpy.py
1324,1528,Minimum,NN,keras-master,numpy.py
1325,1529,Mod,NN,keras-master,numpy.py
1326,1530,Move axis,NN NN,keras-master,numpy.py
1327,1531,Nan To Num,NNP IN NN,keras-master,numpy.py
1328,1532,N dim,FW NN,keras-master,numpy.py
1329,1533,Nonzero,NNP,keras-master,numpy.py
1330,1534,Not Equal,RB JJ,keras-master,numpy.py
1331,1535,Ones Like,NN CC,keras-master,numpy.py
1332,1536,Zeros Like,NNS CC,keras-master,numpy.py
1333,1537,Outer,JJ,keras-master,numpy.py
1334,1538,Pad,NN,keras-master,numpy.py
1335,1539,Prod,NN,keras-master,numpy.py
1336,1540,Quantile,NN,keras-master,numpy.py
1337,1541,Ravel,VB,keras-master,numpy.py
1338,1542,Real,JJ,keras-master,numpy.py
1339,1543,Reciprocal,JJ,keras-master,numpy.py
1340,1544,Repeat,VB,keras-master,numpy.py
1341,1545,Reshape,VB,keras-master,numpy.py
1342,1546,Roll,VB,keras-master,numpy.py
1343,1547,Round,VB,keras-master,numpy.py
1344,1548,Sign,VB,keras-master,numpy.py
1345,1549,Sin,NNP,keras-master,numpy.py
1346,1550,Sinh,NNP,keras-master,numpy.py
1347,1551,Size,NN,keras-master,numpy.py
1348,1552,Sort,VB,keras-master,numpy.py
1349,1553,Split,VB,keras-master,numpy.py
1350,1554,Stack,NN,keras-master,numpy.py
1351,1555,Std,NNP,keras-master,numpy.py
1352,1556,Swapaxes,NNPS,keras-master,numpy.py
1353,1557,Take,VB,keras-master,numpy.py
1354,1558,Take Along Axis,VB IN NN,keras-master,numpy.py
1355,1559,Tan,NNP,keras-master,numpy.py
1356,1560,Tanh,NNP,keras-master,numpy.py
1357,1561,Tensor dot,NN NN,keras-master,numpy.py
1358,1562,Tile,VB,keras-master,numpy.py
1359,1563,Trace,VB,keras-master,numpy.py
1360,1564,Tri,NNP,keras-master,numpy.py
1361,1565,Tril,NNP,keras-master,numpy.py
1362,1566,Triu,NNP,keras-master,numpy.py
1363,1567,V dot,FW NN,keras-master,numpy.py
1364,1568,V stack,FW NN,keras-master,numpy.py
1365,1569,Where,WRB,keras-master,numpy.py
1366,1570,Subtract,VB,keras-master,numpy.py
1367,1571,Multiply,VB,keras-master,numpy.py
1368,1572,Divide,VB,keras-master,numpy.py
1369,1573,Divide No Nan,VB DT NNP,keras-master,numpy.py
1370,1574,True Divide,RB VB,keras-master,numpy.py
1371,1575,Power,NN,keras-master,numpy.py
1372,1576,Negative,VB,keras-master,numpy.py
1373,1577,Square,VB,keras-master,numpy.py
1374,1578,Sqrt,NNP,keras-master,numpy.py
1375,1579,Squeeze,VB,keras-master,numpy.py
1376,1580,Transpose,VB,keras-master,numpy.py
1377,1581,Mean,VB,keras-master,numpy.py
1378,1582,Var,NNP,keras-master,numpy.py
1379,1583,Sum,NN,keras-master,numpy.py
1380,1584,Zeros,NNS,keras-master,numpy.py
1381,1585,Ones,NNS,keras-master,numpy.py
1382,1586,Eye,NN,keras-master,numpy.py
1383,1587,Floor Divide,NN NN,keras-master,numpy.py
1384,1588,Logical Xor,JJ NNP,keras-master,numpy.py
1385,1589,Correlate,VB,keras-master,numpy.py
1386,1590,Function,NN,keras-master,function.py
1387,1591,NN Ops Dynamic Shape Test,NNP NNP JJ NN NN,keras-master,nn_test.py
1388,1592,Softmax Layer,NNP NN,keras-master,nn_test.py
1389,1594,NN Ops Static Shape Test,NNP NN JJ NN NN,keras-master,nn_test.py
1390,1595,NN Ops Correctness Test,NNP NN NN NN,keras-master,nn_test.py
1391,1596,Test Logit Recovery,VB NN NN,keras-master,nn_test.py
1392,1597,NN Ops D type Test,NNP NN JJ NN NN,keras-master,nn_test.py
1393,1598,Linalg Ops Dynamic Shape Test,NNP NN JJ NN NN,keras-master,linalg_test.py
1394,1599,Linalg Ops Static Shape Test,NNP NN JJ NN NN,keras-master,linalg_test.py
1395,1600,Linalg Ops Correctness Test,NNP NN NN NN,keras-master,linalg_test.py
1396,1601,Qr Op Test,NNP NN NN,keras-master,linalg_test.py
1397,1602,Scatter,NN,keras-master,core.py
1398,1603,Scatter Update,NN NN,keras-master,core.py
1399,1604,Slice,NN,keras-master,core.py
1400,1605,Slice Update,NN NN,keras-master,core.py
1401,1606,While Loop,IN NN,keras-master,core.py
1402,1607,Stop Gradient,VB NN,keras-master,core.py
1403,1608,F ori Loop,FW NNP NN,keras-master,core.py
1404,1609,Unstack,NNP,keras-master,core.py
1405,1610,Cast,VB,keras-master,core.py
1406,1611,Cond,NNP,keras-master,core.py
1407,1612,Symbolic Arguments,JJ NNS,keras-master,symbolic_arguments.py
1408,1613,Math Ops Dynamic Shape Test,NN NN JJ NN NN,keras-master,math_test.py
1409,1614,Math Ops Static Shape Test,NN NN JJ NN NN,keras-master,math_test.py
1410,1615,Math Ops Correctness Test,NN NN NN NN,keras-master,math_test.py
1411,1616,Math D type Test,NN FW NN NN,keras-master,math_test.py
1412,1617,Extract Sequences Op Test,VB NNS NNP NN,keras-master,math_test.py
1413,1618,Segment Sum Test,NN NN NN,keras-master,math_test.py
1414,1619,Segment Max Test,NN NN NNP,keras-master,math_test.py
1415,1620,Top K Test,JJ CD NN,keras-master,math_test.py
1416,1621,In Top K Test,IN JJ CD NN,keras-master,math_test.py
1417,1622,Logsumexp Test,NNP NN,keras-master,math_test.py
1418,1623,FFT Test,NNP NN,keras-master,math_test.py
1419,1624,FFT 2 Test,NNP CD NN,keras-master,math_test.py
1420,1625,RFFT Test,NNP NN,keras-master,math_test.py
1421,1626,ISTFT Test,NNP NN,keras-master,math_test.py
1422,1627,Operation Utils Test,NN NNS NN,keras-master,operation_utils_test.py
1423,1628,Numpy Two Input Ops Dynamic Shape Test,NNP CD NN NN JJ NN NN,keras-master,numpy_test.py
1424,1629,Numpy Two Input Ops Static Shape Test,NNP CD NN NN JJ NN NN,keras-master,numpy_test.py
1425,1630,Numpy One Input Ops Dynamic Shape Test,NNP CD NN NN JJ NN NN,keras-master,numpy_test.py
1426,1631,Numpy One Input Ops Static Shape Test,NNP CD NN NN JJ NN NN,keras-master,numpy_test.py
1427,1632,Numpy Two Input Ops Corretness Test,NNP CD NN NN NN NN,keras-master,numpy_test.py
1428,1633,Numpy One Input Ops Correctness Test,NNP CD NN NN NN NN,keras-master,numpy_test.py
1429,1634,Numpy Array Create Ops Correctness Test,NN NN VB NN NN NN,keras-master,numpy_test.py
1430,1635,Sparse Test,JJ NN,keras-master,numpy_test.py
1431,1636,Numpy D type Test,NNP FW NN NN,keras-master,numpy_test.py
1432,1637,Relu,NNP,keras-master,nn.py
1433,1638,Relu 6,NNP CD,keras-master,nn.py
1434,1639,Sigmoid,NNP,keras-master,nn.py
1435,1640,Soft plus,JJ NN,keras-master,nn.py
1436,1641,Soft sign,JJ NN,keras-master,nn.py
1437,1642,Silu,NNP,keras-master,nn.py
1438,1643,Log Sigmoid,NN NNP,keras-master,nn.py
1439,1644,Leaky Relu,JJ NNP,keras-master,nn.py
1440,1645,Hard Sigmoid,JJ NNP,keras-master,nn.py
1441,1646,Hard Silu,JJ NNP,keras-master,nn.py
1442,1647,Elu,NNP,keras-master,nn.py
1443,1648,Selu,NNP,keras-master,nn.py
1444,1649,Gelu,NNP,keras-master,nn.py
1445,1650,Softmax,NNP,keras-master,nn.py
1446,1651,Log Softmax,NN NNP,keras-master,nn.py
1447,1652,Max Pool,JJ VB,keras-master,nn.py
1448,1653,Average Pool,JJ VB,keras-master,nn.py
1449,1654,Conv,NNP,keras-master,nn.py
1450,1655,Depthwise Conv,RB NNP,keras-master,nn.py
1451,1656,Separable Conv,JJ NNP,keras-master,nn.py
1452,1657,Conv Transpose,NN VB,keras-master,nn.py
1453,1658,One Hot,CD JJ,keras-master,nn.py
1454,1662,Multi Hot,JJ JJ,keras-master,nn.py
1455,1663,Moments,NNS,keras-master,nn.py
1456,1664,Batch Norm,NN NNP,keras-master,nn.py
1457,1665,Ctc Loss,NNP NN,keras-master,nn.py
1458,1666,Normalize,VB,keras-master,nn.py
1459,1667,Resize,VB,keras-master,image.py
1460,1668,Affine Transform,JJ NN,keras-master,image.py
1461,1669,Extract Patches,VB NNP,keras-master,image.py
1462,1670,Map Coordinates,VB NNS,keras-master,image.py
1463,1671,Pad Images,VB NNS,keras-master,image.py
1464,1672,Crop Images,VB NNS,keras-master,image.py
1465,1673,Cholesky,NNP,keras-master,linalg.py
1466,1674,Det,NNP,keras-master,linalg.py
1467,1675,Eig,NNP,keras-master,linalg.py
1468,1676,Inv,NNP,keras-master,linalg.py
1469,1677,Lu Factor,NNP NN,keras-master,linalg.py
1470,1678,Norm,NN,keras-master,linalg.py
1471,1679,Qr,NNP,keras-master,linalg.py
1472,1680,Solve,VB,keras-master,linalg.py
1473,1681,Solve Triangular,VB JJ,keras-master,linalg.py
1474,1682,SVD,NNP,keras-master,linalg.py
1475,1683,Operation,NN,keras-master,operation.py
1476,1684,Node,NN,keras-master,node.py
1477,1685,Keras History,NNP NN,keras-master,node.py
1478,1686,Core Ops Static Shape Test,NN NN JJ NN NN,keras-master,core_test.py
1479,1687,Core Ops Correctness Test,NN NN NN NN,keras-master,core_test.py
1480,1688,Example Layer,NN NN,keras-master,core_test.py
1481,1689,Core Ops D type Test,NN NN NN NN NN,keras-master,core_test.py
1482,1690,Core Ops Calls Tests,NN NN NNS NNS,keras-master,core_test.py
1483,1691,Image Ops Dynamic Shape Test,NN NN JJ NN NN,keras-master,image_test.py
1484,1692,Image Ops Static Shape Test,NN NN JJ NN NN,keras-master,image_test.py
1485,1693,Image Ops Correctness Test,NN NN NN NN,keras-master,image_test.py
1486,1694,Function Test,NN NN,keras-master,function_test.py
1487,1695,Symbolic Arguments Test,JJ NNS NN,keras-master,symbolic_arguments_test.py
1488,1696,Random Normal,JJ NN,keras-master,random_initializers.py
1489,1697,Truncated Normal,JJ NN,keras-master,random_initializers.py
1490,1698,Random Uniform,JJ NN,keras-master,random_initializers.py
1491,1699,Variance Scaling,NN NN,keras-master,random_initializers.py
1492,1700,Glorot Uniform,NNP NN,keras-master,random_initializers.py
1493,1701,Glorot Normal,NNP NN,keras-master,random_initializers.py
1494,1702,Lecun Normal,NNP NN,keras-master,random_initializers.py
1495,1703,Lecun Uniform,NNP NN,keras-master,random_initializers.py
1496,1704,He Normal,NNP NN,keras-master,random_initializers.py
1497,1705,He Uniform,NNP NN,keras-master,random_initializers.py
1498,1706,Orthogonal Initializer,JJ NN,keras-master,random_initializers.py
1499,1711,Constant Initializers Test,NN NNS NN,keras-master,constant_initializers_test.py
1500,1712,Initializers Test,NNS NN,keras-master,random_initializers_test.py
1501,1713,Initializer,NN,keras-master,initializer.py
1502,1714,D Type Policy Test,FW NN NN NN,keras-master,dtype_policy_test.py
1503,1715,Float D Type Policy Test,NN FW NN NN NN,keras-master,dtype_policy_test.py
1504,1716,Quantized D Type Policy Test,JJ FW NN NN NN,keras-master,dtype_policy_test.py
1505,1717,D Type Policy Global Functions Test,FW NN NN JJ NNS NN,keras-master,dtype_policy_test.py
1506,1718,Float D Type Policy Edge Cases Test,NN FW NN NN NN NNS NN,keras-master,dtype_policy_test.py
1507,1719,Quantized D Type Policy Edge Cases Test,JJ FW NN NN NN NNS NN,keras-master,dtype_policy_test.py
1508,1720,D Type Policy Global Functions Edge Cases Test,FW NN NN JJ NNS NN NNS NN,keras-master,dtype_policy_test.py
1509,1721,D Type Policy,FW NN NN,keras-master,dtype_policy.py
1510,1722,Float D Type Policy,NN FW NN NN,keras-master,dtype_policy.py
1511,1723,Quantized D Type Policy,JJ FW NN NN,keras-master,dtype_policy.py
1512,1724,Test Case,NN NN,keras-master,test_case.py
1513,1726,Get Test Data Test,VB NN NNS NN,keras-master,test_utils_test.py
1514,1727,Class Distribution Tests,NN NN NNS,keras-master,test_utils_test.py
1515,1728,Named Product Test,JJ NN NN,keras-master,test_utils_test.py
1516,1731,Mean Metric Wrapper,JJ NN NN,keras-master,reduction_metrics.py
1517,1732,Io U Base,NNP FW NN,keras-master,iou_metrics.py
1518,1733,Io U,NNP FW,keras-master,iou_metrics.py
1519,1734,Binary Io U,NN NNP FW,keras-master,iou_metrics.py
1520,1735,Mean Io U,NN NNP FW,keras-master,iou_metrics.py
1521,1736,One Hot Io U,CD JJ NNP FW,keras-master,iou_metrics.py
1522,1737,One Hot Mean Io U,CD JJ NN NNP FW,keras-master,iou_metrics.py
1523,1738,Confusion Matrix,NN NN,keras-master,metrics_utils.py
1524,1739,AUC Curve,NNP NN,keras-master,metrics_utils.py
1525,1740,AUC Summation Method,NNP NN NN,keras-master,metrics_utils.py
1526,1741,Example Metric,NN NN,keras-master,metric_test.py
1527,1742,Metric Test,NN NN,keras-master,metric_test.py
1528,1743,F Beta Score,FW NN NN,keras-master,f_score_metrics.py
1529,1744,F 1 Score,FW CD NN,keras-master,f_score_metrics.py
1530,1745,False Positives Test,JJ NNS NN,keras-master,confusion_metrics_test.py
1531,1746,False Negatives Test,JJ NNS NN,keras-master,confusion_metrics_test.py
1532,1747,True Negatives Test,JJ NNS NN,keras-master,confusion_metrics_test.py
1533,1748,True Positive Test,JJ JJ NN,keras-master,confusion_metrics_test.py
1534,1749,Precision Test,NN NN,keras-master,confusion_metrics_test.py
1535,1750,Recall Test,NN NN,keras-master,confusion_metrics_test.py
1536,1751,Sensitivity At Specificity Test,NN IN NN NN,keras-master,confusion_metrics_test.py
1537,1752,Specificity At Sensitivity Test,NN IN NN NN,keras-master,confusion_metrics_test.py
1538,1753,Precision At Recall Test,NN IN NN NN,keras-master,confusion_metrics_test.py
1539,1754,Recall At Precision Test,VB IN NN NN,keras-master,confusion_metrics_test.py
1540,1755,AUC Test,NNP NN,keras-master,confusion_metrics_test.py
1541,1756,Multi AUC Test,JJ NNP NN,keras-master,confusion_metrics_test.py
1542,1757,Metric,NN,keras-master,metric.py
1543,1763,Root Mean Squared Error Test,JJ JJ VBN NN NN,keras-master,regression_metrics_test.py
1544,1764,Log Cosh Error Test,NN NN NN NN,keras-master,regression_metrics_test.py
1545,1765,R 2 Score Test,FW CD NN NN,keras-master,regression_metrics_test.py
1546,1766,Accuracy Test,NN NN,keras-master,accuracy_metrics_test.py
1547,1767,Binary Accuracy Test,JJ NN NN,keras-master,accuracy_metrics_test.py
1548,1768,Categorical Accuracy Test,JJ NN NN,keras-master,accuracy_metrics_test.py
1549,1769,Sparse Categorical Accuracy Test,JJ JJ NN NN,keras-master,accuracy_metrics_test.py
1550,1770,Top K Categorical Accuracy Test,JJ CD JJ NN NN,keras-master,accuracy_metrics_test.py
1551,1771,Sparse Top K Categorical Accuracy Test,JJ JJ CD JJ NN NN,keras-master,accuracy_metrics_test.py
1552,1772,F Beta Score Test,FW NN NN NN,keras-master,f_score_metrics_test.py
1553,1773,F 1 Score Test,FW CD NN NN,keras-master,f_score_metrics_test.py
1554,1777,Io U Test,NNP FW NNP,keras-master,iou_metrics_test.py
1555,1778,Binary Io U Test,NN NN FW NN,keras-master,iou_metrics_test.py
1556,1779,Mean Io U Test,NN NNP FW NN,keras-master,iou_metrics_test.py
1557,1780,One Hot Io U Test,CD JJ NNP FW NN,keras-master,iou_metrics_test.py
1558,1781,One Hot Mean Io U Test,CD JJ NN NNP FW NN,keras-master,iou_metrics_test.py
1559,1782,Accuracy,NN,keras-master,accuracy_metrics.py
1560,1783,Binary Accuracy,JJ NN,keras-master,accuracy_metrics.py
1561,1784,Categorical Accuracy,JJ NN,keras-master,accuracy_metrics.py
1562,1785,Sparse Categorical Accuracy,JJ JJ NN,keras-master,accuracy_metrics.py
1563,1786,Top K Categorical Accuracy,JJ CD JJ NN,keras-master,accuracy_metrics.py
1564,1787,Sparse Top K Categorical Accuracy,JJ JJ CD JJ NN,keras-master,accuracy_metrics.py
1565,1795,Root Mean Squared Error,JJ JJ JJ NN,keras-master,regression_metrics.py
1566,1797,Log Cosh Error,NN NN NN,keras-master,regression_metrics.py
1567,1798,R 2 Score,FW CD NN,keras-master,regression_metrics.py
1568,1799,Confusion Matrix Condition Count,NN NN NN NN,keras-master,confusion_metrics.py
1569,1800,False Positives,JJ NNS,keras-master,confusion_metrics.py
1570,1801,False Negatives,JJ NNS,keras-master,confusion_metrics.py
1571,1802,True Negatives,JJ NNS,keras-master,confusion_metrics.py
1572,1803,True Positives,JJ NNS,keras-master,confusion_metrics.py
1573,1804,Precision,NN,keras-master,confusion_metrics.py
1574,1805,Recall,NN,keras-master,confusion_metrics.py
1575,1806,Sensitivity Specificity Base,NN NN NN,keras-master,confusion_metrics.py
1576,1807,Sensitivity At Specificity,NN IN NN,keras-master,confusion_metrics.py
1577,1808,Specificity At Sensitivity,NN IN NN,keras-master,confusion_metrics.py
1578,1809,Precision At Recall,NN IN NN,keras-master,confusion_metrics.py
1579,1810,Recall At Precision,NN IN NN,keras-master,confusion_metrics.py
1580,1811,AUC,NNP,keras-master,confusion_metrics.py
1581,1817,Sum Test,NN NN,keras-master,reduction_metrics_test.py
1582,1818,Mean Test,NN NN,keras-master,reduction_metrics_test.py
1583,1819,Metric Wrapper Test,NN NN NN,keras-master,reduction_metrics_test.py
1584,1825,Callback,NN,keras-master,callback.py
1585,1826,Callback List,NN NN,keras-master,callback_list.py
1586,1827,Swap EMA Weights Test,VB NNP NNS NN,keras-master,swap_ema_weights_test.py
1587,1828,Prog bar Logger,NN NN NN,keras-master,progbar_logger.py
1588,1829,Reduce LR On Plateau,VB NNP IN NNP,keras-master,reduce_lr_on_plateau.py
1589,1830,Reduce LR On Plateau Test,VB NNP IN NNP NN,keras-master,reduce_lr_on_plateau_test.py
1590,1831,Learning Rate Scheduler Test,NN NN NN NN,keras-master,learning_rate_scheduler_test.py
1591,1832,Learning Rate Scheduler,NN NN NN,keras-master,learning_rate_scheduler.py
1592,1833,Summary Iterator,NN NN,keras-master,tensorboard_test.py
1593,1834,Summary File,NN NN,keras-master,tensorboard_test.py
1594,1835,Test Tensor Board V 2,VB NN NN NN CD,keras-master,tensorboard_test.py
1595,1836,Layer With Summary,NN IN NN,keras-master,tensorboard_test.py
1596,1837,Terminate On Na N Test,VB IN NNP NN NN,keras-master,remote_monitor_test.py
1597,1839,Callback Test,NN NN,keras-master,callback_test.py
1598,1841,CBK,NNP,keras-master,callback_test.py
1599,1842,Tensor Board,NN NN,keras-master,tensorboard.py
1600,1843,Swap EMA Weights,VB NN NNS,keras-master,swap_ema_weights.py
1601,1844,CSV Logger,NNP NN,keras-master,csv_logger.py
1602,1845,Custom Dialect,JJ NN,keras-master,csv_logger.py
1603,1846,Terminate On Na N,VB IN NNP NN,keras-master,terminate_on_nan.py
1604,1847,CSV Logger Test,NNP NN NN,keras-master,csv_logger_test.py
1605,1848,History,NN,keras-master,history.py
1606,1849,Lambda Callback,NN NN,keras-master,lambda_callback.py
1607,1850,Model Checkpoint,NN NN,keras-master,model_checkpoint.py
1608,1851,Lambda Callback Test,NN NN NN,keras-master,lambda_callback_test.py
1609,1852,Early Stopping,JJ NN,keras-master,early_stopping.py
1610,1853,Remote Monitor,JJ NN,keras-master,remote_monitor.py
1611,1854,Interrupting Callback,VBG NN,keras-master,backup_and_restore_test.py
1612,1855,Canary Layer,NNP NN,keras-master,backup_and_restore_test.py
1613,1856,Backup And Restore Callback Test,VB CC VB NN NN,keras-master,backup_and_restore_test.py
1614,1857,Model Checkpoint Test,NN NN NN,keras-master,model_checkpoint_test.py
1615,1858,Early Stopping Test,JJ NN NN,keras-master,early_stopping_test.py
1616,1859,Dummy Model,JJ NN,keras-master,early_stopping_test.py
1617,1860,Backup And Restore,VB CC VB,keras-master,backup_and_restore.py
1618,1861,Custom Scale Layer,JJ NN NN,keras-master,inception_resnet_v2.py
1619,1862,Test Image Net Utils,VB NN NN NNS,keras-master,imagenet_utils_test.py
1620,1863,Stochastic Depth,JJ NN,keras-master,convnext.py
1621,1864,Layer Scale,NN NN,keras-master,convnext.py
1622,1865,Applications Test,NNS NN,keras-master,applications_test.py
1623,1866,Quantizers Test,NNS NN,keras-master,quantizers_test.py
1624,1867,Quantizer,NN,keras-master,quantizers.py
1625,1868,Abs Max Quantizer,JJ NN NNP,keras-master,quantizers.py
1626,1869,Layer,NN,keras-master,layer.py
1627,1870,Call Spec,VB NN,keras-master,layer.py
1628,1871,Call Context,NN NN,keras-master,layer.py
1629,1872,Input Spec,NN NN,keras-master,input_spec.py
1630,1873,Layer Test,NN NN,keras-master,layer_test.py
1631,1874,Test Layer,NN NN,keras-master,layer_test.py
1632,1880,Some Layer,DT NN,keras-master,layer_test.py
1633,1881,RNG Layer,NNP NN,keras-master,layer_test.py
1634,1882,RNG List Layer,NNP NN NN,keras-master,layer_test.py
1635,1885,Layer With Metric,NN IN NN,keras-master,layer_test.py
1636,1886,Nested Layer With Metric,JJ NN IN NN,keras-master,layer_test.py
1637,1887,Layer With Unbuilt State,NN IN JJ NN,keras-master,layer_test.py
1638,1888,Kwargs Layer With Unbuilt State,NNP NN IN JJ NN,keras-master,layer_test.py
1639,1889,Activity Regularizer,NN NN,keras-master,layer_test.py
1640,1890,Loss Layer,NN NN,keras-master,layer_test.py
