,ID,TYPE,DECLARATION,PROJECT,FILE
1773,1773,void,"waitEscapeCharacter(char c)
",jdk,CodePointInputMethod.java
1774,1774,void,"waitDigit(char c)
",jdk,CodePointInputMethod.java
1775,1775,void,"waitDigit2(char c)
",jdk,CodePointInputMethod.java
1776,1776,void,"waitBackSlashOrLowSurrogate(char c)
",jdk,CodePointInputMethod.java
1777,1777,void,"sendComposedText()
",jdk,CodePointInputMethod.java
1778,1778,void,"sendCommittedText()
",jdk,CodePointInputMethod.java
1779,1779,void,"moveCaretLeft()
",jdk,CodePointInputMethod.java
1780,1780,void,"moveCaretRight()
",jdk,CodePointInputMethod.java
1781,1781,void,"deletePreviousCharacter()
",jdk,CodePointInputMethod.java
1782,1782,void,"deleteCharacter()
",jdk,CodePointInputMethod.java
1783,1783,void,"startComposition()
",jdk,CodePointInputMethod.java
1784,1784,void,"cancelComposition()
",jdk,CodePointInputMethod.java
1785,1785,void,"finishComposition()
",jdk,CodePointInputMethod.java
1786,1786,int,"getCodePoint(StringBuffer sb, int from, int to)
",jdk,CodePointInputMethod.java
1787,1787,void,"beep()
",jdk,CodePointInputMethod.java
1789,1789,void,"deactivate(boolean isTemporary)
",jdk,CodePointInputMethod.java
1790,1790,void,"dispose()
",jdk,CodePointInputMethod.java
1791,1791,Object,"getControlObject()
",jdk,CodePointInputMethod.java
1792,1792,void,"endComposition()
",jdk,CodePointInputMethod.java
1793,1793,Locale,"getLocale()
",jdk,CodePointInputMethod.java
1794,1794,void,"hideWindows()
",jdk,CodePointInputMethod.java
1795,1795,boolean,"isCompositionEnabled()
",jdk,CodePointInputMethod.java
1796,1796,void,"notifyClientWindowChange(Rectangle location)
",jdk,CodePointInputMethod.java
1797,1797,void,"reconvert()
",jdk,CodePointInputMethod.java
1798,1798,void,"removeNotify()
",jdk,CodePointInputMethod.java
1799,1799,void,"setCharacterSubsets(Character.Subset[] subsets)
",jdk,CodePointInputMethod.java
1800,1800,void,"setCompositionEnabled(boolean enable)
",jdk,CodePointInputMethod.java
1801,1801,void,"setInputMethodContext(InputMethodContext context)
",jdk,CodePointInputMethod.java
1802,1802,boolean,"setLocale(Locale locale)
",jdk,CodePointInputMethod.java
1803,1803,InputMethod,"createInputMethod() throws Exception
",jdk,CodePointInputMethodDescriptor.java
1804,1804,Locale[],"getAvailableLocales()
",jdk,CodePointInputMethodDescriptor.java
1805,1805,String,"getInputMethodDisplayName(Locale inputLocale, Locale displayLanguage)
",jdk,CodePointInputMethodDescriptor.java
1806,1806,Image,"getInputMethodIcon(Locale inputLocale)
",jdk,CodePointInputMethodDescriptor.java
1807,1807,boolean,"hasDynamicLocaleList()
",jdk,CodePointInputMethodDescriptor.java
1812,1812,int,"getColumnCount()
",jdk,TableExample3.java
1813,1813,int,"getRowCount()
",jdk,TableExample3.java
1814,1814,Object,"getValueAt(int row, int col)
",jdk,TableExample3.java
1815,1815,String,"getColumnName(int column)
",jdk,TableExample3.java
1816,1816,Class<?>,"getColumnClass(int col)
",jdk,TableExample3.java
1817,1817,boolean,"isCellEditable(int row, int col)
",jdk,TableExample3.java
1818,1818,void,"setValueAt(Object aValue, int row, int column)
",jdk,TableExample3.java
1820,1820,void,"executeQuery(String query)
",jdk,JDBCAdapter.java
1828,1828,String,"dbRepresentation(int column, Object value)
",jdk,JDBCAdapter.java
1830,1830,int,"getColumnIndex(Object identifier)
",jdk,OldJTable.java
1831,1831,TableColumn,"addColumn(Object columnIdentifier, int width)
",jdk,OldJTable.java
1835,1835,void,"removeColumn(Object columnIdentifier)
",jdk,OldJTable.java
1836,1836,void,"addRow(Object[] rowData)
",jdk,OldJTable.java
1838,1838,void,"removeRow(int rowIndex)
",jdk,OldJTable.java
1839,1839,void,"moveRow(int startIndex, int endIndex, int toIndex)
",jdk,OldJTable.java
1840,1840,void,"insertRow(int rowIndex, Object[] rowData)
",jdk,OldJTable.java
1843,1843,void,"setDataVector(Object[][] newData, List<?> columnIds)
",jdk,OldJTable.java
1845,1845,void,"checkDefaultTableModel()
",jdk,OldJTable.java
1849,1849,boolean,"editColumnRow(Object identifier, int row)
",jdk,OldJTable.java
1850,1850,void,"moveColumn(Object columnIdentifier, Object targetColumnIdentifier)
",jdk,OldJTable.java
1851,1851,boolean,"isColumnSelected(Object identifier)
",jdk,OldJTable.java
1867,1867,TableModel,"getModel()
",jdk,TableMap.java
1868,1868,void,"setModel(TableModel model)
",jdk,TableMap.java
1876,1876,void,"tableChanged(TableModelEvent e)
",jdk,TableMap.java
1878,1878,int,"compareRowsByColumn(int row1, int row2, int column)
",jdk,TableSorter.java
1880,1880,void,"reallocateIndexes()
",jdk,TableSorter.java
1882,1882,void,"checkModel()
",jdk,TableSorter.java
1884,1884,void,"n2sort()
",jdk,TableSorter.java
1885,1885,void,"shuttlesort(int[] from, int[] to, int low, int high)
",jdk,TableSorter.java
1886,1886,void,"swap(int i, int j)
",jdk,TableSorter.java
1889,1889,void,"sortByColumn(int column)
",jdk,TableSorter.java
1891,1891,void,"addMouseListenerToHeaderInTable(JTable table)
",jdk,TableSorter.java
1892,1892,void,"mouseClicked(MouseEvent e)
",jdk,TableSorter.java
1893,1893,void,"activateConnectionDialog()
",jdk,TableExample.java
1894,1894,void,"createConnectionDialog()
",jdk,TableExample.java
1898,1898,void,"connect()
",jdk,TableExample.java
1899,1899,void,"fetch()
",jdk,TableExample.java
1900,1900,JScrollPane,"createTable()
",jdk,TableExample.java
1907,1907,File,"createNewFolder(File containingDir) throws IOException
",jdk,ExampleFileSystemView.java
1908,1908,File[],"getRoots()
",jdk,ExampleFileSystemView.java
1909,1909,String,"getSystemDisplayName(File f)
",jdk,ExampleFileSystemView.java
1911,1911,void,"putDescription(File f, String fileDescription)
",jdk,ExampleFileView.java
1913,1913,void,"putTypeDescription(String extension, String typeDescription)
",jdk,ExampleFileView.java
1915,1915,String,"getTypeDescription(File f)
",jdk,ExampleFileView.java
1916,1916,String,"getExtension(File f)
",jdk,ExampleFileView.java
1917,1917,void,"putIcon(String extension, Icon icon)
",jdk,ExampleFileView.java
1918,1918,Icon,"getIcon(File f)
",jdk,ExampleFileView.java
1919,1919,Boolean,"isTraversable(File f)
",jdk,ExampleFileView.java
1921,1921,Dimension,"getMaximumSize()
",jdk,FileChooserDemo.java
1923,1923,void,"resetFileFilters(boolean enableFilters, boolean showExtensionInDescription)
",jdk,FileChooserDemo.java
1924,1924,FileFilter,"createFileFilter(String description, boolean showExtensionInDescription, String... extensions)
",jdk,FileChooserDemo.java
1925,1925,String,"createFileNameFilterDescriptionFromExtensions(String description, String[] extensions)
",jdk,FileChooserDemo.java
1927,1927,void,"back()
",jdk,FileChooserDemo.java
1931,1931,String,"getResultString()
",jdk,FileChooserDemo.java
1933,1933,void,"loadImage(File f)
",jdk,FileChooserDemo.java
1934,1934,void,"propertyChange(PropertyChangeEvent e)
",jdk,FileChooserDemo.java
1935,1935,void,"paint(Graphics g)
",jdk,FileChooserDemo.java
1938,1938,Insets,"getInsets()
",jdk,FileChooserDemo.java
1939,1939,GlobalControls,"getControls()
",jdk,DemoInstVarsAccessor.java
1940,1940,MemoryMonitor,"getMemoryMonitor()
",jdk,DemoInstVarsAccessor.java
1941,1941,PerformanceMonitor,"getPerformanceMonitor()
",jdk,DemoInstVarsAccessor.java
1942,1942,JTabbedPane,"getTabbedPane()
",jdk,DemoInstVarsAccessor.java
1944,1944,void,"setGroupColumns(int columns)
",jdk,DemoInstVarsAccessor.java
1945,1945,JCheckBoxMenuItem,"getVerboseCB()
",jdk,DemoInstVarsAccessor.java
1946,1946,JCheckBoxMenuItem,"getCcthreadCB()
",jdk,DemoInstVarsAccessor.java
1947,1947,JCheckBoxMenuItem,"getPrintCB()
",jdk,DemoInstVarsAccessor.java
1948,1948,Color,"getBackgroundColor()
",jdk,DemoInstVarsAccessor.java
1949,1949,JCheckBoxMenuItem,"getMemoryCB()
",jdk,DemoInstVarsAccessor.java
1950,1950,JCheckBoxMenuItem,"getPerfCB()
",jdk,DemoInstVarsAccessor.java
1951,1951,Intro,"getIntro()
",jdk,DemoInstVarsAccessor.java
1953,1953,void,"doRunAction()
",jdk,RunWindow.java
1956,1956,void,"sleepPerTab()
",jdk,RunWindow.java
1958,1958,void,"printDemo(final DemoGroup dg)
",jdk,RunWindow.java
1966,1966,void,"invokeAndWait(Runnable run)
",jdk,RunWindow.java
1967,1967,int,"getDelay()
",jdk,RunWindow.java
1968,1968,void,"setDelay(int delay)
",jdk,RunWindow.java
1970,1970,void,"setNumRuns(int numRuns)
",jdk,RunWindow.java
1971,1971,boolean,"getExit()
",jdk,RunWindow.java
1972,1972,void,"setExit(boolean exit)
",jdk,RunWindow.java
1973,1973,boolean,"isZoomCBSelected()
",jdk,RunWindow.java
1974,1974,void,"setZoomCBSelected(boolean b)
",jdk,RunWindow.java
1975,1975,boolean,"isPrintCBSelected()
",jdk,RunWindow.java
1976,1976,void,"setPrintCBIsSelected(boolean b)
",jdk,RunWindow.java
1977,1977,boolean,"getBuffersFlag()
",jdk,RunWindow.java
1978,1978,void,"setBuffersFlag(boolean buffersFlag)
",jdk,RunWindow.java
1979,1979,int,"getBufBeg()
",jdk,RunWindow.java
1980,1980,void,"setBufBeg(int bufBeg)
",jdk,RunWindow.java
1981,1981,int,"getBufEnd()
",jdk,RunWindow.java
1982,1982,void,"setBufEnd(int bufEnd)
",jdk,RunWindow.java
1985,1985,void,"setDemoBorder(JPanel p)
",jdk,DemoPanel.java
1986,1986,JMenuBar,"createMenuBar()
",jdk,J2Ddemo.java
1987,1987,void,"createRunWindow()
",jdk,J2Ddemo.java
1989,1989,void,"windowClosing(WindowEvent e)
",jdk,J2Ddemo.java
1990,1990,void,"startRunWindow()
",jdk,J2Ddemo.java
2000,2000,String,"getPluginGroupId()
",maven,"DefaultExceptionHandler.java
"
2001,2001,String,"getPluginArtifactId()
",maven,"DefaultExceptionHandler.java
"
2002,2002,String,"getPluginVersion()
",maven,"DefaultExceptionHandler.java
"
2003,2003,String,"getGoal()
",maven,"DefaultExceptionHandler.java
"
2004,2004,MavenProject,"getProject()
",maven,"DefaultExceptionHandler.java
"
2005,2005,PluginDescriptor,"loadPlugin(Plugin plugin, List<RemoteRepository> repositories, RepositorySystemSession session) throws PluginNotFoundException, PluginResolutionException, PluginDescriptorParsingException, InvalidPluginDescriptorException
",maven,"DefaultExceptionHandler.java
"
2006,2006,void,"executeMojo(MavenSession session, MojoExecution mojoExecution) throws MojoFailureException, MojoExecutionException, PluginConfigurationException, PluginManagerException
",maven,"DefaultExceptionHandler.java
"
2007,2007,ClassRealm,"getPluginRealm(MavenSession session, PluginDescriptor pluginDescriptor) throws PluginResolutionException, PluginManagerException
",maven,"DefaultExceptionHandler.java
"
2008,2008,MojoDescriptor,"getMojoDescriptor(Plugin plugin, String goal, List<RemoteRepository> repositories, RepositorySystemSession session) throws PluginNotFoundException, PluginResolutionException, PluginDescriptorParsingException, MojoNotFoundException, InvalidPluginDescriptorException
",maven,"DefaultExceptionHandler.java
"
2009,2009,ClassRealm,"getRealm()
",maven,"DefaultExceptionHandler.java
"
2010,2010,List<Artifact>,"getArtifacts()
",maven,"DefaultExceptionHandler.java
"
2011,2011,Key,"createKey(Plugin plugin, ClassLoader parentRealm, Map<String, ClassLoader> foreignImports, DependencyFilter dependencyFilter, List<RemoteRepository> repositories, RepositorySystemSession session)
",maven,"DefaultExceptionHandler.java
"
2025,2025,int,"hash(Object obj)
",maven,"DefaultExceptionHandler.java
"
2026,2026,String,"toMessage(String message, List<String> errors)
",maven,"DefaultExceptionHandler.java
"
2027,2027,Plugin,"getPlugin()
",maven,"DefaultExceptionHandler.java
"
2028,2028,boolean,"eq(T s1, T s2)
",maven,"DefaultExceptionHandler.java
"
2030,2030,int,"pluginHashCode(Plugin plugin)
",maven,"DefaultExceptionHandler.java
"
2031,2031,boolean,"pluginEquals(Plugin a, Plugin b)
",maven,"DefaultExceptionHandler.java
"
2032,2032,boolean,"dependenciesEquals(List<Dependency> a, List<Dependency> b)
",maven,"DefaultExceptionHandler.java
"
2033,2033,boolean,"exclusionsEquals(List<Exclusion> a, List<Exclusion> b)
",maven,"DefaultExceptionHandler.java
"
2035,2035,PluginDescriptor,"getPluginDescriptorForPrefix(String prefix)
",maven,"DefaultExceptionHandler.java
"
2036,2036,Plugin,"getPluginDefinitionForPrefix(String prefix, MavenSession session, MavenProject project)
",maven,"DefaultExceptionHandler.java
"
2037,2037,PluginDescriptor,"verifyPlugin(Plugin plugin, MavenProject project, Settings settings, ArtifactRepository localRepository) throws ArtifactResolutionException, PluginVersionResolutionException, ArtifactNotFoundException, InvalidVersionSpecificationException, InvalidPluginException, PluginManagerException, PluginNotFoundException, PluginVersionNotFoundException
",maven,"DefaultExceptionHandler.java
"
2038,2038,Object,"getPluginComponent(Plugin plugin, String role, String roleHint) throws PluginManagerException, ComponentLookupException
",maven,"DefaultExceptionHandler.java
"
2039,2039,Object>,"getPluginComponents(Plugin plugin, String role) throws ComponentLookupException, PluginManagerException
",maven,"DefaultExceptionHandler.java
"
2040,2040,PluginDescriptor,"loadPluginDescriptor(Plugin plugin, MavenProject project, MavenSession session) throws ArtifactResolutionException, PluginVersionResolutionException, ArtifactNotFoundException, InvalidVersionSpecificationException, InvalidPluginException, PluginManagerException, PluginNotFoundException, PluginVersionNotFoundException
",maven,"DefaultExceptionHandler.java
"
2041,2041,PluginDescriptor,"loadPluginFully(Plugin plugin, MavenProject project, MavenSession session) throws ArtifactResolutionException, PluginVersionResolutionException, ArtifactNotFoundException, InvalidVersionSpecificationException, InvalidPluginException, PluginManagerException, PluginNotFoundException, PluginVersionNotFoundException
",maven,"DefaultExceptionHandler.java
"
2042,2042,String,"getPrefix()
",maven,"DefaultExceptionHandler.java
"
2043,2043,DefaultPluginPrefixRequest,"setPrefix(String prefix)
",maven,"DefaultExceptionHandler.java
"
2044,2044,List<String>,"getPluginGroups()
",maven,"DefaultExceptionHandler.java
"
2045,2045,DefaultPluginPrefixRequest,"setPluginGroups(List<String> pluginGroups)
",maven,"DefaultExceptionHandler.java
"
2046,2046,Model,"getPom()
",maven,"DefaultExceptionHandler.java
"
2047,2047,DefaultPluginPrefixRequest,"setPom(Model pom)
",maven,"DefaultExceptionHandler.java
"
2048,2048,List<RemoteRepository>,"getRepositories()
",maven,"DefaultExceptionHandler.java
"
2049,2049,DefaultPluginPrefixRequest,"setRepositories(List<RemoteRepository> repositories)
",maven,"DefaultExceptionHandler.java
"
2050,2050,RepositorySystemSession,"getRepositorySession()
",maven,"DefaultExceptionHandler.java
"
2051,2051,DefaultPluginPrefixRequest,"setRepositorySession(RepositorySystemSession session)
",maven,"DefaultExceptionHandler.java
"
2052,2052,String,"getGroupId()
",maven,"DefaultExceptionHandler.java
"
2053,2053,String,"getArtifactId()
",maven,"DefaultExceptionHandler.java
"
2054,2054,ArtifactRepository,"getRepository()
",maven,"DefaultExceptionHandler.java
"
2068,2068,PluginPrefixResult,"resolveFromProject(PluginPrefixRequest request)
",maven,"DefaultExceptionHandler.java
"
2070,2070,PluginPrefixResult,"resolveFromRepository(PluginPrefixRequest request)
",maven,"DefaultExceptionHandler.java
"
2071,2071,PluginPrefixResult,"processResults(PluginPrefixRequest request, RequestTrace trace, List<MetadataResult> results, List<MetadataRequest> requests)
",maven,"DefaultExceptionHandler.java
"
2073,2073,void,"invalidMetadata(RepositorySystemSession session, RequestTrace trace, org.eclipse.aether.metadata.Metadata metadata, ArtifactRepository repository, Exception exception)
",maven,"DefaultExceptionHandler.java
"
2075,2075,void,"setGroupId(String groupId)
",maven,"DefaultExceptionHandler.java
"
2077,2077,void,"setArtifactId(String artifactId)
",maven,"DefaultExceptionHandler.java
"
2079,2079,void,"setRepository(ArtifactRepository repository)
",maven,"DefaultExceptionHandler.java
"
2080,2080,String,"createMessage(Plugin plugin, String descriptorLocation, Throwable e)
",maven,"DefaultExceptionHandler.java
"
2082,2082,PluginResolutionException,"getException()
",maven,"DefaultExceptionHandler.java
"
2091,2091,boolean,"isTypeCompatible(Class<?> type, Object value)
",maven,"DefaultExceptionHandler.java
"
2092,2092,String,"stripTokens(String expr)
",maven,"DefaultExceptionHandler.java
"
2093,2093,File,"alignToBaseDirectory(File file)
",maven,"DefaultExceptionHandler.java
"
2094,2094,PluginDescriptor,"getPluginDescriptor(Plugin plugin, List<RemoteRepository> repositories, RepositorySystemSession session) throws PluginResolutionException, PluginDescriptorParsingException, InvalidPluginDescriptorException
",maven,"DefaultExceptionHandler.java
"
2096,2096,void,"checkRequiredMavenVersion(PluginDescriptor pluginDescriptor) throws PluginIncompatibleException
",maven,"DefaultExceptionHandler.java
"
2097,2097,void,"setupPluginRealm(PluginDescriptor pluginDescriptor, MavenSession session, ClassLoader parent, List<String> imports, DependencyFilter filter) throws PluginResolutionException, PluginContainerException
",maven,"DefaultExceptionHandler.java
"
2098,2098,ExtensionRealmCache.CacheRecord,"setupExtensionsRealm(MavenProject project, Plugin plugin, RepositorySystemSession session) throws PluginManagerException
",maven,"DefaultExceptionHandler.java
"
2099,2099,T,"getConfiguredMojo(Class<T> mojoInterface, MavenSession session, MojoExecution mojoExecution) throws PluginConfigurationException, PluginContainerException
",maven,"DefaultExceptionHandler.java
"
2100,2100,void,"releaseMojo(Object mojo, MojoExecution mojoExecution)
",maven,"DefaultExceptionHandler.java
"
2102,2102,void,"beforeMojoExecution(MojoExecutionEvent event) throws MojoExecutionException
",maven,"DefaultExceptionHandler.java
"
2103,2103,void,"afterMojoExecutionSuccess(MojoExecutionEvent event) throws MojoExecutionException
",maven,"DefaultExceptionHandler.java
"
2104,2104,void,"afterExecutionFailure(MojoExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2105,2105,void,"setSession(MavenSession session)
",maven,"DefaultExceptionHandler.java
"
2106,2106,MavenSession,"getSession()
",maven,"DefaultExceptionHandler.java
"
2109,2109,ExtensionDescriptor,"getDescriptor()
",maven,"DefaultExceptionHandler.java
"
2118,2118,List<Parameter>,"getParameters()
",maven,"DefaultExceptionHandler.java
"
2119,2119,void,"decomposeParameterIntoUserInstructions(MojoDescriptor mojo, Parameter param, StringBuilder messageBuffer)
",maven,"DefaultExceptionHandler.java
"
2120,2120,String,"buildDiagnosticMessage()
",maven,"DefaultExceptionHandler.java
"
2121,2121,void,"execute(List<MojoExecution> mojos, MavenSession session, MojoExecutionRunner mojoExecutionRunner) throws LifecycleExecutionException
",maven,"DefaultExceptionHandler.java
"
2122,2122,String,"getPluginKey()
",maven,"DefaultExceptionHandler.java
"
2134,2134,Source,"getSource()
",maven,"DefaultExceptionHandler.java
"
2135,2135,String,"getExecutionId()
",maven,"DefaultExceptionHandler.java
"
2138,2138,Xpp3Dom,"getConfiguration()
",maven,"DefaultExceptionHandler.java
"
2139,2139,void,"setConfiguration(Xpp3Dom configuration)
",maven,"DefaultExceptionHandler.java
"
2140,2140,String,"identify()
",maven,"DefaultExceptionHandler.java
"
2141,2141,String,"getLifecyclePhase()
",maven,"DefaultExceptionHandler.java
"
2142,2142,void,"setLifecyclePhase(String lifecyclePhase)
",maven,"DefaultExceptionHandler.java
"
2148,2148,void,"setMojoDescriptor(MojoDescriptor mojoDescriptor)
",maven,"DefaultExceptionHandler.java
"
2149,2149,List<MojoExecution>>,"getForkedExecutions()
",maven,"DefaultExceptionHandler.java
"
2150,2150,void,"setForkedExecutions(String projectKey, List<MojoExecution> forkedExecutions)
",maven,"DefaultExceptionHandler.java
"
2153,2153,MojoExecution,"getMojoExecution()
",maven,"DefaultExceptionHandler.java
"
2154,2154,String,"constructMessage(MojoExecution mojoExecution, Throwable cause)
",maven,"DefaultExceptionHandler.java
"
2174,2174,void,"notifyFieldChangeUsingSetter(String fieldName, Object value, Object target)
",maven,"DefaultExceptionHandler.java
"
2175,2175,void,"notifyFieldChangeUsingReflection(String fieldName, Object value, Object target)
",maven,"DefaultExceptionHandler.java
"
2177,2177,Artifact,"toArtifact(Plugin plugin, RepositorySystemSession session)
",maven,"DefaultExceptionHandler.java
"
2179,2179,DependencyNode,"resolveCoreExtension(Plugin plugin, DependencyFilter dependencyFilter, List<RemoteRepository> repositories, RepositorySystemSession session) throws PluginResolutionException
",maven,"DefaultExceptionHandler.java
"
2181,2181,DependencyNode,"resolveInternal(Plugin plugin, Artifact pluginArtifact, DependencyFilter dependencyFilter, List<RemoteRepository> repositories, RepositorySystemSession session) throws PluginResolutionException
",maven,"DefaultExceptionHandler.java
"
2182,2182,boolean,"visitEnter(DependencyNode node)
",maven,"DefaultExceptionHandler.java
"
2183,2183,boolean,"visitLeave(DependencyNode node)
",maven,"DefaultExceptionHandler.java
"
2184,2184,void,"removeBannedDependencies(Collection<Artifact> artifacts)
",maven,"DefaultExceptionHandler.java
"
2185,2185,void,"startProcessChildren(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2186,2186,boolean,"isLegacyCoreArtifact(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2187,2187,void,"endProcessChildren(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2188,2188,void,"includeArtifact(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2189,2189,boolean,"isWagonProvider(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2190,2190,void,"manageArtifact(Artifact artifact, Artifact replacement)
",maven,"DefaultExceptionHandler.java
"
2191,2191,void,"omitForCycle(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2192,2192,void,"omitForNearer(Artifact omitted, Artifact kept)
",maven,"DefaultExceptionHandler.java
"
2193,2193,void,"restrictRange(Artifact artifact, Artifact replacement, VersionRange newRange)
",maven,"DefaultExceptionHandler.java
"
2194,2194,void,"selectVersionFromRange(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2195,2195,void,"testArtifact(Artifact node)
",maven,"DefaultExceptionHandler.java
"
2196,2196,void,"updateScope(Artifact artifact, String scope)
",maven,"DefaultExceptionHandler.java
"
2197,2197,void,"updateScopeCurrentPom(Artifact artifact, String ignoredScope)
",maven,"DefaultExceptionHandler.java
"
2198,2198,Collection<Parameter>,"getMissingParameters()
",maven,"DefaultExceptionHandler.java
"
2201,2201,void,"notify(String fieldName, Object value)
",maven,"DefaultExceptionHandler.java
"
2202,2202,void,"warnDeprecated(String fieldName, Object value)
",maven,"DefaultExceptionHandler.java
"
2203,2203,Object,"evaluateValue(String value)
",maven,"DefaultExceptionHandler.java
"
2205,2205,void,"validate(Artifact pluginArtfiact, PluginDescriptor pluginDescriptor, List<String> errors)
",maven,"DefaultExceptionHandler.java
"
2211,2211,PluginDescriptor,"extractPluginDescriptor(Artifact pluginArtifact, Plugin plugin) throws PluginDescriptorParsingException, InvalidPluginDescriptorException
",maven,"DefaultExceptionHandler.java
"
2212,2212,String,"getPluginDescriptorLocation()
",maven,"DefaultExceptionHandler.java
"
2213,2213,PluginDescriptor,"parsePluginDescriptor(InputStream is, Plugin plugin, String descriptorLocation) throws PluginDescriptorParsingException
",maven,"DefaultExceptionHandler.java
"
2217,2217,void,"createPluginRealm(PluginDescriptor pluginDescriptor, MavenSession session, ClassLoader parent, Map<String, ClassLoader> foreignImports, DependencyFilter filter) throws PluginResolutionException, PluginContainerException
",maven,"DefaultExceptionHandler.java
"
2218,2218,void,"discoverPluginComponents(final ClassRealm pluginRealm, Plugin plugin, PluginDescriptor pluginDescriptor) throws PluginContainerException
",maven,"DefaultExceptionHandler.java
"
2219,2219,List<org.eclipse.aether.artifact.Artifact>,"toAetherArtifacts(final List<Artifact> pluginArtifacts)
",maven,"DefaultExceptionHandler.java
"
2220,2220,List<Artifact>,"toMavenArtifacts(DependencyNode root, PreorderNodeListGenerator nlg)
",maven,"DefaultExceptionHandler.java
"
2221,2221,ClassLoader>,"calcImports(MavenProject project, ClassLoader parent, List<String> imports)
",maven,"DefaultExceptionHandler.java
"
2223,2223,void,"populatePluginFields(Object mojo, MojoDescriptor mojoDescriptor, ClassRealm pluginRealm, PlexusConfiguration configuration, ExpressionEvaluator expressionEvaluator) throws PluginConfigurationException
",maven,"DefaultExceptionHandler.java
"
2224,2224,void,"validateParameters(MojoDescriptor mojoDescriptor, PlexusConfiguration configuration, ExpressionEvaluator expressionEvaluator) throws ComponentConfigurationException, PluginParameterException
",maven,"DefaultExceptionHandler.java
"
2227,2227,List<Artifact>,"resolveExtensionArtifacts(Plugin extensionPlugin, List<RemoteRepository> repositories, RepositorySystemSession session) throws PluginResolutionException
",maven,"DefaultExceptionHandler.java
"
2236,2236,boolean,"selectDependency(Dependency dependency)
",maven,"DefaultExceptionHandler.java
"
2237,2237,DependencySelector,"deriveChildSelector(DependencyCollectionContext context)
",maven,"DefaultExceptionHandler.java
"
2248,2248,void,"info(CharSequence content)
",maven,"DefaultExceptionHandler.java
"
2251,2251,void,"warn(CharSequence content)
",maven,"DefaultExceptionHandler.java
"
2254,2254,void,"error(CharSequence content)
",maven,"DefaultExceptionHandler.java
"
2257,2257,boolean,"isDebugEnabled()
",maven,"DefaultExceptionHandler.java
"
2258,2258,boolean,"isInfoEnabled()
",maven,"DefaultExceptionHandler.java
"
2259,2259,boolean,"isWarnEnabled()
",maven,"DefaultExceptionHandler.java
"
2260,2260,boolean,"isErrorEnabled()
",maven,"DefaultExceptionHandler.java
"
2267,2267,void,"assertUniqueKey(Key key)
",maven,"DefaultExceptionHandler.java
"
2275,2275,String,"getBaseMessage()
",maven,"DefaultExceptionHandler.java
"
2302,2302,void,"setVersion(String version)
",maven,"DefaultExceptionHandler.java
"
2307,2307,void,"selectVersion(DefaultPluginVersionResult result, PluginVersionRequest request, Versions versions) throws PluginVersionResolutionException
",maven,"DefaultExceptionHandler.java
"
2309,2309,void,"mergeMetadata(RepositorySystemSession session, RequestTrace trace, Versions versions, org.eclipse.aether.metadata.Metadata metadata, ArtifactRepository repository)
",maven,"DefaultExceptionHandler.java
"
2314,2314,PluginVersionResult>,"getCache(SessionData data)
",maven,"DefaultExceptionHandler.java
"
2323,2323,Set<Artifact>,"resolveImpl(Collection<? extends MavenProject> projects, Collection<String> scopesToCollect, Collection<String> scopesToResolve, MavenSession session, Set<String> projectIds) throws ArtifactResolutionException, ArtifactNotFoundException
",maven,"DefaultExceptionHandler.java
"
2324,2324,Set<String>,"getIgnorableArtifacts(Collection<? extends MavenProject> projects)
",maven,"DefaultExceptionHandler.java
"
2326,2326,File,"getModuleFile()
",maven,"DefaultExceptionHandler.java
"
2327,2327,String,"getModuleName()
",maven,"DefaultExceptionHandler.java
"
2328,2328,void,"addExcludes(Set<String> excludes)
",maven,"DefaultExceptionHandler.java
"
2329,2329,void,"addCoreExcludes(Set<String> excludes)
",maven,"DefaultExceptionHandler.java
"
2330,2330,MojoFailureException,"getMojoFailureException()
",maven,"DefaultExceptionHandler.java
"
2331,2331,String,"getProjectId()
",maven,"DefaultExceptionHandler.java
"
2332,2332,Set<String>,"getExportedArtifacts()
",maven,"DefaultExceptionHandler.java
"
2333,2333,ClassLoader>,"getExportedPackages()
",maven,"DefaultExceptionHandler.java
"
2334,2334,ClassRealm,"getClassRealm()
",maven,"DefaultExceptionHandler.java
"
2337,2337,CoreExtensionEntry,"discoverFrom(ClassRealm loader)
",maven,"DefaultExceptionHandler.java
"
2341,2341,String,"getScope()
",maven,"DefaultExceptionHandler.java
"
2344,2344,void,"addScopeInternal(String scope)
",maven,"DefaultExceptionHandler.java
"
2345,2345,boolean,"include(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2346,2346,void,"addScopes(Collection<String> scopes)
",maven,"DefaultExceptionHandler.java
"
2347,2347,void,"addScope(String scope)
",maven,"DefaultExceptionHandler.java
"
2348,2348,Set<String>,"getScopes()
",maven,"DefaultExceptionHandler.java
"
2352,2352,List<String>,"getPatterns()
",maven,"DefaultExceptionHandler.java
"
