,OUT,SWUM,POSSE,STANFORD
1745,NM NM N,NM NM N,NM N N,NM N N
1746,NM NM N,NM NM N,N N N,N N N
1747,NM N,NM N,N N,N N
1748,NM N,NM N,N N,V N
1749,NM NM NM N,NM NM NM N,NM N N N,NM N N N
1750,NM NM N,NM NM N,N N N,N N N
1751,NM NPL N,NM NM N,NM N N,NM NPL N
1752,NM NM N,NM NM N,N N N,N N N
1753,NM NM N,NM NM N,NM N N,NM N N
1754,NM NM NM N,NM NM NM N,NM N N N,NM N N N
1755,NM N,NM N,N N,N N
1756,NM NM NM NM N,NM NM NM NM N,N N N N N,N N V N N
1757,NM NM N,NM NM N,N N N,N N N
1758,NM N,NM N,NM N,N N
1759,NM NM N,NM NM N,NM N N,NM N N
1760,NM NM N,NM NM N,NM N N,N N N
1761,NM NM N,NM NM N,NM N N,NM N N
1762,N,N,N,N
1763,NM N,NM N,N N,N N
1764,NM NM N,NM NM N,N N N,N N N
1765,NM N,NM N,NM N,NM N
1766,NM N,NM N,N N,N N
1767,NM NM N,NM NM N,N N N,N N N
1768,NM N,NM N,N N,N N
1769,NM NM N,NM NM N,N N N,N N N
1770,NM N,NM N,N N,N N
1771,N,N,N,N
1772,NM N,NM N,N N,N N
1773,N,N,N,N
1774,NM N,NM N,N N,N N
1775,NM NM N,NM NM N,N N N,N N N
1776,N,N,N,N
1777,N,N,NM,NM
1778,NM N,NM N,N N,N N
1779,NM N,NM N,N N,N N
1780,NM NM N,NM NM N,N N N,N N N
1781,NM NPL,NM N,N N,N NPL
1782,NM NPL,NM N,N N,V NPL
1783,NM NM NPL,NM NM N,N N N,N N NPL
1784,NM NPL N,NM NM N,N N N,N NPL N
1785,NM NPL,NM N,N N,V NPL
1786,NM NM N,NM NM N,N N N,N N N
1787,NM NM N,NM NM N,N N N,N N N
1788,NM NPL,NM N,N N,N NPL
1789,NM N,NM N,N N,N N
1790,NM NM N,NM NM N,NM N N,N N N
1791,NM N,NM N,NM N,N N
1792,N,N,N,N
1793,N,N,N,NM
1794,NM N,NM N,N N,N N
1795,DT N,NM N,N N,FAILURE FAILURE
1796,N NM VM V,NM NM DT N,FAILURE FAILURE FAILURE FAILURE,N N VM V
1797,NM NM N,NM NM N,N N N,N N N
1798,NM NM N,NM NM N,N NM N,N N N
1799,NM N,NM N,N N,N N
1800,NM N,NM N,NM N,N N
1801,N,N,N,N
1802,NM N,NM N,N N,N N
1803,NM N,NM N,N N,N N
1804,N VM NM N,NM DT NM N,FAILURE FAILURE FAILURE FAILURE,N VM VBN N
1805,NM NM N,NM NM N,NM N N,NM N N
1806,NM N,NM N,N N,N N
1807,NM N,NM N,NM N,NM N
1808,N NM VM V,NM NM DT N,FAILURE FAILURE FAILURE FAILURE,N N VM V
1809,N,N,N,N
1810,N,N,N,N
1811,N,N,N,NM
1812,N,N,N,N
1813,NM N,NM N,N N,N N
1814,NM N,NM N,N N,N N
1815,NM N,NM N,N N,N N
1816,NM N,NM N,N N,V N
1817,NM N,NM N,NM N,NM N
1818,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
1819,N,N,N,N
1820,NM NM N,NM NM N,N N N,N N N
1821,NM N,NM N,NM N,NM N
1822,DT N,NM N,N N,FAILURE FAILURE
1823,N,N,N,N
1824,NM N,NM N,N N,N N
1825,NM N,NM N,N N,N N
1826,NPL N,NM N,N N,NPL VBP
1827,DT N,NM N,N N,FAILURE FAILURE
1828,NM NM NM N,NM NM NM N,N N N N,N N N N
1829,NM N,NM N,N N,N N
1830,NM NM N,NM NM N,N NM N,N N N
1831,NM N,NM N,N N,N N
1832,NM N,NM N,N N,N N
1833,NM N,NM N,N N,N N
1834,NM P N,NM NM N,N P N,VM P N
1835,P N,NM N,P N,P N
1836,DT DT N,NM NM N,N NM N,FAILURE FAILURE FAILURE
1837,DT N,NM N,N N,FAILURE FAILURE
1838,NM N,NM N,N N,N N
1839,NM N,NM N,N N,N N
1840,NM N,NM N,N N,N N
1841,NM N,NM N,N N,VM N
1842,NM NM N,NM NM N,N N N,N N N
1843,NM N,NM N,N N,N N
1844,NM NM N,NM NM N,N N N,N N N
1845,NM N,NM N,N N,N N
1846,NM N,NM N,NM N,NM N
1847,NM NM N,NM NM N,N N N,N N N
1848,P N,NM N,P N,P N
1849,NM N,NM N,N N,N N
1850,NM P N,NM NM N,N N N,N P N
1851,DT DT DT N,NM NM NM N,NM N N N,FAILURE FAILURE FAILURE FAILURE
1852,NM N,NM N,N N,N N
1853,NM N,NM N,N N,N N
1854,NM N,NM N,NM N,N N
1855,NM D,NM N,N N,N D
1856,NM NPL,NM N,N N,N NPL
1857,N,N,N,N
1858,NM D,NM N,N N,N D
1859,DT NM N,DT NM N,NM NM N,DT NM N
1860,NM N,NM N,N N,N N
1861,NM NM N,NM NM N,N N N,N N N
1862,NM NM N,NM NM N,N N N,V N N
1863,NM N,NM N,N N,N N
1864,NM NM NM N,NM NM NM N,N N N N,N N N N
1865,NM N,NM N,N N,N N
1866,NM NM N,NM NM N,N N N,N N N
1867,NM N,NM N,N N,N N
1868,NM N,NM N,N N,N N
1869,DT N,NM N,N N,FAILURE FAILURE
1870,NM N,NM N,N N,N N
1871,NM N,NM N,N N,N N
1872,NM N,NM N,N N,N N
1873,NM N,NM N,N N,N N
1874,NM NM N,NM NM N,N N N,N N N
1875,N,N,NM,NM
1876,N,N,N,N
1877,DT N,NM N,N N,FAILURE FAILURE
1878,NM N,NM N,NM N,NM N
1879,DT N,NM N,N N,FAILURE FAILURE
1880,DT N,NM N,NM N,FAILURE FAILURE
1881,NM N,NM N,N N,N N
1882,VM NM N,DT NM N,FAILURE FAILURE FAILURE,VM VBN N
1883,NM NM N,NM NM N,N N N,N N N
1884,NM N,NM N,N N,N N
1885,NM N,NM N,N N,N N
1886,DT N,NM N,N N,FAILURE FAILURE
1887,NM NM NM N,NM NM NM N,N NM NM N,N N N N
1888,N,N,NM,NM
1889,NM N,NM N,NM N,N N
1890,N,N,N,N
1891,NM N,NM N,NM N,NM N
1892,NM N,NM N,N N,N N
1893,NM N,NM N,NM N,NM N
1894,N,N,N,N
1895,NM NM N,NM NM N,NM NM N,VBN NM N
1896,NM N,NM N,NM N,N N
1897,NM,N,NM,VBN
1898,N,N,N,N
1899,N,N,N,N
1900,NM N,NM N,NM N,N N
1901,N,N,N,N
1902,NM N,NM N,N N,N N
1903,N,N,N,N
1904,N,N,N,N
1905,NM N,NM N,N N,N N
1906,N P N,NM NM N,V P N,N P N
1907,NM N,NM N,N N,N N
1908,NM N,NM N,N N,VBN N
1909,N,N,N,VM
1910,N,N,N,N
1911,N,N,N,N
1912,NPL,N,V,NPL
1913,N P,NM N,V P,N P
1914,NM NM N,NM NM N,N N N,N N N
1915,NM N,NM N,N N,N N
1916,NM N,NM N,N N,N N
1917,NM N,NM N,N N,N N
1918,N,N,N,N
1919,N,N,V,V
1920,NM N,NM N,N N,N N
1921,N NM NM VM NM N,NM NM NM NM NM N,V N N P N N,N V N N N N
1922,N NM NM VM NM NM N,NM NM NM NM NM NM N,V N N P N NM N,N V N N N N N
1923,NM NM N,NM NM N,N N N,N N N
1924,N,N,NM,NM
1925,NM NM,NM N,N NM,P NM
1926,NM CJ,NM N,NM N,N P
1927,NM P CJ N,NM NM NM N,NM N N N,N P CJ N
1928,NM CJ,DT N,NM N,VM P
1929,NM P CJ N,DT NM NM N,NM N N N,VM P CJ N
1930,DT DT N,NM NM N,N N N,FAILURE FAILURE FAILURE
1931,DT DT DT N,NM NM NM N,N N N N,FAILURE FAILURE FAILURE FAILURE
1932,DT DT NM,NM NM N,N N NM,FAILURE FAILURE FAILURE
1933,DT DT N,NM NM N,N NM N,FAILURE FAILURE FAILURE
1934,DT DT DT DT N,NM NM NM NM N,N NM N N N,FAILURE FAILURE FAILURE FAILURE FAILURE
1935,DT NM N,NM DT N,N NM N,FAILURE FAILURE FAILURE
1936,DT NM DT DT N,NM DT NM NM N,N NM N N N,FAILURE FAILURE FAILURE FAILURE FAILURE
1937,N,N,FAILURE,FAILURE
1938,NM N,NM N,N N,N N
1939,NPL,N,V,NPL
1940,NM N,NM N,N V,P VBZ
1941,V P,NM N,V P,VBZ P
1942,P V P,NM NM N,FAILURE FAILURE FAILURE,P VBZ P
1943,NM P,NM N,V P,NPL P
1944,N NPL P,NM NM N,FAILURE FAILURE FAILURE,N NPL P
1945,N,N,N,N
1946,DT N,NM N,N N,FAILURE FAILURE
1947,N,N,N,N
1948,NM N,NM N,NM N,P VBP
1949,NM N,NM N,N N,N N
1950,NM NM,NM N,N NM,N NM
1951,NM N,NM N,N N,N N
1952,NM N,NM N,N N,N N
1953,NM N,NM N,N N,N N
1954,NM N,NM N,N N,N N
1955,NM NM N,NM NM N,N N N,N V N
1956,NM NM,NM N,N NM,N NM
1957,NM N,NM N,N V,N VBZ
1958,NM N,NM N,N V,N VBZ
1959,N V P,NM NM N,FAILURE FAILURE FAILURE,N VBZ P
1960,N V P,NM NM N,FAILURE FAILURE FAILURE,N VBZ P
1961,N NPL P,NM NM N,FAILURE FAILURE FAILURE,N NPL P
1962,N NPL N,NM NM N,FAILURE FAILURE FAILURE,N NPL N
1963,NM N,NM N,NM N,N N
1964,VM,N,V,VBN
1965,NM N,NM N,NM N,N N
1966,NM NM NM NM N,NM NM NM NM N,NM N N N N,N N N N N
1967,NM N,NM N,NM N,N N
1968,P N,NM N,P N,P N
1969,N,N,N,N
1970,NM N,NM N,N N,N N
1971,NM CJ NM N,NM NM NM N,N N N N,N CJ N N
1972,NM NM N,NM NM N,N N N,N N N
1973,NM N,NM N,N N,VBN N
1974,NM N,NM N,NM N,N N
1975,N,N,N,N
1976,NM N,NM N,N N,N N
1977,NM N,NM N,NM N,NM N
1978,NM N,NM N,NM N,N N
1979,NM N,NM N,N N,V N
1980,N,N,NM,NM
1981,NM N,NM N,NM N,NM N
1982,NM N,NM N,NM N,VBN N
1983,NM N,NM N,NM N,NM N
1984,N,N,N,N
1985,NM N,NM N,N N,N N
1986,N,N,N,N
1987,N,N,N,N
1988,N,N,N,N
1989,NM N,NM N,N N,N N
1990,N,N,N,N
1991,NM NM,NM N,N NM,N N
1992,NM NM,NM N,N NM,N N
1993,NM NM NM,NM NM N,NM N NM,N N N
1994,NPL NM,NM N,N NM,NPL NM
1995,NPL NM NM,NM NM N,N N NM,NPL VBP NM
1996,NM NPL NM NM,NM NM NM N,N N N NM,VBN NPL N N
1997,NM NPL NM NM,NM NM NM N,NM N N NM,NM NPL N N
1998,NM N,NM N,N N,N V
1999,DT DT N,NM NM N,N N N,FAILURE FAILURE FAILURE
2000,NM NM N,NM NM N,NM N N,NM N V
2001,NM NM N,NM NM N,NM N N,N N V
2002,N,N,N,N
2003,NM N,NM N,NM N,NM N
2004,NM N,NM N,N V,N N
2005,DT N,NM N,N V,FAILURE FAILURE
2006,NM N,NM N,N V,N N
2007,NPL N,NM N,N N,NPL N
2008,NPL,N,N,NPL
2009,DT N,NM N,N N,FAILURE FAILURE
2010,NM NPL,NM N,N N,V NPL
2011,NM N,NM N,N N,N N
2012,NM N,NM N,N N,N N
2013,NM NM N,NM NM N,N N N,N N N
2014,NPL NM N,NM NM N,N N N,NPL V N
2015,NM NM N,NM NM N,N N N,N N N
2016,NM NM N,NM NM N,N NM N,N N N
2017,NM N,NM N,N N,V N
2018,NM N,NM N,N N,N N
2019,DT N,NM N,N N,FAILURE FAILURE
2020,NM N,NM N,NM N,N N
2021,NM N,NM N,N N,N N
2022,N,N,N,V
2023,NM N,NM N,NM N,N N
2024,NM N,NM N,N N,VM N
2025,VM N,PR N,P N,N N
2026,NM NPL,NM N,NM N,NM VM
2027,NM N,NM N,N N,N N
2028,NM N,NM N,NM N,N N
2029,N,N,N,N
2030,NM N,NM N,N N,V N
2031,DT N,NM N,FAILURE FAILURE,DT N
2032,NM,FAILURE,N,N
2033,DT N,NM N,FAILURE FAILURE,DT N
2034,DT NM D,NM NM N,FAILURE FAILURE FAILURE,DT N D
2035,N,N,N,N
2036,NPL,N,N,NPL
2037,N,N,N,N
2038,N,N,N,N
2039,NPL,N,N,NPL
2040,NM,N,NM,N
2041,NM N,NM N,N N,N N
2042,N,N,N,N
2043,NM N,NM N,N N,N N
2044,NM NM N,NM NM N,N N N,N N N
2045,NM N,NM N,N N,N N
2046,NM N,NM N,N N,N N
2047,NM N,NM N,N N,N N
2048,NM NM N,NM NM N,N N N,N N N
2049,NM NM NM N,NM NM NM N,N N N N,N N N N
2050,NM N,NM N,N N,N N
2051,NM N,NM N,N N,N N
2052,NM N,NM N,N N,N N
2053,NM N,NM N,N N,N N
2054,N,N,N,VM
2055,NM N,NM N,N N,N N
2056,N,N,N,N
2057,NM N,NM N,N N,N N
2058,NM N,NM N,N N,NM N
2059,NM N,NM N,N N,N N
2060,NM N,NM N,N N,N N
2061,NM N,NM N,N N,N N
2062,NM N,NM N,N N,N N
2063,NM N,NM N,N N,N N
2064,NM N,NM N,N N,N N
2065,NM N,NM N,N N,N N
2066,NM N,NM N,N N,N N
2067,NM N,NM N,N N,N N
2068,NM N,NM N,NM N,N N
2069,NM N,NM N,NM N,N N
2070,NM NM N,NM NM N,N N N,N NM N
2071,N,N,N,N
2072,NM N,DT N,NM N,NM N
2073,N,N,N,NM
2074,NM N,NM N,NM N,N N
2075,NM N,FAILURE FAILURE,N N,N N
2076,NM N,NM N,N N,N N
2077,N,N,N,N
2078,NM N,NM N,N N,N N
2079,NM NM NM N,NM NM NM N,N NM N N,V N N N
2080,NM NM NM N,NM NM NM N,N N N N,V N N N
2081,NM NM NM N,NM NM NM N,NM N N N,NM N N N
2082,N,N,V,N
2083,N,N,V,V
2084,N,N,NM,NM
2085,NM N,NM N,N N,N N
2086,NM N,NM N,N N,N N
2087,N,DT,N,N
2088,NM CJ,NM N,NM N,NM P
2089,UNK,UNK,UNK,UNK
2090,NM NM N,NM NM N,N N N,N N N
2091,NM NM NM N,NM NM NM N,N N N N,N N N N
2092,N,N,N,N
2093,NM N,NM N,N N,N N
2094,N,N,V,N
2095,V,N,N,VBN
2096,N,N,N,N
2097,N,N,N,N
2098,NM N,NM N,NM N,N N
2099,NM N,NM N,NM N,N N
2100,NM,FAILURE,N,N
2101,N,N,N,N
2102,N,N,V,V
2103,N,N,N,N
2104,N,N,N,VM
2105,NM N,NM N,N N,N N
2106,NM N,NM N,N N,N N
2107,NM,FAILURE,N,N
2108,NM D,NM N,N N,N D
2109,NM,FAILURE,N,N
2110,NM,FAILURE,N,N
2111,NM,FAILURE,N,N
2112,NM N,NM N,N N,N N
2113,NM N,NM N,N N,N N
2114,N,N,N,V
2115,N,N,N,N
2116,NM NM N,NM NM N,N N N,N N N
2117,NM P,NM N,FAILURE FAILURE,VBN P
2118,NM NM N,NM NM N,NM N N,NM N N
2119,NM NM,NM N,FAILURE FAILURE,VBN NM
2120,NM NM CJ,NM DT N,NM NM N,VBN VM P
2121,NM NM CJ,NM NM N,NM NM N,N N P
2122,NM NM P CJ N,NM NM NM NM N,NM NM N N N,N N P CJ N
2123,NM NM P CJ N,NM DT NM NM N,NM NM N N N,VBN VM P CJ N
2124,NM NM N,NM NM N,NM N N,N N N
2125,NM N,NM N,N N,N N
2126,NM N,NM N,N V,N VBZ
2127,NM P,NM N,FAILURE FAILURE,VBN P
2128,V NM N,NM NM N,N NM N,VBZ N N
2129,V N,NM N,N N,VBZ N
2130,V N,NM N,N N,VBZ N
2131,V DT N,NM DT N,N P N,VBZ DT N
2132,V NM CJ NM N,NM NM NM NM N,N NM N N N,VBZ N CJ N N
2133,NM NM N,NM NM N,N NM N,N N N
2134,NM NM,NM N,N NM,N NM
2135,NM N,NM N,N V,N VBZ
2136,NM N,NM N,N V,N N
2137,NM NM N,NM NM N,NM N V,N V N
2138,NM NM NM NM N,NM NM NM NM N,NM N N N N,N N V N N
2139,NM NM NM N,NM NM NM N,NM N N N,N N N N
2140,N NM NM,NM NM N,V N P,N N N
2141,N NM NM,NM NM N,V N NM,N N NM
2142,NM NM D NM,NM NM NM N,NM N N NM,N N D NM
2143,NM NM D NPL,NM NM NM N,NM N N V,N N D NPL
2144,N NM V P,NM NM NM N,V N N P,N N VBZ P
2145,N NM NM NM NM,NM NM NM NM N,V N NM N P,N N N N N
2146,N NM NPL NM,NM NM NM N,V N N P,N N NPL N
2147,N NM D NPL P,NM NM NM NM N,V N NM N P,N N D NPL P
2148,NM NM N,NM NM N,NM N N,N N N
2149,NM NM NM N,NM NM NM N,NM N NM N,N N N N
2150,NM NM NM NM N,NM NM NM NM N,NM N NM N N,N N N N N
2151,NM NM N,NM NM N,NM N N,N N N
2152,NM NM N,NM NM N,NM N N,N N N
2153,NM NM N,NM NM N,NM N N,N N N
2154,NM NM N,NM NM N,NM N N,N N N
2155,NM NM N,NM NM N,NM N N,N N N
2156,NM N,NM N,N N,N N
2157,NM N,NM N,N N,N N
2158,NM N,NM N,N N,V N
2159,NM N,NM N,N N,V N
2160,DT DT N,NM NM N,N N N,FAILURE FAILURE FAILURE
2161,DT DT N,NM NM N,N N N,FAILURE FAILURE FAILURE
2162,DT N,NM N,N N,FAILURE FAILURE
2163,NM NM N,NM NM N,N N N,N N N
2164,NM NM NM N,NM NM NM N,N N N N,V N N N
2165,NM N,NM N,NM N,N N
2166,NM N,NM N,NM N,N N
2167,NM N,NM N,NM N,NM N
2168,NM P D N,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,D P D N
2169,NM P NM N,DT NM DT N,FAILURE FAILURE FAILURE FAILURE,NM P NM N
2170,NM N,NM N,N N,N N
2171,NM NM N,NM NM N,NM N N,N N N
2172,NM P D N,DT NM NM N,FAILURE FAILURE FAILURE FAILURE,NM P D N
2173,NM P D N,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,D P D N
2174,NM P NM N,DT NM DT N,FAILURE FAILURE FAILURE FAILURE,NM P NM N
2175,VM V,DT N,FAILURE FAILURE,VM VBN
2176,N,N,N,N
2177,NM N,NM N,NM N,N N
2178,NM N,NM N,N N,N N
2179,NM NM NM N,NM NM NM N,N NM N N,N N N N
2180,NM NM NM N,NM NM NM N,N N N N,V N V N
2181,NM N,NM N,N N,V N
2182,NM NM N,NM NM N,N N N,V N N
2183,NM N,NM N,NM N,N N
2184,NM N,NM N,N N,N N
2185,NM N,NM N,N N,V N
2186,NM NM N,NM NM N,N N N,V N N
2187,NM N,NM N,N N,N N
2188,DT N,NM N,N N,FAILURE FAILURE
2189,NM NM N,NM NM N,NM N N,N N N
2190,NM NM N,NM NM N,NM N N,N N N
2191,DT DT N,NM NM N,N N N,FAILURE FAILURE FAILURE
2192,NM NM NM N,NM NM NM N,NM N N N,NM N N N
2193,NM NM N,NM NM N,NM NM N,N N N
2194,NM NM NM NM NM N,NM NM NM NM NM N,NM N N N N N,NM N N N N N
2195,NM NM NM N,NM NM NM N,NM NM N N,NM N N N
2196,NM NM N,NM NM N,NM N N,NM N N
2197,NM NM NM N,NM NM NM N,NM NM N N,NM N N N
2198,NM N,NM N,N N,N N
2199,NM N,NM N,N N,V N
2200,NM N,NM N,N N,N N
2201,NM N,NM N,N N,N N
2202,NM N,NM N,NM N,N N
2203,NM N,NM N,N N,N N
2204,NM NM N,NM NM N,N N N,N N N
2205,NM NM N,NM NM N,N N N,N N N
2206,NM N,NM N,N N,N N
2207,NM NM N,NM NM N,NM N N,N N N
2208,NM NM N,NM NM N,NM N N,N N N
2209,NM NM NM N,NM NM NM N,NM NM N N,N N N N
2210,N DT P D N,NM DT NM NM N,V N P NM N,VM NM P D N
2211,N D P D N,NM NM NM NM N,V N P NM N,VM D P D N
2212,N D P D N,NM NM NM NM N,V N P NM N,N D P D N
2213,N DT P D N,NM DT NM NM N,V N P NM N,N NM P D N
2214,NM N,NM N,NM N,NM N
2215,NM P NM N,DT NM DT N,FAILURE FAILURE FAILURE FAILURE,NM P NM N
2216,NM NM N,DT NM N,P NM N,NM N N
2217,N,N,N,N
2218,N,N,N,N
2219,NM NPL,NM N,N N,N NPL
2220,NPL,N,N,NPL
2221,DT N,NM N,N N,FAILURE FAILURE
2222,DT N,NM N,N N,FAILURE FAILURE
2223,NM NM N,NM NM N,NM NM N,NM N N
2224,N,N,N,N
2225,NPL,N,N,NPL
2226,NM N,NM N,N N,N N
2227,NM NM N,NM NM N,N N N,N N N
2228,NM N,NM N,N N,N N
2229,NM NPL,NM N,N N,N NPL
2230,NM NM NM N,NM NM NM N,NM N N N,N N N N
2231,NM N,NM N,N N,N N
2232,NM N,NM N,N N,N N
2233,NM NM N,NM NM N,N N N,N N N
2234,NM NM N,NM NM N,N N N,N N N
2235,NM N,NM N,N N,NM N
2236,NM N,NM N,N N,N N
2237,NM N,NM N,N N,N N
2238,NM N,NM N,N N,N N
2239,NM NM NM N,NM NM NM N,N NM N N,N N N N
2240,NM N,NM N,N N,N N
2241,NM NM N,NM NM N,N N N,N N N
2242,DT DT N,NM NM N,FAILURE FAILURE FAILURE,FAILURE FAILURE FAILURE
2243,NM P N,NM NM N,V P N,NPL P N
2244,NM NM N,NM NM N,N N N,N N N
2245,NM N,NM N,N N,N N
2246,NM N,NM N,NM N,NM N
2247,NM NM NM N,NM NM NM N,N N N N,N N N N
2248,NM N,NM N,N N,N N
2249,DT N,NM N,N N,FAILURE FAILURE
2250,NM N,NM N,N N,N N
2251,NM NM N,NM NM N,N N N,N N N
2252,NM NM N,NM NM N,NM N N,N N N
2253,NM NM NPL,NM NM N,NM N N,N N NPL
2254,NM NM N,NM NM N,NM N N,N N N
2255,NM NM N,NM NM N,NM N N,N N N
2256,NM NM N,NM NM N,NM N N,N N N
2257,NM NM N,NM NM N,NM N N,N N N
2258,NM NM N,NM NM N,NM N N,N N N
2259,NM NM NM N,NM NM NM N,NM N N N,N N N N
2260,NM NM NPL,NM NM N,NM N N,N N NPL
2261,NM NM N,NM NM N,NM N N,N N N
2262,NM NM N,NM NM N,NM N N,NM N N
2263,NM NM N,NM NM N,N N N,N N N
2264,DT N,NM N,N N,FAILURE FAILURE
2265,N,N,N,N
2266,NM N,NM N,N N,N N
2267,NM NM N,NM NM N,N NM N,N N N
2268,N,N,N,N
2269,NM NM N,NM NM N,N NM N,N N N
2270,NM N,NM N,NM N,N N
2271,NM N,NM N,N N,N N
2272,NM N,NM N,N N,N N
2273,NM N,NM N,N N,N N
2274,NM N,NM N,N N,N N
2275,N,N,N,N
2276,N,N,N,N
2277,NM N,NM N,N N,N N
2278,NM NM N,NM NM N,NM N N,NM N N
2279,NM NM N,NM NM N,NM N N,NM N N
2280,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
2281,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
2282,DT N,NM N,NM N,FAILURE FAILURE
2283,NM VM NM N,NM DT NM N,FAILURE FAILURE FAILURE FAILURE,V VM NM N
2284,NM NM N,NM NM N,N N N,N N VBG
2285,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
2286,NM N,NM N,N N,N N
2287,NM N,NM N,N N,N N
2288,NM NM N,NM NM N,NM N N,N N N
2289,NM NPL,NM N,N N,N NPL
2290,NM N,NM N,N N,N N
2291,NM N,NM N,N N,N N
2292,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
2293,NM NM NM N,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,NM NM N N
2294,NM N,NM N,N N,N N
2295,N,N,N,N
2296,NM N,NM N,N N,N N
2297,NM N,NM N,NM N,N N
2298,NM NM N,NM NM N,NM N N,N N N
2299,NM NM NM N,NM NM NM N,NM NM N N,N N N N
2300,NM NM N,NM NM N,NM NM N,N NM N
2301,NM N,NM N,N N,N N
2302,NM NM N,NM NM N,N N N,V N N
2303,NM NM N,NM NM N,N N N,N N N
2304,NM N,NM N,NM N,NM N
2305,NM N,NM N,NM N,NM N
2306,NM N,NM N,N N,N N
2307,NM N,NM N,N N,N N
2308,NM N,NM N,N N,V N
2309,NM NM N,NM NM N,NM NM N,N VBD N
2310,NM NM N,NM NM N,N N N,N N N
2311,NM NM N,NM NM N,N NM N,NM NM N
2312,DT N,NM N,NM N,FAILURE FAILURE
2313,NM NM N,NM NM N,NM N N,N N N
2314,NM NM N,NM NM N,NM N N,N N N
2315,NM N,NM N,N N,N N
2316,N P N,NM NM N,FAILURE FAILURE FAILURE,N P N
2317,NM N,NM N,N N,N N
2318,NM N,NM N,N N,N N
2319,NM N,NM N,N N,N N
2320,NM N,NM N,NM N,V N
2321,NM NM N,NM NM N,N N N,N N N
2322,NM N,NM N,N N,N N
2323,NM N,NM N,N N,N N
2324,NM N,NM N,N N,N N
2325,N,N,N,N
2326,NM N,NM N,NM N,NM N
2327,NM N,NM N,N N,N N
2328,NM N,NM N,N N,N N
2329,NM N,NM N,N N,N N
2330,NM N,NM N,N N,V N
2331,NM N,NM N,N N,V N
2332,NM N,NM N,N N,N N
2333,NM N,NM N,N N,N N
2334,NM NM CJ N,NM NM NM N,NM N N N,NM N CJ N
2335,NM N,NM N,N N,N N
2336,NM N,NM N,N N,N N
2337,NM N,NM N,N N,N N
2338,NM N,NM N,NM N,N N
2339,NM N,NM N,N N,V N
2340,NM N,NM N,N N,V N
2341,NM N,NM N,N N,N N
2342,NM NM N,NM NM N,NM N N,N N N
2343,NM NM N,NM NM N,N NM N,N N N
2344,NM NM NM N,NM NM NM N,N NM N N,N N N N
2345,NM V NM N,NM NM NM N,N NM N N,V VM N N
2346,V NM N,NM NM N,V NM NM,V NM VM
2347,NM NM N,NM NM N,N N NM,N N VM
2348,N NM P NM P,NM NM NM NM N,V N P N P,N N P N P
2349,NM NM NPL,NM NM N,N NM N,N N NPL
2350,NM NM NPL,NM NM N,N NM N,N N NPL
2351,DT N,NM N,N N,FAILURE FAILURE
2352,NM N,NM N,N N,V N
2353,NM N,NM N,N N,V N
2354,NM N,NM N,N N,N N
2355,NM N,NM N,N N,V N
2356,NM N,NM N,N N,V N
2357,NM NM NM N,NM NM NM N,NM N N N,N N N N
2358,DT N,NM N,NM N,FAILURE FAILURE
2359,N VM DT N,NM DT DT N,FAILURE FAILURE FAILURE FAILURE,N VM DT N
2360,NM N,NM N,NM N,NM N
2361,N,N,N,N
2362,N,N,N,N
2363,N NM VM V,NM NM DT N,FAILURE FAILURE FAILURE FAILURE,N N VM V
2364,N NM VM NM,NM NM DT N,FAILURE FAILURE FAILURE FAILURE,N N VM NM
2365,N NM VM V,NM NM DT N,FAILURE FAILURE FAILURE FAILURE,N N VM V
2366,NM NPL V,NM NM N,NM N V,NM NPL VBD
2367,NM N,NM N,NM N,NM N
2368,NM NM N,NM NM N,NM N N,NM NM N
2369,NM NM N,NM NM N,NM N N,NM N N
2370,NM N,NM N,N N,VBN N
2371,N N,NM N,FAILURE FAILURE,N N
2372,NM NM NM N,NM DT NM N,FAILURE FAILURE FAILURE FAILURE,VM NM N N
2373,NM NM NM N,NM DT NM N,FAILURE FAILURE FAILURE FAILURE,VM NM N N
2374,N NM NM N,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N N N
2375,NM N,NM N,N V,N N
2376,NM N,NM N,NM N,NM N
2377,NM V,NM N,N V,N VBD
2378,N NM VM V,NM NM DT N,FAILURE FAILURE FAILURE FAILURE,N N VM V
2379,N VM V,NM DT N,FAILURE FAILURE FAILURE,N VM VBD
2380,DT N,NM N,FAILURE FAILURE,FAILURE FAILURE
2381,NM N,NM N,N N,N N
2382,NM N,NM N,N N,N N
2383,NM NM N,NM NM N,NM N N,NM N V
2384,NM NM N,NM NM N,NM N N,NM N V
2385,NM NM N,NM NM N,NM NM N,NM NM N
2386,NM N,NM N,N N,N N
2387,NM N,NM N,N N,N N
2388,NM N,NM N,N N,V N
2389,NM N,NM N,NM N,N N
2390,NM NM N,NM NM N,N N N,N N N
