,OUT,SWUM,POSSE,STANFORD
1404,P N,P N,P N,P N
1405,P N,P N,P N,P N
1406,P N,P N,P N,P N
1407,P N,P N,P N,P N
1408,NM N,NM N,NM N,NM N
1409,NM NM N,NM NM N,NM N V,NM N N
1410,P N,P N,P N,P N
1411,NM NM NM N,NM NM NM N,NM N N N,NM N N N
1412,V N,V N,V N,VBP N
1413,NPL N,NM N,N V,NPL VBZ
1414,NPL NM N,NM NM N,N N V,NPL N N
1415,NM NM N,NM NM N,N N V,VBD N N
1416,NM N,NM N,N V,N VBZ
1417,NM N,NM N,N V,N VBZ
1418,V N,V N,V N,VBP N
1419,V N,V N,V N,VBP N
1420,NM N,NM N,N N,N N
1421,V NM N,V NM N,V N N,VBP N N
1422,V N,V V,V N,VBP N
1423,V N,V N,V N,VBP N
1424,V N,V N,V N,VBP N
1425,V N N,V DT N,V P N,VBP N N
1426,V NM NPL,V NM N,V NM N,VBP VBN NPL
1427,V NM NPL,V NM N,V NM N,VBP NM NPL
1428,V NM N,V NM N,V NM N,VBP N N
1429,NM NM N,NM NM N,N N V,N N N
1430,NM NM N,NM NM N,N N V,N N N
1431,V N P N,V N P N,V N P N,VBP N P V
1432,V NM N,V NM N,V NM N,VBP N N
1433,V NPL P NPL,V N P N,V N P N,VBP NPL P NPL
1434,V NM N,V NM N,V N N,VBP N N
1435,V NM NPL,V NM N,V N N,VBP VBN NPL
1436,V V NM N,V NM NM N,FAILURE FAILURE FAILURE FAILURE,VBP VM N N
1437,V N P NM N,V N P NM N,V N P N N,VBP N P N N
1438,V N V NM N,V N P NM N,V N P N N,VBP N N N N
1439,NM N,V N,V N,N N
1440,V N N,V NM N,V V N,VBZ N N
1441,V NM N,V NM N,V N N,VBP N N
1442,V NPL P NM N,V N P NM N,V N P N N,VBP NPL P N N
1443,V N,V N,V N,VBP N
1444,V N,V N,V N,VBP N
1445,V N,V N,V N,VBD N
1446,V NM NM NPL,V NM NM N,FAILURE FAILURE FAILURE FAILURE,VBD N N NPL
1447,V NM NM NPL,V NM NM N,FAILURE FAILURE FAILURE FAILURE,VBP N N NPL
1448,V NM NM N,V NM NM N,V N N N,VBP N N N
1449,V NM NM N,V NM NM N,V N N N,VBD N N N
1450,V N,V N,V N,VBP N
1451,V NM N,V NM N,V N N,VBP N N
1452,V NM N,V NM N,V N N,VBP N N
1453,V V,V V,V V,V V
1454,V NM N,V NM N,V N N,VBP V V
1455,V NM N,V NM N,V NM N,VBZ N N
1456,V NPL,V N,V N,VBP NPL
1457,V NM NPL,V NM N,V NM N,VBP NM NPL
1458,P NM N,NM NM N,P N N,P N N
1459,P NM NM N,NM NM NM N,P N N N,P N N N
1460,P NM NM N,NM NM NM N,P N N N,P N N N
1461,P NM NM N,NM NM NM N,P N N N,P N N N
1462,V NM N,V NM N,V N N,VBP N N
1463,V N,V N,V N,VBP N
1464,V NM N,V NM N,V N N,VBP N N
1465,V NM NM NM NPL,V NM NM NM N,V NM NM N N,VBP VBN NM N NPL
1466,V NM NM NM NPL,V NM NM NM N,V NM NM N N,VBP NM NM N NPL
1467,V NM NM NM NPL,V NM NM NM N,V NM NM N N,VBP VBN NM N NPL
1468,V NM NM NM NPL,V NM NM NM N,V NM NM N N,VBP NM NM N NPL
1469,V NM N,V NM N,V NM N,VBP N N
1470,V NM NPL,V NM N,V N N,VBP VBN NPL
1471,V NM NPL,V NM N,V NM N,VBP NM NPL
1472,V NM NPL,V NM N,V NM N,VBP NM NPL
1473,V NM N,V NM N,V NM N,VBP N N
1474,V NM N,V NM N,V NM N,VBP N N
1475,V NM N,V NM N,V NM N,VBP N N
1476,V NM N,V NM N,V NM N,VBP N N
1477,V NM,V N,V NM,VBZ NM
1478,V NM N,V NM N,V N N,VBP N N
1479,V N,V N,V N,VBP N
1480,V NM N,V NM N,V N N,VBP N N
1481,V NM N,V NM N,V N N,VBP N N
1482,V NM N,V NM N,V N N,VBP NM N
1483,NM P N,FAILURE FAILURE FAILURE,V P N,VBP P N
1484,NM P NM NM DT NM N,FAILURE FAILURE FAILURE FAILURE FAILURE FAILURE FAILURE,V P N N NM N N,VBP P N N N N N
1485,V N V,NM N P,V N V,VBP N VBD
1486,N V,N P,N V,N VBD
1487,N V,N P,N V,N VBD
1488,N V,N P,N V,VBP VBN
1489,N V,N P,N V,VBP VBN
1490,N V,N P,N V,VBP VBN
1491,N V,N P,N V,N VBD
1492,N V,N P,N V,N N
1493,N V,N P,N V,VBP VBN
1494,N V,N P,N V,VBP VBN
1495,N V,N P,N V,N VBD
1496,N V,N P,N V,N VBD
1497,N V,N P,N V,N VBD
1498,N V,N P,N V,N VBD
1499,NM N V,NM N P,NM N V,VBD N VBD
1500,NM N V,NM N P,NM N V,VBD N N
1501,NM N V,NM N P,NM N V,VBD N N
1502,V,V,V,VBP
1503,V NM N,V NM N,V NM N,VBP N N
1504,V NM NM N,V NM NM N,V NM N N,VBP NM NM N
1505,V NPL,V N,V N,VBP NPL
1506,V NM NPL,V NM N,V N N,VBP N NPL
1507,V NM NPL,V NM N,V N N,VBP N NPL
1508,V NM NM N,V NM NM N,V N N N,VBP N N N
1509,V N,V N,V N,VBZ N
1510,V N P,V N NM,V N P,VBP V P
1511,V NM N,V NM N,V N N,VBP N N
1512,V NM N,V NM N,V N N,VBZ N N
1513,V NM NPL,V NM N,V NM N,VBP NM NPL
1514,V NM NPL,V NM N,V NM N,VBP NM NPL
1515,V NM N,V NM N,V N N,VBP N N
1516,V NM N,V NM N,V N N,VBP NM N
1517,V NM NM NPL,V NM NM N,V N N N,VBD N N NPL
1518,V NM NM N,V NM NM N,V N N N,VBD N N N
1519,V NM NPL,V NM N,V NM N,VBP NM NPL
1520,V NM N,V NM N,V N N,VBP N N
1521,V NM N,V NM N,V N N,VBP N N
1522,V NM NPL,V NM N,V N N,VBZ N NPL
1523,V DT NM NPL,V DT NM N,V NM N N,VBZ DT N NPL
1524,V NM NM N,V NM NM N,V NM N N,VBP N N N
1525,V NM,V N,V NM,VBZ NM
1526,V NM N,V NM N,V NM N,VBP N N
1527,V NM NPL,V NM N,V N N,VBP N NPL
1528,V NPL,V N,V N,VBP NPL
1529,V NM NM N,V NM NM N,V NM N N,VBD N N N
1530,V NM NPL,V NM N,V N N,VBD N NPL
1531,V NM NPL,V NM N,V N N,VBD N NPL
1532,V NM NM N,V NM NM N,V N N N,VBD N N N
1533,V NM NPL,V NM N,V NM N,VBP NM NPL
1534,V NM NPL,V NM N,V N N,VBD VBN NPL
1535,V N,V N,V N,VBP V
1536,V N P,V N P,V N P,VBD N P
1537,V NM N,V NM N,V N N,VBP N N
1538,V NM N,V NM N,V NM N,VBP NM N
1539,V NM N,V NM N,V NM N,VBP NM N
1540,V NM NPL,V NM N,V NM N,VBP NM NPL
1541,V NM NPL,V NM N,V NM N,VBP NM NPL
1542,V NM N,V NM N,V N N,VBD N N
1543,V N,V N,V N,VBP N
1544,V NM N,V NM N,V N N,VBP N N
1545,V NM N,V NM N,V NM N,VBD N N
1546,V NM N,V NM N,V N N,VBD N N
1547,V NM N,V NM N,V N N,VBD N N
1548,V NM NPL,V NM N,V N N,VBP N NPL
1549,V DT NM NPL,V DT NM N,V NM N N,VBD DT N NPL
1550,V NM NM N,V NM NM N,V NM N N,VBD N N N
1551,V N,V N,V N,VBP N
1552,V N,V N,V N,VBP N
1553,V N,V N,V N,VBP N
1554,V NPL,V N,V N,VBD NPL
1555,V NM N,V NM N,V N N,VBP N N
1556,V NM NPL,V NM N,V N N,VBP N NPL
1557,V NM,V N,V NM,VBP NM
1558,V NM NM,V NM N,V N NM,VBZ N NM
1559,V NM N,V NM N,V N N,VBP N NM
1560,V NM NPL N,V NM NM N,V N N N,VBP N NPL VBP
1561,V NM NPL N,V NM NM N,V N N N,VBP N NPL VBP
1562,V NM NM N,V NM NM N,V NM N N,VBP N N N
1563,V NM NM N,V NM NM N,V NM N N,VBD N N N
1564,V NM NPL N,V NM NM N,V N N N,VBP N NPL VBP
1565,V NM NPL N,V NM NM N,V N N N,VBP N NPL VBP
1566,V NM NM N,V NM NM N,V NM N N,VBP N N N
1567,V NM NM N,V NM NM N,V NM N N,VBD N N N
1568,V NM N,V NM N,V NM N,VBP N N
1569,V NM NM N,V NM NM N,V N N N,VBP N N N
1570,V NM NM NPL,V NM NM N,V N N N,VBP N N NPL
1571,V NM NM N,V NM NM N,V N N N,VBP N N N
1572,V N,V N,V N,VBP N
1573,V NM N,V NM N,V N N,VBP N N
1574,V NM N,V NM N,V N N,VBD N N
1575,V NM N,V NM N,V N N,VBP N N
1576,V NM N,V NM N,V N N,VBD N N
1577,V N P N,V N P N,V N P N,VBD N P N
1578,V N P N,V N P N,V N P N,VBP N P N
1579,V NM N,V NM N,V N N,VBP N N
1580,V NM N,V NM N,V N N,VBD N N
1581,V NM NM N,V NM NM N,V N N N,VBZ N N N
1582,V NM NM N,V NM NM N,V N N N,VBD N N N
1583,V NM VM N,V NM DT N,FAILURE FAILURE FAILURE FAILURE,VBZ N VM VBN
1584,V NM VM N,V NM DT N,FAILURE FAILURE FAILURE FAILURE,VBP N VM VBN
1585,V NM NM NM N,V NM NM NM N,V N N NM N,VBZ N N N N
1586,V NM NM NM N,V NM NM NM N,V N N NM N,VBP N N N N
1587,V NM N,V NM N,V N N,VBD N N
1588,V NM N,V NM N,V N N,VBP N N
1589,V NPL,V N,V N,VBP NPL
1590,V NPL,V N,V N,VBD NPL
1591,V NM NM NM N,V NM NM NM N,V N N N N,VBD N N N N
1592,V NM NM NM N,V NM NM NM N,V N N N N,VBP N N N N
1593,V NM NM N,V NM NM N,V N N N,VBD N N N
1594,V NM NM N,V NM NM N,V N N N,VBP N N N
1595,V N,V N,V N,VBP N
1596,V,V,V,VBP
1597,V NM N,V NM N,V N N,VBP N N
1598,V,V,V,VBP
1599,NM,V,V,N
1600,N,N,N,N
1601,NM NM N,V NM N,NM NM N,VBD N N
1602,V NM NPL,V NM N,V N N,VBP VBN NPL
0,N VM N,NM DT N,FAILURE FAILURE FAILURE,N VM N
1,NM N,NM N,NM N,N N
2,NM N,NM N,N N,N N
3,NM N,NM N,N N,N N
4,NM NM N,NM NM N,N N N,N N N
5,NM NM N,NM NM N,N N N,V N N
6,NM NM N,NM NM N,N N N,N N N
7,NM NM N,NM NM N,N N N,N N N
8,N NM NM N,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N N N
9,NM N,NM N,N N,N N
10,VM P N,DT PR N,FAILURE FAILURE FAILURE,VM DT N
11,NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,N N N N N,FAILURE FAILURE FAILURE FAILURE FAILURE
12,NM NM N,NM NM N,NM N N,NM N N
13,NM N,NM N,N N,N N
14,NM NM N,NM NM N,NM N N,NM N N
15,NM NM N,NM NM N,NM N N,NM N N
16,NM N,NM N,N N,N N
17,NM NM N,FAILURE FAILURE FAILURE,NM N N,N N N
18,NM NM N,NM NM N,NM N N,NM N N
19,NM N,NM N,N N,N N
20,NM N,NM N,N N,V N
21,NM NM N,NM NM N,NM N N,NM N N
22,NM NM NM N,NM NM NM N,N N N N,N N N N
23,NM NM N,NM NM N,NM N N,V N N
24,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
25,NM N,NM N,N N,N N
26,NM N,NM N,N N,N N
27,NM NM N,NM NM N,NM N N,NM N N
28,NM NM NM N,NM NM NM N,N N N N,N N N N
29,NM NM N,NM NM N,NM NM N,NM NM N
30,DT N,NM N,N N,FAILURE FAILURE
31,NM N,NM N,N N,N N
32,NM NM N,NM NM N,N N N,N N N
33,NM N,NM N,N N,N N
34,NM NM NM N,NM NM NM N,NM N N N,NM N N N
35,NM NM N,NM NM N,NM N N,N N N
36,DT N,NM N,N N,FAILURE FAILURE
37,NM NM N,NM NM N,N N N,N N N
38,NM N,NM N,N N,N N
39,NM NM N,NM NM N,NM N N,NM N N
40,NM NM NM N,NM NM NM N,N N N N,N N N N
41,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
42,NM NM N,NM NM N,NM N N,NM N N
43,NM NM NM N,NM NM NM N,NM NM N N,N V N N
44,DT NM NM,DT NM N,NM N N,DT N NM
45,DT N,NM N,NM N,FAILURE FAILURE
46,NM N,NM N,N N,N N
47,NM NM N,NM NM N,N N N,N N N
48,NM N,NM N,N N,N N
49,NPL,N,N,NPL
50,NM N,NM N,N N,N N
51,NM N,NM N,N N,N N
52,NM N,NM N,N N,N N
53,NM N,NM N,NM N,N N
54,NM N,NM N,N N,N N
55,NM NM N,NM NM N,NM N N,N N N
56,NM N,NM N,N N,N N
57,NM N,NM N,N N,N N
58,NM N,NM N,N N,N N
59,NM N,NM N,N N,NM N
60,NM N,NM N,N N,N N
61,NM N,NM N,N N,N N
62,N,N,N,N
63,NM N,NM N,N N,N N
64,NM N,NM N,N N,N N
65,NM N,NM N,N N,N N
66,NM N,NM N,N N,N N
67,NM NM NM N,NM NM NM N,N N N N,N N N N
68,NM NM NM N,NM NM NM N,N N N N,N N N N
69,NM NM N,NM NM N,N NM N,N N N
70,NM NM NM N,NM NM NM N,N N N N,N N N N
71,NM NM NM N,NM NM NM N,N N N N,N N N N
72,NM NM NM N,NM NM NM N,N N N N,N N N N
73,NM N,NM N,N N,N N
74,DT N,NM N,N N,FAILURE FAILURE
75,DT N,NM N,N N,FAILURE FAILURE
76,NM N,NM N,N N,N N
77,NM N,NM N,N N,N N
78,NM NM N,NM NM N,NM N N,N N N
79,NM NM N,NM NM N,NM N N,NM N N
80,P N,NM N,P N,P N
81,N P N,NM NM N,FAILURE FAILURE FAILURE,N P N
82,NPL,N,N,NPL
83,N,N,V,V
84,NM N,NM N,N N,N N
85,NM N,NM N,N N,N N
86,NM N,NM N,N N,N N
87,DT NM NM N,DT NM NM N,NM NM N N,DT N N N
88,NM N,NM N,N N,N N
89,DT DT N,NM NM N,N N N,FAILURE FAILURE FAILURE
90,NM NPL N,NM NM N,N N N,N NPL N
91,NM N,NM N,N N,N N
92,NM N,NM N,N N,N N
93,NM N,NM N,N N,N N
94,N,N,N,N
95,N,N,N,N
96,N P N,NM NM N,V P N,N P N
97,NM NM N,NM NM N,N N N,N N N
98,NM NM NM N,NM NM NM N,N N N N,N N N N
99,NM NM N,NM NM N,N N N,N N N
100,NM NM NM N,NM NM NM N,N N N N,N N N N
101,NM NM N,NM NM N,N N N,N N N
102,NM NM NM N,NM NM NM N,N N N N,N N N N
103,NM N,NM N,N N,N N
104,NM NM NM NM N,NM NM NM NM N,N N NM N N,N N N N N
105,NM NM NM NM N,NM NM NM NM N,N N N N N,N N N N N
106,NM N,NM N,N N,N N
107,NM N,NM N,N N,N N
108,DT N,NM N,N N,FAILURE FAILURE
109,NM N,NM N,N N,N N
110,NM NM NM NM N,NM NM NM NM N,N N NM N N,N N N N N
111,N,N,N,N
112,NM NM NPL,NM NM N,N NM N,N NM NPL
113,NM NPL,NM N,N N,N NPL
114,NM NPL,NM N,N N,N NPL
115,NM NPL,NM N,N N,N NPL
116,N NM P NPL,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N P NPL
117,N,N,N,FAILURE
118,NM N,NM N,N N,N N
119,NM N,NM N,N N,N N
120,NM N,NM N,NM N,N N
121,NM N,NM N,N N,N N
122,NM NM NM N,NM NM NM N,N N N N,N N N N
123,NM NM N,NM NM N,N N N,N N N
124,NM N,NM N,N N,N N
125,NM NM NM N,NM NM NM N,N N N N,N N N N
126,NM NM NM NM N,NM NM NM NM N,N N N NM N,N N N N N
127,NM N,NM N,N N,N N
128,NM NM NM N,NM NM NM N,N N N N,N N N N
129,NM NM N,FAILURE FAILURE FAILURE,NM N N,N N N
130,NM NM N,NM NM N,N NM N,N NM N
131,NM NPL,NM N,N N,N NPL
132,NM N,NM N,NM N,NM N
133,N,N,N,N
134,N,N,N,N
135,NM NM NPL,NM NM N,N NM N,N N NPL
136,N,N,N,N
137,NM NM NM N,NM NM NM N,N N N N,N N N N
138,NM NM N,NM NM N,NM N N,NM NM N
139,DT N,NM N,N N,FAILURE FAILURE
140,NM N,NM N,N N,N N
141,DT N,NM N,N N,FAILURE FAILURE
142,NM N,NM N,N N,N N
143,DT N,NM N,N N,FAILURE FAILURE
144,NM NM N,NM NM N,NM N N,P N N
145,NM NM N,NM NM N,N N N,N N N
146,N,N,N,N
147,N,N,N,NM
148,NM N,NM N,N N,N N
149,NM NM N,NM NM N,N N N,N N N
150,NM NM NM N,NM NM NM N,NM N N N,N N N N
151,NM NM N,NM NM N,N N N,N N N
152,NM NM NM N,NM NM NM N,NM N N N,N N N N
153,NM N,NM N,NM N,NM N
154,NM NM NM N,NM NM NM N,N N N N,N N N N
155,NM NM N,NM NM N,N N N,N N N
156,NM N,NM N,N N,N N
157,NM NM N,NM NM N,NM N N,NM N N
158,N,N,N,N
159,N,N,N,N
160,N,N,N,N
161,NM N,NM N,N N,N N
162,NM N,NM N,N N,N N
163,NM N,NM N,NM N,N N
164,NM NM N,NM NM N,N N N,N N N
165,NM N,NM N,N N,N N
166,NM NM N,NM NM N,NM N N,N N N
167,NM NM N,NM NM N,N N N,N N N
168,NM NM N,NM NM N,N N N,N N N
169,N,N,N,N
170,N P NM N,NM NM NM N,V P N N,N P N N
171,N P NM N,NM NM NM N,V P NM N,N P NM N
172,N P NM N,NM NM NM N,V P NM N,N P N N
173,NM NM N,NM NM N,NM N N,N N N
174,NM N,NM N,NM N,N N
175,NM N,NM N,N N,N N
176,NM N,NM N,N N,N N
177,NM N,NM N,N N,N N
178,NM N,NM N,N N,N N
179,NM N,NM N,N N,VBN N
180,N NM P,NM NM N,FAILURE FAILURE FAILURE,N N P
181,N NM NM P,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N N P
182,NM N,NM N,N N,N N
183,N,N,N,N
184,V,N,N,VBG
185,N P N,NM NM N,V P N,N P N
186,N NM P,NM NM N,V N P,N N P
187,N P,NM N,V P,N P
188,NM N,NM N,N N,V N
189,N,N,N,N
190,NM NM N,NM NM N,N NM N,N N N
191,NM N,NM N,N N,N N
192,NM N,NM N,N N,N N
193,NM NM NM NM N,NM NM NM NM N,N N NM N N,N N N N N
194,N P N,NM NM N,FAILURE FAILURE FAILURE,N P N
195,NM NM N,NM NM N,N N N,N N N
196,NM NM N,NM NM N,N N N,N N N
197,NM NM N,NM NM N,NM N N,N N N
198,NM N,NM N,N N,N N
199,NM NM N,NM NM N,NM N N,NM N N
200,N,N,N,N
201,NM N,NM N,N N,V N
202,N N,NM N,FAILURE FAILURE,N N
203,P P N,NM NM N,FAILURE FAILURE FAILURE,P P N
204,N,N,N,N
205,NM NM N,FAILURE FAILURE FAILURE,N NM N,N N N
206,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N NM N,N N N N
207,N,N,N,N
208,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N NM N,N N N N
209,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,NM NM N N,NM N N N
210,NM NM N,FAILURE FAILURE FAILURE,NM NM N,NM N N
211,NM NM N,NM NM N,N N N,N N N
212,NM NM N,FAILURE FAILURE FAILURE,N NM N,N N N
213,NM NM N,FAILURE FAILURE FAILURE,N NM N,FAILURE FAILURE FAILURE
214,NM NM N,NM NM N,N N N,N N N
215,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,NM NM NM N,N N N N
216,NM NM N,FAILURE FAILURE FAILURE,NM NM N,NM N N
217,NM NM N,FAILURE FAILURE FAILURE,N NM N,N N N
218,NM NM NM N,NM NM NM N,N N N N,N N N N
219,NM N,NM N,N N,N N
220,NM NM N,NM NM N,N N N,N N N
221,NM N,FAILURE FAILURE,NM N,N N
222,NM NM N,FAILURE FAILURE FAILURE,NM N N,N N N
223,NM NM N,FAILURE FAILURE FAILURE,NM N N,N N N
224,NM NM NM N,NM NM NM N,N N N N,N N N N
225,NM NM NM NPL,NM NM NM N,NM N N N,N N N NPL
226,NM NPL,NM N,N N,N NPL
227,NM NM N,FAILURE FAILURE FAILURE,N NM N,N N N
228,NM NM N,NM NM N,NM N N,N N N
229,NM N,NM N,N N,N N
230,NM N,NM N,N N,N N
231,NM NM N,NM NM N,N N N,N N N
232,DT N,NM N,N N,FAILURE FAILURE
233,NM NM N,FAILURE FAILURE FAILURE,NM NM N,NM N N
234,NM N,NM N,NM N,N N
235,NM NM N,NM NM N,NM NM N,N N N
236,NM NM NM NM N,NM NM NM NM N,N N NM N N,N N N N N
237,NM NM N,FAILURE FAILURE FAILURE,NM NM N,N N N
238,NM N,NM N,NM N,N N
239,NM N,NM N,N N,N N
240,NM NM V DT N,NM NM NM DT DT,N N N P N,N N VBZ DT N
241,NM NM N,NM NM N,N N N,N N N
242,NM NM NM N,NM NM NM N,N NM N N,N N N N
243,NM NM NM N,NM NM NM N,N N N N,N N N N
244,NM N,NM N,N N,N N
245,NM NM N,FAILURE FAILURE FAILURE,NM NM N,VBG N N
246,NM N,NM N,NM N,VBG N
247,NM NM N,FAILURE FAILURE FAILURE,N NM N,N N N
248,NM NM N,FAILURE FAILURE FAILURE,N NM N,N N N
249,N,N,NM,NM
250,NM N,NM N,NM N,NM N
251,NM NM N,NM NM N,N N N,N N N
252,NM NM NM NM N,NM NM NM NM N,N N N N N,N N N N N
253,NM NM N,FAILURE FAILURE FAILURE,N NM N,FAILURE FAILURE FAILURE
254,DT N,NM N,N N,FAILURE FAILURE
255,NM NM N,FAILURE FAILURE FAILURE,N NM N,FAILURE FAILURE FAILURE
256,NM NM N,FAILURE FAILURE FAILURE,N NM N,FAILURE FAILURE FAILURE
257,NM NM N,FAILURE FAILURE FAILURE,N NM N,FAILURE FAILURE FAILURE
258,NM NM N,FAILURE FAILURE FAILURE,N NM N,FAILURE FAILURE FAILURE
259,NM NM N,FAILURE FAILURE FAILURE,N NM N,N N N
260,NM NM N,FAILURE FAILURE FAILURE,N NM N,N N N
261,NM NM N,FAILURE FAILURE FAILURE,N NM N,N N N
262,NM NM N,FAILURE FAILURE FAILURE,N NM N,N N N
263,NM N,NM N,N N,N N
264,N P NM N,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N P N N
265,V P NPL,NM NM N,V P N,V P NPL
266,N P NPL,NM NM N,V P N,N P NPL
267,NM N,NM N,NM N,N N
268,NM N,NM N,NM N,N N
269,NM NM N,NM NM N,NM N N,N N N
270,N,N,N,N
271,NM N,NM N,NM N,N N
272,NM NM N,NM NM N,N N N,N N N
273,NM NM N,NM NM N,N N N,N N N
274,NM NM N,NM NM N,NM N N,N N N
275,NM N,NM N,N N,N N
276,NM N,NM N,N N,N N
277,NM N,NM N,N N,N N
278,NM NM N,NM NM N,N N N,N N N
279,NM N,NM N,NM N,N N
280,NM NM N,NM NM N,NM N N,N N N
281,NM NM N,NM NM N,NM N N,NM N N
282,NM NM NM N,NM NM NM N,NM N N N,N N N N
283,NM N,NM N,N N,N N
284,NM NM NM N,NM NM NM N,NM NM N N,N N N N
285,NM N,NM N,N N,N N
286,NM NM NM N,NM NM NM N,NM NM N N,NM VBG N N
287,NM NM N,NM NM N,NM NM N,NM VBG N
288,NM NM NM N,NM NM NM N,NM NM N N,NM VBG N N
289,NM NM NM N,NM NM NM N,NM NM NM N,N N VBG N
290,NM NM N,NM NM N,N NM N,N N N
291,NM N,NM N,NM N,N N
292,NM NM N,NM NM N,NM N N,N N N
293,N,N,N,N
294,NM CJ NM N,NM NM NM N,NM N N N,N CJ N N
295,N,N,N,N
296,NM N,NM N,NM N,N N
297,V,N,N,VBG
298,NM N,NM N,N N,N N
299,NM V NM N,NM NM NM N,N N N N,N VBZ N N
300,N NM NM,NM NM N,V N NM,N N N
301,NM NM NM NM NPL,NM NM NM NM N,N N N NM N,N N N N NPL
302,NM NM NM NM NPL,NM NM NM NM N,N N NM NM N,N N V NM NPL
303,NM NM NM NM NPL,NM NM NM NM N,N N N NM N,N N N N NPL
304,NM NM P NM NM NPL,FAILURE FAILURE FAILURE FAILURE FAILURE FAILURE,N N NM N N N,N N D N N NPL
305,NM N,NM N,N V,N N
306,NM NM,NM N,N NM,N NM
307,NM D N,NM NM N,N NM N,N D N
308,P N,NM N,P N,P N
309,NM NM NPL,NM NM N,N N N,N N NPL
310,NM N,NM N,N V,N N
311,NM NM N,NM NM N,N N N,N N N
312,NM N,NM N,N N,N N
313,NM N,NM N,N N,N N
314,NM N,NM N,N N,N N
315,NM N,NM N,N N,N V
316,NM NM N,NM NM N,N N N,N N V
317,N,N,N,N
318,UNK,UNK,UNK,UNK
319,N,N,N,NM
320,DT N,DT N,NM N,DT N
321,NM NM NM N,NM NM NM N,N N N N,N N N N
322,UNK,UNK,UNK,UNK
323,NM NPL,NM N,N N,N NPL
324,NM NM N,NM NM N,N N N,N N N
325,NM NM,NM N,N NM,N N
326,NM NPL,NM N,N N,N NPL
327,UNK,UNK,UNK,UNK
328,N,N,N,N
329,NM N,NM N,N N,V VBG
330,NM N,NM N,N V,N N
331,NM NM N,NM NM N,N NM N,N N N
332,UNK,UNK,UNK,UNK
333,NM NM N,NM NM N,N N N,N N N
334,NM NM NPL,NM NM N,N NM N,N N NPL
335,NM P NM N,FAILURE FAILURE FAILURE FAILURE,N NM NM N,N D N N
336,NM NM N,NM NM N,N NM N,N N N
337,NM NM N,NM NM N,N N N,N N N
338,NM NM N,NM NM N,N N N,N N N
339,NM NM N,NM NM N,N N N,N N N
340,NM NM N,NM NM N,N NM N,N N N
341,NM NM NM N,NM NM NM N,NM N N N,N N N N
342,NM NM N,FAILURE FAILURE FAILURE,NM NM N,N N N
343,NM N,NM N,NM N,N N
344,NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,N N N NM N,N N N N N
345,NM NM N,NM NM N,N N N,VBG N N
346,NM NM NM N,NM NM NM N,N N N N,N N N N
347,NM NM N,NM NM N,N N N,N N N
348,NM NM N,NM NM N,N N N,N N N
349,NM NM,NM N,N NM,N N
350,N NM NM N,FAILURE FAILURE FAILURE FAILURE,N N NM N,V N N N
351,NM NM N,NM NM N,N N N,N N N
352,NM NM N,FAILURE FAILURE FAILURE,N NM N,N N N
353,NM N,NM N,N N,N N
354,NM NM N,FAILURE FAILURE FAILURE,N NM N,N N N
355,NM N,NM N,N N,N N
356,NM NM NM NPL,NM NM NM N,NM NM N N,N V N NPL
357,NM NM NPL,NM NM N,NM N N,N N NPL
358,NM NM NPL,NM NM N,NM N N,N N NPL
359,NM NM NPL,NM NM N,NM N N,N N NPL
360,NM NM NPL,NM NM N,NM N N,N N NPL
361,NM NM NPL,NM NM N,NM NM N,N N NPL
362,NM NM N,NM NM N,NM N N,N N N
363,NM NM NM NPL,NM NM NM N,NM NM N N,N N N NPL
364,NM NM NM NPL,NM NM NM N,NM N N N,N N N NPL
365,NM NM NM NPL,NM NM NM N,NM NM N N,N N N NPL
366,NM NM NPL,NM NM N,NM N N,N N NPL
367,NM NM NM NPL,FAILURE FAILURE FAILURE FAILURE,NM NM N N,N N N NPL
368,NM NPL NPL,NM NM N,NM N N,N NPL NPL
369,NM NM NPL,NM NM N,NM N N,N N NPL
370,NM D NM NPL,NM NM NM N,NM NM N N,N D N NPL
371,NM NM NM NM NPL,FAILURE FAILURE FAILURE FAILURE FAILURE,N N N N N,N N N N NPL
372,NM NM NPL,NM NM N,NM N N,N N NPL
373,NM NM NM NPL,NM NM NM N,NM N N N,N V N NPL
374,NM NM NPL,NM NM N,NM N N,N N NPL
375,NM NPL NPL,NM NM N,NM N N,N NPL NPL
376,NM NPL,NM N,N N,N NPL
377,NM NM NM NM NPL,NM NM NM NM N,NM N N N N,N N N N NPL
378,NM NM NPL,NM NM N,NM N N,N N NPL
379,NM N,NM N,N N,N N
380,NM N,NM N,N N,N N
381,NM NM N,NM NM N,N N N,N N N
