,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
1903,col,NN,NN,NN,NN,NNP,NN,NNP
1904,ref,NN,NN,NN,NN,NNP,NN,NN
1905,expression list,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1906,order by list,VB IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN
1907,expression wrapper,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1908,negated expression,JJ NN,VBN NN,VBN NN,JJ NN,VBD NN,VBN NN,VBN NN
1909,when,WRB,WRB,WRB,WRB,WRB,WRB,WRB
1910,case,NN,NN,NN,NN,NN,NN,NN
1911,subquery,NN,NN,NN,NN,NN,NN,NN
1912,exists,VBZ,NNS,VBZ,VBZ,VBZ,VBZ,VBZ
1913,order by,VB IN,NN IN,NN IN,NN IN,NN IN,NN IN,NN IN
1914,window frame exclusion,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
1915,window frame,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1916,row range,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1917,value range,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1918,lookup,NN,NN,NN,NN,NNP,NN,NN
1919,transform,VB,NN,VB,VB,VB,VB,VB
1920,builtin lookup,JJ NN,NN NN,NN NN,NN NN,NNP NNP,VBG NN,JJ NN
1921,field get db prep value mixin,NN VBP NNP NN NN NN,NN VB JJ NN NN NN,NN VBP NN VB NN NN,NN VBP JJ NN NN NN,NN VBP NNP NN NN NNP,NN VB NN NN NN NN,NN VB NN NN NN NN
1922,field get db prep value iterable mixin,NN VBP NN NN NN NN NN,NN VB JJ NN NN JJ NN,NN VBP NN VB NN JJ NN,NN VBP JJ NN NN IN NN,NN VBP NNP NN NN JJ NN,NN VB NN NN NN JJ NN,NN VB NN NN NN JJ NN
1923,postgres operator lookup,NNP NN NN,NNS VBP NN,NNS NN NN,NNS NN NN,NNS NN NN,NNS NN NN,NN NN NN
1924,exact,JJ,NN,RB,JJ,VB,JJ,JJ
1925,i exact,PRP VBP,NN VBP,PRP RB,PRP JJ,PRP VBP,PRP VBP,PRP VBP
1926,greater than,JJR IN,JJR IN,JJR IN,JJR IN,JJR IN,JJR IN,JJR IN
1927,greater than or equal,JJR IN CC JJ,JJR IN CC JJ,JJR IN CC JJ,JJR IN CC JJ,JJR IN CC JJ,JJR IN CC JJ,JJR IN CC JJ
1928,less than,JJR IN,JJR IN,JJR IN,RBR IN,JJR IN,JJR IN,JJR IN
1929,less than or equal,JJR IN CC JJ,JJR IN CC JJ,JJR IN CC JJ,RBR IN CC JJ,JJR IN CC JJ,JJR IN CC JJ,JJR IN CC JJ
1930,integer field overflow,NN NN NN,NN NN NN,NN NN NN,NN NN IN,NNP NN NN,NN NN NN,NN NN NN
1931,integer field float rounding,NN NN NN NN,JJ NN NN VBG,NN NN NN NN,NN NN VBP VBG,NNP NNP NN VBG,NN NN NN NN,NN NN NN NN
1932,integer field exact,NN NN VBP,NN NN NN,NN NN RB,NN NN JJ,NNP NNP JJ,NN NN JJ,NN NN JJ
1933,integer greater than,NN JJR IN,NN JJR IN,NN JJR IN,NN JJR IN,VB JJR IN,NN JJR IN,NN JJR IN
1934,integer greater than or equal,NN JJR IN CC JJ,NN JJR IN CC JJ,NN JJR IN CC JJ,NN JJR IN CC JJ,VB JJR IN CC JJ,NN JJR IN CC JJ,NN JJR IN CC JJ
1935,integer less than,NN JJR IN,NN JJR IN,NN JJR IN,NN JJR IN,NN RBR IN,NN JJR IN,NN JJR IN
1936,integer less than or equal,NN JJR IN CC JJ,NN JJR IN CC JJ,NN JJR IN CC JJ,NN RBR IN CC JJ,NN JJR IN CC JJ,NN JJR IN CC JJ,NN JJR IN CC JJ
1937,in,IN,IN,IN,IN,IN,IN,RB
1938,pattern lookup,NN NN,NN NN,NN NN,NN NN,NN NNP,NN NN,NN NN
1939,contains,VBZ,NNS,VBZ,VBZ,VBZ,VBZ,VBZ
1940,i contains,PRP VBZ,NN NNS,PRP VBZ,PRP VBZ,PRP VBZ,PRP VBZ,PRP VBZ
1941,starts with,VBZ IN,NNS IN,VBZ IN,NNS IN,VBZ IN,VBZ IN,VBZ IN
1942,i starts with,PRP VBZ IN,NN VBZ IN,PRP VBZ IN,NN VBZ IN,PRP VBZ IN,PRP VBZ IN,PRP VBZ IN
1943,ends with,VBZ IN,NNS IN,VBZ IN,NNS IN,VBZ IN,VBZ IN,VBZ IN
1944,i ends with,PRP VBZ IN,JJ NNS IN,PRP VBZ IN,NN VBZ IN,PRP VBZ IN,PRP VBZ IN,PRP VBZ IN
1945,range,NN,NN,NN,NN,NN,NN,NN
1946,is null,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ
1947,regex,NNP,NN,NN,NN,NN,NN,NN
1948,i regex,PRP NNP,NN NN,PRP VBP,NN NN,PRP VBP,PRP VBP,PRP VBP
1949,year lookup,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1950,year exact,NN RB,NN NN,NN RB,NN JJ,NN JJ,NN JJ,NN JJ
1951,year gt,NN NNP,NN NN,NN NNP,NN NN,NN NNP,NN VB,NN NN
1952,year gte,NN NNP,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1953,year lt,NN NNP,NN NN,NN NNP,NN NN,NN NNP,NN UH,NN NN
1954,year lte,NN NNP,NN NN,NN NN,NN NN,NN NNP,NN NNP,NN NN
1955,uuid text mixin,NNP NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,NN NN NN
1956,uuidi exact,NNP VBP,JJ NN,JJ JJ,NNP JJ,NNP NN,NNP JJ,NN JJ
1957,uuid contains,NNP VBZ,NN NNS,NN VBZ,NN VBZ,NN VBZ,NNP VBZ,NN VBZ
1958,uuidi contains,NNP VBZ,NN NNS,NN VBZ,NNP VBZ,NNP VBZ,NNP VBZ,NNP VBZ
1959,uuid starts with,NNP VBZ IN,JJ NNS IN,NN VBZ IN,JJ NNS IN,NN VBZ IN,NNP VBZ IN,NN VBZ IN
1960,uuidi starts with,NNP VBZ IN,JJ NNS IN,NN VBZ IN,NNP VBZ IN,NNP VBZ IN,NNP VBZ IN,NN VBZ IN
1961,uuid ends with,NNP VBZ IN,JJ NNS IN,JJ NNS IN,JJ NNS IN,NN VBZ IN,NNP VBZ IN,NN VBZ IN
1962,uuidi ends with,NNP VBZ IN,JJ NNS IN,NN VBZ IN,NNP VBZ IN,NNP VBZ IN,NNP VBZ IN,NNP VBZ IN
1963,model signal,NN NN,NN NN,NN NN,NN NN,NN NNP,NN NN,NN NN
1964,deferred,JJ,VBN,VBN,VBN,VBN,VBN,VBN
1965,model base,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1966,model state fields cache descriptor,NN NN NNS NN NN,NN NN NNS NN NN,NN NN NNS NN NN,NN NN NNS NN NN,NN NN NNS NN NN,NN NN NNS NN NN,NN NN NNS NN NN
1967,model state,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1968,on conflict,IN NN,IN NN,IN NN,IN NN,IN NN,IN NN,IN NN
1969,q,FW,NN,LS,NN,LS,ADD,NNP
1970,deferred attribute,JJ NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN
1971,class or instance method,NN CC NN NN,NN CC NN NN,NN CC NN NN,NN CC NN NN,NN CC NN NN,NN CC NN NN,NN CC NN NN
1972,register lookup mixin,NN NN NN,NN NN NN,NN NN NN,NN NN NN,VB NNP NNP,VB NN NN,VB NN NN
1973,filtered relation,JJ NN,VBN NN,VBN NN,VBN NN,VBN NN,JJ NN,VBN NN
1974,base manager,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1975,manager,NN,NN,NN,NN,NN,NN,NN
1976,manager descriptor,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1977,empty manager,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
1978,base constraint,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1979,check constraint,VB NN,NN NN,VB NN,NN NN,VB NN,VB NN,VB NN
1980,deferrable,JJ,JJ,NN,NN,NN,JJ,JJ
1981,unique constraint,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
1982,protected error,JJ NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN
1983,restricted error,JJ NN,VBN NN,VBN NN,VBN NN,VBD NN,VBN NN,VBN NN
1984,collector,NN,NN,NN,NN,NN,NN,NN
1985,alters data,VBZ NN,NNS NNS,VBZ NNS,NNS NNS,NNS NN,VBZ NNS,VBZ NNS
1986,aggregate,NN,NN,NN,NN,VB,NN,NN
1987,avg,NN,NN,NN,NN,VBP,UH,NN
1988,count,NN,NN,NN,NN,VB,VB,VB
1989,std dev,NN NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
1990,variance,NN,NN,NN,NN,NN,NN,NN
1991,base iterable,JJ JJ,NN JJ,NN NN,NN NN,NNP JJ,NN JJ,NN NN
1992,model iterable,NN JJ,NN JJ,NN NN,NN IN,NN JJ,NN JJ,NN NN
1993,raw model iterable,JJ NN JJ,JJ NN JJ,JJ NN NN,JJ NN .,JJ NN JJ,JJ NN JJ,JJ NN NN
1994,values iterable,NNS JJ,NNS JJ,NNS JJ,NNS IN,NNS JJ,NNS JJ,NNS NN
1995,values list iterable,NNS NN JJ,NNS VBP JJ,NNS NN NN,NNS NN .,NNS VBP JJ,NNS VBP JJ,NNS VBP NN
1996,named values list iterable,VBN NNS NN JJ,VBN NNS RBR JJ,VBN NNS NN NN,VBN NNS NN .,VBN NNS VBP JJ,VBN NNS NN JJ,VBN NNS NN NN
1997,flat values list iterable,JJ NNS NN JJ,JJ NNS VBP JJ,JJ NNS NN NN,JJ NNS NN .,JJ NNS VBP JJ,JJ NNS VBP JJ,JJ NNS VBP NN
1998,query set,NN NN,NN NN,NN NN,NN NN,NNP VBD,NN VBN,NN NN
1999,instance check meta,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN VB JJ,NN VB NNS,NN NN NN
2000,empty query set,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN VBN,JJ NN VBN,JJ NN VBN,JJ NN NN
2001,raw query set,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN VBN,JJ NN VBD,JJ NN VBN,JJ NN NN
2002,prefetch,NN,NN,NN,NN,VB,NN,NN
2003,related populator,JJ NN,JJ NN,JJ NN,VBN NN,VBN NN,JJ NN,JJ NN
2004,repr enum,NNP NN,NN NN,NN NN,NN NN,JJ NN,NN UH,NN NN
2005,int enum,NN NN,NN NN,NN NN,NN NN,NNP NNP,CC NN,JJ NN
2006,str enum,NN NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,JJ NN
2007,choices type,NNS NN,NNS NN,NNS NN,NNS NN,NNS VBP,NNS VBP,NNS NN
2008,choices,NNS,NNS,NNS,NNS,NNS,NNS,NNS
2009,integer choices,NN NNS,NN NNS,NN NNS,NN NNS,NNP NNS,NN NNS,NN NNS
2010,text choices,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
2011,position ref,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2012,sql compiler,NNP NN,NN NN,NN NN,NN NN,JJ NNP,NNP NN,NN NN
2013,sql insert compiler,NNP VBP NNP,NN NN NN,JJ NN NN,NN NN NN,NNP NNP NN,NNP NN NN,NN NN NN
2014,sql delete compiler,NNP VBP NN,JJ NN NN,JJ JJ NN,JJ JJ NN,NNP JJ NN,NNP NN NN,NN NN NN
2015,sql update compiler,NNP VBP NN,NN JJ NN,JJ NN NN,NN NN NN,NNP NNP NN,NNP NN NN,NN NN NN
2016,sql aggregate compiler,NNP VBP NNP,NN NN NN,RB JJ NN,NN NN NN,NNP NN NN,NNP NN NN,NN NN NN
2017,delete query,VB NN,JJ NN,JJ NN,JJ NN,JJ NN,NN NN,VB NN
2018,update query,VB NN,JJ NN,NN NN,NN NN,VB NN,NN NN,NN NN
2019,insert query,VB NN,JJ NN,NN NN,NN NN,JJ NN,NN NN,NN NN
2020,aggregate query,VB NN,NN NN,JJ NN,NN NN,JJ NN,NN NN,JJ NN
2021,multi join,JJ VB,NN NN,JJ VBP,NNS VB,NNP VBP,JJ NN,NN VB
2022,join,VB,NN,VB,VB,VB,VB,VB
2023,base table,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2024,where node,WRB NN,WRB NN,WRB NN,WRB NN,WRB NN,WRB NN,WRB NN
2025,nothing node,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2026,extra where,JJ WRB,NN WRB,JJ WRB,JJ WRB,JJ WRB,JJ WRB,JJ WRB
2027,subquery constraint,NN NN,NN NN,JJ NN,NN NN,NN NN,NN NN,NN NN
2028,raw query,JJ NNP,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2029,query,NN,NN,NN,NN,NN,NN,NN
2030,join promoter,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
2031,a cos,DT NN,DT NN,DT NN,DT NNS,DT NN,DT NN,DT NN
2032,asin,NNP,NN,NN,VBG,NNP,NNP,NN
2033,a tan,DT NNP,DT NN,DT NN,DT NN,DT NN,DT NN,DT NN
2034,a tan 2,DT NNP CD,DT NN CD,DT NN CD,DT NN CD,DT NNP CD,DT NN CD,DT NN CD
2035,cot,NN,NN,NN,NN,NN,NN,NN
2036,degrees,NNS,NNS,NNS,NNS,NNS,NNS,NNS
2037,ln,NNP,NN,NN,NN,RB,NNP,UH
2038,pi,NNP,NN,NNP,NN,NN,NN,NN
2039,radians,NNPS,NNS,NNS,NNS,NNS,NNS,NN
2040,random,NN,NN,JJ,JJ,JJ,JJ,NN
2041,timezone mixin,NN NN,NN NN,NN NN,NN NN,JJ NN,NN NN,NN NN
2042,extract,VB,NN,NN,VB,VB,NN,NN
2043,extract year,VB NN,JJ NN,NN NN,VB NN,VB NN,JJ NN,NN NN
2044,extract iso year,VB NNP NN,NN CD NN,NN NN NN,VB NN NN,VB NN NN,JJ NN NN,NN NN NN
2045,extract month,VB NN,JJ NN,NN NN,VB NN,VB NN,JJ NN,NN NN
2046,extract day,VB NN,JJ NN,NN NN,VB NN,VB NN,JJ NN,NN NN
2047,extract week,VB NN,NN NN,NN NN,VB NN,VB NN,JJ NN,NN NN
2048,extract week day,VB NN NN,JJ NN NN,NN NN NN,VB NN NN,NN NN NN,JJ NN NN,NN NN NN
2049,extract iso week day,VB NNP NN NN,NN JJ NN NN,NN NN NN NN,VB NN NN NN,VB NN NN NN,JJ NN NN NN,NN NNP NN NN
2050,extract quarter,VB NN,JJ NN,NN NN,VB NN,VB NN,JJ NN,NN NN
2051,extract hour,VB NN,VB NN,NN NN,VB NN,VB NN,JJ NN,NN NN
2052,extract minute,VB NN,JJ NN,NN NN,VB NN,VB NN,JJ NN,NN NN
2053,extract second,VB NN,JJ JJ,VB RB,VB JJ,VB RB,VB JJ,NN JJ
2054,now,NN,RB,RB,RB,RB,UH,RB
2055,trunc base,VB NN,NN NN,JJ NN,NN NN,NN NN,NN NN,NN NN
2056,trunc,VB,NN,NN,NN,NN,NN,NN
2057,trunc year,VB NN,JJ NN,JJ NN,NN NN,NN NN,NN NN,NN NN
2058,trunc quarter,VB NN,JJ NN,JJ NN,NN NN,NN NN,NN NN,NN NN
2059,trunc month,VB NN,JJ NN,JJ NN,NN NN,NN NN,NN NN,JJ NN
2060,trunc week,VB NN,NN NN,JJ NN,NN NN,NN NN,NN NN,NN NN
2061,trunc day,VB NN,NNS NN,JJ NN,NN NN,NN NN,NN NN,JJ NN
2062,trunc date,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2063,trunc time,VB NN,NN NN,JJ NN,NN NN,NN NN,NN NN,NN NN
2064,trunc hour,VB NN,VB NN,JJ NN,NN NN,NN NN,NN NN,JJ NN
2065,trunc minute,VB NN,NNS NN,JJ NN,NN NN,NN NN,NN NN,JJ NN
2066,trunc second,VB NN,JJ NN,JJ JJ,NN JJ,NN RB,NN RB,NN JJ
2067,cume dist,NN NN,NNS VBP,NN NN,NN NN,NN NN,NN NN,NN NN
2068,dense rank,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2069,first value,JJ NN,RB NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2070,lag lead function,JJ NN NN,JJ NN NN,NN NN NN,NN NN NN,NNP NN NN,NN NN NN,JJ NN NN
2071,lag,NN,NN,NN,NN,VB,NN,NN
2072,last value,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2073,lead,NN,NN,NN,NN,VB,VB,VB
2074,nth value,NN NN,JJ NN,JJ NN,NN NN,NN NN,JJ NN,JJ NN
2075,n tile,FW NN,RB NN,NN NN,RB NN,CC VB,NFP NN,CC NN
2076,percent rank,NN NN,NN NN,NN NN,NN NN,NN NNP,NN NN,NN NN
2077,rank,NN,NN,NN,NN,NN,VB,NN
2078,row number,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2079,fix decimal input mixin,VB JJ NN NN,NN JJ NN NN,NN JJ NN NN,VB JJ NN NN,VB JJ NN NN,NN JJ NN NN,VB JJ NN NN
2080,fix duration input mixin,VB NN NN NN,JJ NN NN NN,NN NN NN NN,VB NN NN NN,VB NN NN NN,NN NN NN NN,VB NN NN NN
2081,numeric output field mixin,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN
2082,coalesce,VB,NN,VB,NN,VB,NN,NN
2083,collate,VB,NN,VB,NN,VB,NN,VB
2084,greatest,JJS,JJS,JJS,JJS,JJS,JJS,JJS
2085,json object,NNP NN,NN NN,NN NN,NN NN,NNP NN,NNP NN,NN NN
2086,arg joiner,NN NN,NN NN,NN NN,NN NN,NN NN,NNP NN,NN NN
2087,least,JJS,JJS,JJS,JJS,JJS,JJS,JJS
2088,null if,JJ IN,NN IN,JJ IN,NN IN,JJ IN,JJ IN,JJ IN
2089,my sql sha 2 mixin,PRP$ NNP NNP CD NN,PRP$ NN VBD CD NN,PRP$ NN VB CD NN,PRP$ NN NN CD NN,PRP$ JJ NNP CD NN,PRP$ NN NN CD NN,PRP$ NN NN CD NN
2090,oracle hash mixin,NNP NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NN NNP,NN NN NN,NN NN NN
2091,postgre sql sha mixin,NNP NNP NNP NN,NN NN NN NN,RB RB VB NN,NN NN NN NN,NNP NNP NNP NNP,NNP NNP NN NN,NN NN NNP NN
2092,chr,NNP,NN,NN,NN,RB,NNP,NNP
2093,concat pair,NN NN,NN NN,JJ NN,NN NN,NN NN,JJ NN,NN NN
2094,concat,NN,NN,NN,NN,NN,VB,NN
2095,left,NN,NN,RB,VBN,VBD,RB,VBN
2096,length,NN,NN,NN,NN,NN,NN,NN
2097,lower,JJR,JJR,JJR,RBR,RBR,JJR,JJR
2098,l pad,FW NN,NN NN,NN NN,NN NN,NN NN,DT NN,NNP NN
2099,l trim,FW NN,NN NN,NN NN,NN NN,NNP NN,DT NN,NNP NN
2100,md5,NNP,NN,NN,CD,NN,NNP,NN
2101,ord,NN,NN,NN,NN,NN,JJ,UH
2102,replace,VB,VB,VB,VB,VB,VB,VB
2103,reverse,NN,NN,RB,NN,VB,RB,NN
2104,right,NN,NN,UH,NN,UH,UH,RB
2105,r pad,FW NN,NN NN,NN NN,NN NN,NN NN,UH NN,VBP NN
2106,r trim,FW NN,NN NN,NN NN,NN NN,NN NN,NFP NN,VBP NN
2107,sha1,NNP,NN,NN,NNS,NN,NNP,NN
2108,sha 224,NNP CD,NN CD,VB CD,NN CD,NNP CD,NNP CD,NNP CD
2109,sha256,NNP,NN,NN,NNS,NNP,NN,NN
2110,sha384,NNP,NN,CD,NNS,VB,NN,NN
2111,sha512,NNP,NN,CD,NN,NN,NN,NN
2112,str index,NN NN,NN NN,NN NN,NN NN,NNP NN,NNP NN,JJ NN
2113,sub str,JJ NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
2114,trim,VB,NN,NN,NN,VB,NN,NN
2115,upper,JJ,JJ,JJ,JJ,JJ,JJ,JJ
2116,multi col source,JJ NN NN,NN NN NN,JJ NN NN,JJ NN NN,NNP NNP NN,JJ NN NN,JJ NN NN
2117,related in,JJ IN,VBN IN,VBN IN,VBN IN,VBN IN,VBN IN,JJ IN
2118,related lookup mixin,JJ NN NN,JJ NN NN,JJ NN NN,VBN NN NN,VBN NN NNP,JJ NN NN,JJ NN NN
2119,related exact,JJ JJ,VBN JJ,JJ JJ,VBN JJ,VBN NN,JJ NN,JJ JJ
2120,related less than,JJ JJR IN,JJ JJR IN,VBN JJR IN,VBN JJR IN,VBN RBR IN,VBN JJR IN,JJ JJR IN
2121,related greater than,JJ JJR IN,VBN JJR IN,JJ JJR IN,VBN JJR IN,VBN JJR IN,VBN JJR IN,JJ JJR IN
2122,related greater than or equal,JJ JJR IN CC JJ,VBN JJR IN CC JJ,JJ JJR IN CC JJ,VBN JJR IN CC JJ,VBN JJR IN CC JJ,VBN JJR IN CC JJ,JJ JJR IN CC JJ
2123,related less than or equal,JJ JJR IN CC JJ,JJ JJR IN CC JJ,VBN JJR IN CC JJ,VBN RBR IN CC JJ,VBN JJR IN CC JJ,VBN JJR IN CC JJ,JJ JJR IN CC JJ
2124,related is null,JJ VBZ JJ,VBN VBZ JJ,VBN VBZ JJ,VBN VBZ JJ,VBN VBZ JJ,VBN VBZ JJ,JJ VBZ JJ
2125,json field,NNP NN,NN NN,NN NN,NN NN,NNP NN,NNP NN,NN NN
2126,data contains,NNS VBZ,NNS NNS,NNS VBZ,NNS VBZ,NNS VBZ,NNS VBZ,NNS VBZ
2127,contained by,VBN IN,VBN IN,VBN IN,VBN IN,VBN IN,VBN IN,VBN IN
2128,has key lookup,VBZ NN NN,VBZ VBN NN,VBZ JJ NN,VBZ JJ NN,VBZ JJ NN,VBZ JJ NN,VBZ JJ NN
2129,has key,VBZ NN,VBZ NN,VBZ JJ,VBZ NN,VBZ JJ,VBZ JJ,VBZ JJ
2130,has keys,VBZ NNS,VBZ NNS,VBZ NNS,VBZ NNS,VBZ NNS,VBZ NNS,VBZ NNS
2131,has any keys,VBZ DT NNS,VBZ DT NNS,VBZ DT NNS,VBZ DT NNS,VBZ DT NNS,VBZ DT NNS,VBZ DT NNS
2132,has key or array index,VBZ NN CC NN NN,VBZ NN CC NN NN,VBZ JJ CC NN NN,VBZ JJ CC NN NN,VBZ JJ CC NN NN,VBZ JJ CC JJ NN,VBZ JJ CC NN NN
2133,case insensitive mixin,NN JJ NN,NN JJ NN,NN JJ NN,NN JJ NN,NN JJ NN,NN JJ NN,NN JJ NN
2134,json exact,NNP VBP,NN NN,NN JJ,NN JJ,NNP NNP,NNP NN,NN JJ
2135,jsoni contains,NNP VBZ,NN NNS,NN VBZ,NNS VBZ,NNP VBZ,NNP VBZ,NNP VBZ
2136,key transform,NN NN,JJ NN,JJ VBP,NN VB,JJ NN,JJ NN,JJ NN
2137,key text transform,NN NN NN,JJ NN NN,JJ NN VBP,JJ NN VB,JJ NN NN,JJ NN NN,JJ NN NN
2138,key transform text lookup mixin,NN NN NN NN NN,JJ NN NN NN NN,JJ VB NN NN NN,NN VB NN NN NN,JJ NN NN NNP NNP,JJ NN NN NN NN,JJ VB NN NN NN
2139,key transform is null,NN NN VBZ JJ,JJ NN VBZ JJ,JJ VBP VBZ JJ,NN VB VBZ JJ,JJ NN VBZ JJ,JJ NN VBZ JJ,JJ NN VBZ JJ
2140,key transform in,NN NN IN,JJ NN IN,JJ VB RP,NN VB IN,JJ NN IN,JJ NN IN,NN VB RB
2141,key transform exact,NN NN VBP,JJ NN NN,JJ VB RB,NN VB JJ,JJ NN NN,JJ NN NN,JJ VB JJ
2142,key transform i exact,NN NN PRP VBZ,JJ NN NN VBP,JJ VBP PRP JJ,NN VB RB JJ,JJ NN PRP VBP,JJ NN PRP JJ,JJ VB PRP JJ
2143,key transform i contains,NN NN PRP VBZ,JJ NN NN NNS,JJ VBP PRP VBZ,NN VB RB VBZ,JJ NN PRP VBZ,JJ NN PRP VBZ,JJ VB PRP VBZ
2144,key transform starts with,NN NN VBZ IN,JJ NN VBZ IN,JJ VBP NNS IN,NN VB NNS IN,JJ NN VBZ IN,JJ NN VBZ IN,JJ NN VBZ IN
2145,key transform i starts with,NN NN PRP VBZ IN,JJ NN NN VBZ IN,JJ VBP PRP VBZ IN,NN VB PRP VBZ IN,JJ NN PRP VBZ IN,JJ NN PRP VBZ IN,JJ VB PRP VBZ IN
2146,key transform ends with,NN NN VBZ IN,JJ NN VBZ IN,JJ VB NNS IN,NN VB NNS IN,JJ NN VBZ IN,JJ NN VBZ IN,JJ NN VBZ IN
2147,key transform i ends with,NN NN PRP VBZ IN,JJ NN NN VBZ IN,JJ VBP PRP VBZ IN,NN VB PRP VBZ IN,JJ NN PRP VBZ IN,JJ NN PRP VBZ IN,JJ VB PRP VBZ IN
2148,key transform regex,NN NN NNP,JJ NN NN,JJ VBP NN,NN VB NN,JJ NN NN,JJ VB NN,JJ VB NN
2149,key transform i regex,NN NN PRP NNP,JJ NN NN VBP,JJ VBP PRP NN,NN VB PRP NN,JJ NN PRP VBP,JJ NN PRP VBP,JJ VB PRP NN
2150,key transform numeric lookup mixin,NN NN JJ NN NN,JJ NN JJ NN NN,JJ VBP JJ NN NN,NN VB JJ NN NN,JJ NN JJ NNP NNP,JJ NN JJ NN NN,JJ VB JJ NN NN
2151,key transform lt,NN NN NNP,JJ NN NN,NN VBP NN,NN VB NN,JJ NN NN,JJ VB PRP,JJ VB NN
2152,key transform lte,NN NN NNP,JJ NN NN,JJ VB NN,NN VB JJ,JJ NN NNP,JJ NN NNP,JJ VB NNP
2153,key transform gt,NN NN NNP,JJ NN NN,NN VBP NN,NN VB NN,JJ NN NNP,JJ NN NNP,JJ VB NNP
2154,key transform gte,NN NN NNP,JJ NN NN,NN VBP NN,NN VB NN,JJ NN NN,JJ NN NNP,JJ VB NN
2155,key transform factory,NN NN NN,JJ NN NN,JJ VBP NN,NN VB NN,JJ NN NN,JJ NN NN,JJ VB NN
2156,order wrt,NN NNP,NN NN,NN NN,NN NN,NN NNP,NN NN,NN NN
2157,field file,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2158,file descriptor,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2159,file field,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2160,image file descriptor,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2161,image field file,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2162,image field,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2163,field cache mixin,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NNP,NN NN NN,NN NN NN
2164,check field default mixin,VB NN JJ NN,NN NN NN NN,VB NN NN NN,NN NN NN NN,VB NN NN NNP,VB NN NN NN,VB NN NN NN
2165,related field,JJ NN,JJ NN,JJ NN,VBN NN,VBN NN,JJ NN,JJ NN
2166,foreign object,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2167,foreign key,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
