,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
687,second node,CD NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
688,choose local rack,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
689,choose remote rack,VB JJ NN,JJ JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
690,choose local node group,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN
691,get rack,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
692,add to excluded nodes,VB TO JJ NNS,NN TO VBN NNS,VB IN VBN NNS,VB TO VBN NNS,VB IN VBN NNS,VB IN VBN NNS,VB IN VBN NNS
693,add dependent nodes to excluded nodes,VB JJ NNS TO JJ NNS,VB JJ NNS TO VB NNS,VB JJ NNS IN VBN NNS,VB JJ NNS TO VBN NNS,VB JJ NNS TO VBN NNS,VB JJ NNS IN VBN NNS,VB JJ NNS IN VBN NNS
694,pickup replica set,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP VBD,NN NN NN,NN NN NN
695,accept,VB,NN,VB,VB,VB,VB,VB
696,check for s n n threads,VB IN FW FW FW NNS,NN IN JJ JJ NN NNS,VB IN POS NN NN NNS,NN IN PRP RB RB .,VB IN NNP CC NN NNS,VB IN NNS NN ADD NNS,VB IN POS CC CC NNS
697,check file,VB NN,NN NN,VB NN,NN NN,VB NN,VB NN,VB NN
698,cleanup file,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
699,test name dir error,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NNP NN NN,NN NN NN NN,NN NN NN NN
700,test write transaction id handles i o e,VB VB NN NN VBZ NN NN FW,NN JJ NN NN VBZ JJ VBP NN,NN NN NN NN VBZ PRP IN NN,NN VB NN WDT VBZ VBN IN NN,NN NNP NN <UNK> VBZ PRP NN NN,NN VB NN NN NNS PRP UH UH,NN VB NN NN NNS PRP VBP NNP
701,test reload on edit replay failure,VB VB IN NN NN NN,NN NN IN NN NN NN,NN VB IN NN NN NN,NN NN IN NN NN NN,VBP RB IN NN NN NN,NN NN IN NN NN NN,NN VB IN NN NN NN
702,test too many edit replay failures,VB RB JJ VBP NN NNS,VB RB JJ VBP NN NNS,NN RB JJ NN NN NNS,NN RB JJ NN NN NNS,VB RB JJ NN NN NNS,VB RB JJ NN NN NNS,VB RB JJ NN NN NNS
703,test secondary namenode error 1,VB JJ NN NN CD,NN JJ NN NN CD,NN JJ NN NN CD,NN JJ NN NN CD,VB JJ NN NN CD,NN JJ NN NN CD,NN JJ NN NN CD
704,test secondary namenode error 2,VB JJ NN NN CD,NN JJ NN NN CD,NN JJ NN NN CD,NN JJ NN NN CD,VB JJ NN NN CD,NN JJ NN NN CD,NN JJ NN NN CD
705,test secondary namenode error 3,VB JJ NN NN CD,NN JJ NN NN CD,NN JJ NN NN CD,NN JJ NN NN CD,VB JJ NN NN CD,NN JJ NN NN CD,NN JJ NN NN CD
706,test secondary fails with error before setting headers,VB JJ NNS IN NN IN VBG NNS,NN JJ NNS IN NN IN VBG NNS,NN JJ VBZ IN NN IN VBG NNS,NN JJ VBZ IN NN IN VBG NNS,VBP JJ VBZ IN NN IN VBG NNS,NN JJ VBZ IN NN IN VBG NNS,NN NN VBZ IN NN IN VBG NNS
707,do secondary fails to return image,VB JJ NNS TO VB NN,VBP JJ NNS TO VB NN,VBP JJ VBZ TO VB NN,VBP JJ VBZ TO VB NN,VBP JJ VBZ TO VB NN,VB JJ NNS TO VB NN,VB NN VBZ TO VB NN
708,file path containing,NN NN VBG,JJ NN NN,NN NN VBG,NN NN VBG,NN NN VBG,NN NN VBG,NN NN VBG
709,is time unit,VBZ NN NN,VBZ NN NN,VBZ NN NN,VBZ NN NN,VBZ NN NN,VBZ NN NN,VBZ NN NN
710,is work unit,VBZ NN NN,VBZ NN NN,VBZ NN NN,VBZ NN NN,VBZ NN NN,VBZ NN NN,VBZ NN NN
711,parse rate opt,VB NN NN,NN NN NN,VB NN VBP,JJ NN NN,NN NN NN,NN NN NN,NN NN NN
712,parse unit,VB NN,NN NN,VB NN,JJ NN,NN NN,NN NN,NN NN
713,set reps,VB NNS,VBN NNS,VBN NNS,VBN NNS,VBD NNS,NN NNS,VB NNS
714,set units,VB NNS,VBN NNS,VBN NNS,VBN NNS,VBN NNS,VBN NNS,VB NNS
715,set unit name,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VB NN NN
716,add time,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
717,set error,VB NN,VBN NN,VBN NN,VBN NN,VB NN,VB NN,VB NN
718,set modifiers,VB NNS,NN NNS,VBN NNS,VBN NNS,VBN NNS,NN NNS,VB NNS
719,get reps per run,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN
720,get units per rep,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN
721,get units per run,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN
722,get modifiers,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
723,get num runs,VB NN NNS,VB JJ NNS,VB NNP NNS,VB NN NNS,VB JJ NNS,VB NN NNS,VB NN NNS
724,get time,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
725,get reps per second,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN RB,VB NNS IN NN,VB NNS IN NN
726,get units per second,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN RB,VB NNS IN NN,VB NNS IN NN
727,get total reps,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS
728,get total units,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS
729,get total time,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
730,get average reps per second,VB JJ NNS IN NN,NN JJ NNS IN NN,VB JJ NNS IN NN,VB JJ NNS IN NN,VB JJ NNS IN RB,VB JJ NNS IN NN,VB JJ NNS IN NN
731,get average units per second,VB JJ NNS IN NN,NN JJ NNS IN NN,VB JJ NNS IN NN,VB JJ NNS IN NN,VB JJ NNS IN RB,VB JJ NNS IN NN,VB JJ NNS IN NN
732,get average string,VB JJ NN,NN JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
733,summarize,VB,VB,VB,NN,VB,VB,VB
734,visit,VB,NN,NN,NN,VB,VB,VB
735,load options,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
736,save options,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
737,get file chooser,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
738,save or discard last results,VB CC VB JJ NNS,NN CC NN JJ NNS,VB CC VB JJ NNS,VB CC VB JJ NNS,VB CC VB JJ NNS,VB CC VB JJ NNS,VB CC VB JJ NNS
739,input user str,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NNP,NN NN NN,NN NN NN
740,save results,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
741,start gui,VB NNP,NN NN,VB NNP,NN NN,VB NN,VB NN,VB NN
742,get preferred size,VB JJ NN,VB VBN NN,VB VBN NN,VB VBN NN,VB JJ NN,VB JJ NN,VB VBN NN
743,action performed,NN VBN,NN VBD,NN VBN,NN VBN,NN VBD,NN VBD,NN VBN
744,run tests,VB NNS,NN NNS,NN NNS,NN NNS,VB NNS,VB NNS,VB NNS
745,window closing,NN VBG,NN NN,NN NN,NN VBG,NN NN,NN NN,NN NN
746,set title,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,NN NN,VB NN
747,set description,VB NN,VBN NN,VBN NN,VBN NN,VB NN,NN NN,VB NN
748,record,VB,NN,NN,NN,NN,NN,NN
749,make alpha color,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB JJ NN
750,init test,VB NN,NN NN,JJ NN,NN NN,JJ NN,NN NN,NN NN
751,pixels touched,NNS VBN,NNS VBD,NNS VBD,NNS VBN,VBZ JJ,NNS VBD,NNS VBN
752,create context,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
753,get output size,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
754,init context,VB NN,NN NN,JJ NN,NN NN,JJ NN,NN NN,NN NN
755,cleanup test,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
756,get short name,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
757,get description,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
758,scale for point,VB IN VB,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN
759,scale for transform,VB IN VB,NN IN NN,NN IN VB,NN IN VB,NN IN NN,NN IN NN,NN IN NN
760,init contents,VB NNS,NN NNS,FW NNS,NN NNS,JJ NNS,NN NNS,NN NNS
761,run test,VB NN,VB NN,VB NN,NN NN,VBN NN,VB NN,VB NN
762,init iio write formats,VB NNP VBP NNS,NN VBZ JJ NNS,FW FW NN NNS,NN RB VB NNS,NNP VBP NN NNS,NN NNP VBP NNS,NN NN VB NNS
763,is compatible,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ
764,image started,NN VBD,NN VBD,NN VBD,NN VBN,NN VBD,NN VBD,NN VBD
765,image progress,NN VB,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
766,image complete,NN VB,NN JJ,NN JJ,NN JJ,NN JJ,NN JJ,NN JJ
767,thumbnail started,NN VBD,NN VBD,JJ VBN,NN VBN,NNP VBD,NN VBD,NN VBD
768,thumbnail progress,NN VB,NN NN,JJ NN,NN NN,NN NN,JJ NN,NN NN
769,thumbnail complete,NN VB,NN NN,JJ JJ,NN JJ,NNP JJ,NN JJ,NN JJ
770,write aborted,VB VBN,RB JJ,VB JJ,VB VBN,NNP VBD,VB VBN,VB VBN
771,init iio read formats,VB NNP VBP NNS,NN NN VBD NNS,FW FW VBD NNS,NN NN VBD NNS,NNP NNP NNP NNS,NN NNP VBD NNS,NN NN NN NNS
772,sequence started,NN VBD,NN VBD,NN VBD,NN VBN,NN VBD,NN VBD,NN VBD
773,sequence complete,NN VB,NN JJ,NN JJ,NN JJ,NN JJ,NN JJ,NN JJ
774,read aborted,NN VBN,NN VBD,VB JJ,VBN VBN,VBN VBN,VB VBN,VB VBN
775,get abbreviated modifier description,VB JJ NN NN,NN VBN JJR NN,VB VBN NN NN,VB JJ NN NN,VB VBN NN NN,VB VBN NN NN,VB JJ NN NN
776,get modifier value name,VB NN NN NN,VB JJR NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
777,init output,VB NN,NN NN,JJ NN,NN NN,JJ NN,NN NN,NN NN
778,create image output stream,VB NN NN NN,NN NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
779,close original stream,VB JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN
780,create buffered image,VB JJ NN,NN VBD NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN
781,init input,VB NN,NN NN,JJ NN,NN NN,NNP NN,NN NN,NN NN
782,create image input stream,VB NN NN NN,NN NN NN NN,VB NN NN NN,VBP NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
783,get unit name,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
784,get image,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
785,get j component,VB FW NN,VB JJ NN,VB NN NN,VB RB NN,VB NNP NN,VB NN NN,VB NN NN
786,restore default,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
787,set option,VB NN,NN NN,NN NN,NN NN,VBN NN,NN NN,VB NN
788,make gradient colors,VB NN NNS,VB NN NNS,VB NN NNS,VB JJ NNS,VB JJ NNS,VB NN NNS,VB NN NNS
789,make linear,VB NN,NN NN,VB JJ,VB NN,VB JJ,VB JJ,VB NN
790,make radial,VB NN,VB NN,VB JJ,VB JJ,VB JJ,VB JJ,VB JJ
791,make texture paint,VB NN NN,VB NN NN,VB NN NN,VBP NN NN,VB NN NN,VB NN NN,VB NN NN
792,float object list,NN NN NN,NN VBP NN,VB NN NN,VB NN NN,VB NN NN,NN NN NN,VB NN NN
793,float string list,NN NN NN,NN VBG NN,VB NN NN,VB NN NN,NN NN NN,NN NN NN,VB NN NN
794,int string list,NN NN NN,NN NN NN,NN NN NN,JJ NN NN,NN NN NN,JJ NN NN,JJ NN NN
795,get string,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
796,get simple string,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
797,physical font name for,JJ NN NN IN,JJ NN NN IN,JJ NN NN IN,JJ JJ NN IN,JJ JJ NN IN,JJ NN NN IN,JJ NN NN IN
798,get val string,VB NN NN,VB JJ NN,VB NN NN,VB JJ NN,VB JJ NN,VB JJ NN,VB NN NN
799,first,JJ,RB,RB,RB,RB,RB,RB
800,last,JJ,JJ,JJ,JJ,JJ,JJ,JJ
801,current,JJ,JJ,JJ,JJ,JJ,JJ,JJ
802,previous,JJ,JJ,JJ,JJ,JJ,JJ,JJ
803,set index,VB NN,NN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
804,get begin index,VB JJ NN,VB JJ NN,VB VB NN,VB VB NN,VB VB NN,VB VB NN,VB VB NN
805,get end index,VB JJ NN,VB JJ NN,VB NN NN,VB NN NN,VB NNP NN,VB NN NN,VB NN NN
806,get index,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
807,clone,VB,NN,NN,NN,VBD,JJ,NN
808,values,NNS,NNS,NNS,NNS,NNS,NNS,NNS
809,create image type list,VB NN NN NN,NN NN JJ NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
810,get color space,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
811,create image list,VB NN NN,NN NN NN,VB NN NN,VBP NN NN,VB NN NN,VB NN NN,VB NN NN
812,make image,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
813,get transparency,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
814,set value from string,VBN NN IN NN,VBN NN IN VBG,VBN NN IN NN,VBN NN IN NN,VBN NN IN NN,VBN NN IN NN,VB NN IN NN
815,modify test,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
816,restore test,VB NN,RB NN,VB NN,VB NN,VB NN,VB NN,VB NN
817,read results,VB NNS,JJ NNS,VBD NNS,VBN NNS,VBD NNS,VB NNS,VB NNS
818,add result set,VB NN NN,JJ NN VBN,VB NN NN,VB NN VBN,VB NN VBN,VB NN VBN,VB NN NN
819,read result set,VB NN NN,JJ NN VBN,VB NN NN,VBD NN NN,VBN NN VBN,VB NN VBN,VB NN NN
820,read result,VB NN,NN NN,VB NN,VBN NN,VB NN,VB NN,VB NN
821,get string attribute,VB NN NN,VB VBG NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
822,get long attribute,VB NN NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
823,get int attribute,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB JJ NN,VB DT NN
824,get title,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
825,get key enumeration,VB NN NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
826,get result enumeration,VB NN NN,VB NN NN,VB VBP NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
827,get result by key,VB NN IN NN,VB NN IN JJ,VB NN IN JJ,VB NN IN NN,VB NN IN JJ,VB NN IN NN,VB NN IN NN
828,get result set,VB NN NN,VB NN NN,VB NN NN,VB NN VBN,VB NN VBN,VB NN VBN,VB NN NN
829,has more elements,VBZ JJ NNS,VBZ JJR NNS,VBZ JJR NNS,VBZ JJR NNS,VBZ JJR NNS,VBZ JJR NNS,VBZ JJR NNS
830,next element,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
831,set end time,VB NN NN,VBN NN NN,JJ NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VB NN NN
832,get end time,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
833,set property,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
834,get properties,VB NNS,NN NNS,VB NNS,VBP NNS,VB NNS,VB NNS,VB NNS
835,add result,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
836,set name,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
837,get short key,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
838,make key,VB NN,VB NN,VB JJ,VB NN,VB JJ,VB NN,VB NN
839,get reps,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
840,add option,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
841,get options,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
842,get spread,VB NN,VB NN,VB VBN,VB NN,VB VBN,VB VBN,VB NN
843,get score,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
844,get best score,VB JJS NN,VB JJS NN,VB JJS NN,VB JJS NN,VB JJS NN,VB JJS NN,VB JJS NN
845,get all scores,VB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS
846,calc percent,VB NN,NN NN,NN NN,NN NN,NNP NN,NNP NN,NN NN
847,format,NN,NN,NN,NN,NN,NN,NN
848,set mode,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
849,open file,VB NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
850,generate series report,VB NNS NN,JJ NN NN,VBP NN NN,VB NN NN,VB NNP NN,VB NN NN,VB NN NN
851,print iio table,VB NNP NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,VB DT NN
852,print wiki table,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,VB NN NN
853,print html table,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,VB NN NN
854,print html cell,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NNP,NN NN NN,VB NN NN
855,to sorted array,TO VBN NN,TO VBN NN,IN VBN NN,TO JJ NN,IN JJ NN,TO VB NN,IN VBN NN
856,sort 2,VB CD,NN CD,RB CD,NN CD,RB CD,RB CD,NN CD
857,magic,NN,NN,NN,NN,NN,NN,NN
858,set group level,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,NN NN NN,VB NN NN
859,add group,VB NN,NNS NN,VB NN,VB NN,VB NN,VB NN,VB NN
860,get display group name,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
861,get group,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
862,generate report,VB NN,NN NN,VBP NN,VB NN,VB NN,VB NN,VB NN
863,generate comparison report,VB NN NN,NN NN NN,VBP NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
864,generate group summary report,VB NN NN NN,NN NN JJ NN,VBP NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
865,generate test case summary report,VB NN NN NN NN,NN NN NN JJ NN,VBP NN NN NN NN,VB NN NN NN NN,VB NN NN NN NN,VB NN NN NN NN,VB NN NN NN NN
866,get test results table for summary,VB NN NNS NN IN NN,VB NN NNS JJ IN JJ,VB NN NNS NN IN NN,VB NN NNS NN IN NN,VB NN NNS NN IN NN,VB NN NNS NN IN NN,VB NN NNS NN IN NN
867,get status table for summary,VB NN NN IN NN,NN NN NN IN NN,VB NN NN IN NN,VB NN NN IN NN,VB NN NN IN NN,VB NN NN IN NN,VB NN NN IN NN
868,get performance table for testcase,VB NN NN IN NN,VB NN NN IN NN,VB NN NN IN NN,VB NN NN IN NN,VB NN NN IN NN,VB NN NN IN NN,VB NN NN IN NN
869,generate test case report,VB NN NN NN,NN NN NN NN,VBP NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
870,get footer,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
871,get header,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
872,get header title,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
873,generate sys props report,VB NN NNS NN,NN NN NNS NN,VBP NNS NNS VBP,VB NNS NNS NN,VB NN NNS VBP,VB NNS NNS NN,VB NN NNS NN
874,select color,VB NN,NN NN,JJ NN,JJ NN,JJ NN,NN NN,VB NN
875,calculate speedup percentage,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
876,add dependency,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
877,add dependencies,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
878,run one test,VB CD NN,VB CD NN,VB CD NN,VBN CD NN,VB CD NN,VB CD NN,VB CD NN
879,run test loop,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
880,calibrate,VB,NN,VB,NN,VB,NN,VB
881,adjust width,VB NN,NN NN,VB NN,VBP NN,VB NNP,VB NN,VB NN
882,get modifier,VB NN,VB JJR,VB NN,VB NN,VB NN,VB NN,VB NN
883,get filter,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
884,recurse and run,VB CC VB,NN CC VB,VB CC VB,NN CC NN,JJ CC VB,VB CC VB,NN CC NN
885,run all tests,VB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS
886,start timing,VB NN,NN NN,VB VBG,NN VBG,VB VBG,VB NN,VB NN
887,stop timing,VB NN,NN NN,VB VBG,NN VBG,VB VBG,VB VBG,VB NN
888,get time millis,VB NN NNS,VB NN NNS,VB NN NN,VB NN NNS,VB NN NNP,VB NN NNS,VB NN NNS
889,get time nanos,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS
890,get canvas,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
891,get src image,VB NN NN,VB JJ NN,VB JJ NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN
892,stop,VB,NN,VB,NN,VB,VB,NN
893,is stopped,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN
894,set test image,VB NN NN,VBN NN NN,JJ NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VB NN NN
895,set src image,VB NN NN,VBN JJ NN,VBN NN NN,VBN NN NN,VB NN NN,VBN NN NN,VB NN NN
896,erase,VB,NN,VB,NN,NN,UH,VB
897,get graphics,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
898,get width,VB NN,VB NN,VB NN,VB NN,VB VB,VB NN,VB NN
899,get height,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
900,get rep count,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NNP NN,VB NN VB,VB NN NN
901,get test time,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
902,sync,VB,NN,NN,NN,NN,NN,NN
903,idle,VB,JJ,JJ,JJ,JJ,JJ,NN
904,set modifier,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN,VB NN
905,is enabled,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN
906,get int value,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB JJ NN,VB DT NN
907,remove modifier,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
908,flush to screen,VB TO NN,NN TO VB,JJ TO VB,RB TO NN,JJ TO VB,NN IN NN,VB IN NN
909,get impl,VB NN,VB NN,VB NN,VB NN,VB NNS,VB JJ,VB NN
910,get iterator,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
911,get tree name,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
912,get parent,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
913,get node name,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
914,set next,VB JJ,VBN JJ,VBN JJ,VBN IN,VB RB,VBN RB,VB RB
915,traverse,VB,NN,VB,NN,VB,NN,VB
916,add child,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
917,get child iterator,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
918,get recursive child iterator,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN
919,get first child,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
920,is bordered,VBZ JJ,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN
921,is tabbed,VBZ JJ,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ JJ
922,is hidden,VBZ JJ,VBZ JJ,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ JJ
923,is horizontal,VBZ JJ,VBZ JJ,VBZ JJ,VBZ VBG,VBZ JJ,VBZ JJ,VBZ JJ
924,set bordered,VB JJ,NN VBD,VBN VBN,VBN VBN,VBD VBN,NN VBN,VB VBN
925,set tabbed,VB JJ,NN VBD,VBN VBN,VBN VBN,VBN VBN,NN VBN,VB NN
926,set hidden,VB JJ,VBN NN,VBN JJ,NN VBN,VBD NNP,VB VBN,VB JJ
927,set horizontal,VB JJ,VBN NN,VBN JJ,VBN NN,VBN JJ,VBN JJ,VB NN
928,add enable buttons,VB VB NNS,VB JJ NNS,VB VB NNS,VB VB NNS,VB JJ NNS,VB JJ NNS,VB NN NNS
929,restore all defaults,VB DT NNS,RB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS
930,write all,VB DT,VB DT,VB DT,VB PDT,VB DT,VB DT,VB DT
931,set destination,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
