,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
3474,named point,JJ NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN
3475,tracking test,NN NN,VBG NN,VBG NN,NN NN,VBG NN,NN NN,NN NN
3476,tf graph scope,NNP NN NN,NN NN NN,NN NN NN,JJ NN NN,UH NN NN,IN NN NN,UH NN NN
3477,dynamic backend,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3478,dl prog bar,NNP NNS NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,FW NN NN,NNP NN NN
3479,python utils test,NNP NNS NN,NN JJ NN,NN VBZ NN,NN NNS NN,NNP VBZ NN,NN NNS NN,NN NNS NN
3480,lazy module,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3481,test random seed setting,VB JJ NN NN,NN NN NN VBG,NN JJ NN NN,NN JJ NN VBG,VB JJ NN VBG,NN JJ NN NN,NN JJ NN NN
3482,test io utils,VB NNP NNS,NN NN NNS,NN NNP VBZ,NN NN NNS,NN VBZ NNS,NN IN NNS,NN NN NNS
3483,test count loc,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,NN NN NN
3484,map to none,VB IN PRP,NN TO NN,NN IN NN,NN TO NN,NN IN NN,NN IN NN,NN IN NN
3485,pad sequences test,VB NNS NN,NN NNS NN,NN NNS NN,NN NNS NN,NNP NNP NN,NN NNS NN,NN NNS NN
3486,summary utils test,VB NNS NN,JJ NNS NN,NN VBZ NN,NN NNS NN,NN NNS VBP,JJ NNS NN,NN NNS NN
3487,d type size tests,FW NN NN NNS,NN NN NN NNS,NN NN NN NNS,JJ NN NN NNS,LS NN NN NNS,NN NN NN NNS,NN NN NN NNS
3488,is float tests,VBZ NN NNS,VBZ NN NNS,VBZ NN NNS,VBZ NN NNS,VBZ NN NNS,VBZ NN NNS,VBZ NN NNS
3489,cast to common d type,VB IN JJ FW NN,NN TO JJ NN NN,NN IN JJ NN NN,NN TO JJ NN NN,VBN IN JJ NN NN,VBN IN JJ NN NN,VB IN JJ NN NN
3490,audio dataset from directory test,NN NN IN NN NN,JJ NN IN JJ NN,JJ NN IN NN NN,JJ NN IN NN NN,NNP NN IN NN NN,JJ NN IN NN NN,JJ NN IN NN NN
3491,segment sum,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3492,segment max,NN NN,NN NN,NN NN,NN NN,NN NNP,NN NN,NN NN
3493,top k,JJ CD,JJ NN,JJ NN,NN NN,NNP NN,JJ NN,JJ NN
3494,in top k,IN JJ CD,IN JJ NN,IN JJ NN,IN NN NN,IN NN NN,IN JJ NN,IN NN NN
3495,logsumexp,NNP,NN,NN,NN,VB,NNP,NN
3496,extract sequences,VB NNS,NN NNS,NN NNS,VB NNS,VB NNS,JJ NNS,NN NNS
3497,fft,NNP,NN,NN,NN,NN,NN,NN
3498,fft 2,NNP CD,NN CD,NN CD,NN CD,NN CD,NN CD,NN CD
3499,rfft,NNP,NN,NN,NN,NNS,NNP,UH
3500,irfft,NNP,NN,NN,NN,NNS,NNP,UH
3501,stft,NNP,NN,NN,NN,NNP,NN,NN
3502,istft,NNP,NN,NN,NN,NNP,NNP,NN
3503,r sqrt,NNP NNP,NN NN,LS NN,NN NN,NN NN,PRP$ NN,VBP NN
3504,erf,NNP,NN,NN,NN,NNP,UH,NNP
3505,erf inv,NNP NNP,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
3506,dummy layer,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,NN NN
3507,node test,NN NN,JJ NN,NN NN,NN NN,NNP NN,NN NN,NN NN
3508,op with multiple inputs,NN IN JJ NNS,NN IN JJ NNS,NN IN JJ NNS,NN IN JJ NNS,NN IN JJ NNS,RB IN JJ NNS,NN IN JJ NNS
3509,op with multiple outputs,NN IN JJ NNS,NN IN JJ NNS,NN IN JJ NNS,NN IN JJ NNS,NN IN JJ NNS,RB IN JJ NNS,NN IN JJ NNS
3510,op with custom constructor,NN IN JJ NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,VB IN NN NN,NN IN JJ NN
3511,operation test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3512,absolute,JJ,NN,JJ,JJ,VB,JJ,JJ
3513,abs,JJ,NNS,NNS,NNS,NNS,XX,NNS
3514,add,VB,VB,VB,VB,VB,VB,VB
3515,all,DT,DT,DT,PDT,DT,DT,DT
3516,any,DT,DT,DT,DT,DT,DT,DT
3517,a max,DT NN,DT NN,DT NN,DT NN,DT NN,DT NN,DT NN
3518,amin,NNP,NN,NN,NN,NN,UH,NNP
3519,append,VB,NN,VBP,NN,VB,VB,VB
3520,a range,DT NN,DT NN,DT NN,DT NN,DT NN,DT NN,DT NN
3521,arccos,NNP,NN,NNS,NNS,NNP,NNS,NN
3522,arc cosh,NNP NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
3523,arcsin,NNP,NN,NN,NN,NNP,NNP,NNP
3524,arc sinh,NNP NNP,NN NN,NN NN,NN NN,NNP NNP,NN NN,NNP NNP
3525,arctan,NNP,NN,NNP,NN,NNP,NNP,NNP
3526,arctan 2,NNP CD,RB CD,NN CD,NN CD,NNP CD,NNP CD,NNP CD
3527,arc tanh,NNP NNP,NN NN,NN NN,NN NN,NNP NN,NNP NN,NNP NNP
3528,arg max,NNP JJ,NN NN,NN NN,NN NN,NN NNP,NNP NNP,NN NN
3529,arg min,NNP JJ,NN NN,NN NN,NN NN,NNP NN,NNP NNP,NN NN
3530,arg sort,NN NN,NN NN,NN NN,NN NN,NN NN,NNP RB,NN NN
3531,array,NN,NN,NN,NN,VB,NN,NN
3532,average,NN,JJ,JJ,NN,JJ,JJ,JJ
3533,bin count,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN,NNP NN
3534,broadcast to,VB IN,NN TO,NN TO,NN TO,VBN IN,NN IN,VB IN
3535,ceil,VB,NN,NN,NN,NNP,NN,NN
3536,clip,VB,NN,NN,NN,NNP,NN,NN
3537,concatenate,VB,NN,JJ,NN,VB,JJ,VB
3538,conjugate,VB,NN,NN,NN,VB,VB,NN
3539,conj,VB,NN,NN,NN,NN,NNP,NN
3540,copy,VB,NN,NN,NN,NN,NN,NN
3541,cos,NN,NN,NNS,NNS,NNP,NNS,UH
3542,cosh,NN,NN,NN,NN,NNP,NN,NN
3543,count nonzero,VB JJ,NN NN,VB JJ,NN NN,VB NN,VB CD,VB NN
3544,cross,VB,NN,NN,NN,VB,NN,NN
3545,cumprod,NNP,NN,NN,NN,NNP,NN,NN
3546,cumsum,NNP,NN,NNP,NN,NN,NN,NN
3547,diag,NN,NN,NN,NN,NNP,FW,NN
3548,diagonal,NN,NN,JJ,JJ,JJ,JJ,NN
3549,diff,NN,NN,NN,NN,NN,NN,NN
3550,digitize,VB,VB,VB,VB,VB,VB,VB
3551,dot,VB,NN,NN,NN,NN,NN,NN
3552,einsum,NNP,NN,NNP,CC,NN,NNP,NN
3553,empty,JJ,JJ,JJ,JJ,JJ,JJ,JJ
3554,equal,JJ,JJ,JJ,JJ,JJ,JJ,JJ
3555,exp,NN,NN,NN,NN,ADD,UH,NN
3556,expand dims,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
3557,expm 1,NNP CD,RB CD,NN CD,NN CD,NNP CD,NN CD,NNP CD
3558,flip,VB,NN,NN,VB,VB,VB,VB
3559,floor,VB,NN,NN,NN,NN,NN,NN
3560,full,JJ,JJ,JJ,JJ,JJ,JJ,JJ
3561,full like,JJ JJ,JJ IN,JJ UH,JJ IN,JJ IN,JJ UH,JJ JJ
3562,get item,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
3563,greater,JJR,JJR,JJR,RBR,JJR,JJR,JJR
3564,greater equal,JJR JJ,JJR JJ,JJR JJ,JJR JJ,RBR JJ,JJR JJ,JJR JJ
3565,h stack,FW NN,NN NN,NN NN,NN NN,NNP NN,ADD NN,UH NN
3566,identity,NN,NN,NN,NN,NN,NN,NN
3567,i mag,PRP VBP,NN NN,PRP VBP,NN NN,PRP VBD,PRP NN,PRP VBP
3568,is close,VBZ JJ,VBZ JJ,VBZ JJ,VBZ RB,VBZ JJ,VBZ JJ,VBZ JJ
3569,is finite,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ NNP,VBZ JJ,VBZ JJ
3570,is inf,VBZ NNP,VBZ JJ,VBZ NN,VBZ NN,VBZ VB,VBZ XX,VBZ NN
3571,is nan,VBZ NNP,VBZ JJ,VBZ NNP,VBZ NN,VBZ NNP,VBZ NNP,VBZ NN
3572,less,JJR,RBR,RBR,RBR,RBR,JJR,JJR
3573,less equal,JJR JJ,RBR JJ,RBR JJ,RBR JJ,RBR JJ,RBR JJ,RBR JJ
3574,linspace,NNP,NN,NN,NN,NN,NNP,NNP
3575,log,NN,NN,NN,NN,VB,VB,VB
3576,log10,NNP,NN,NN,.,NNP,NN,ADD
3577,log 1 p,NN CD FW,NN CD NN,NN CD NN,NN CD NN,VB CD NN,NN CD NN,VB CD NN
3578,log2,NNP,NN,NN,NN,NN,NN,NN
3579,log add exp,NN VBP NN,NN VB NN,NN VBP NN,VBP VB NN,NN VB NN,NN VB NN,VB VB NN
3580,logical and,JJ CC,JJ CC,JJ CC,JJ CC,JJ CC,JJ CC,JJ CC
3581,logical not,JJ RB,JJ RB,JJ RB,JJ RB,JJ RB,JJ RB,JJ RB
3582,logical or,JJ CC,JJ CC,JJ CC,JJ CC,JJ CC,JJ CC,JJ CC
3583,log space,VB NN,NN NN,NN NN,NN NN,VB NN,VB NN,VB NN
3584,mat mul,NN NN,NN NN,NN NN,NN MD,NNP NNP,UH NN,NN NN
3585,max,NN,NN,NN,NN,NNP,NNP,NN
3586,maximum,NN,NN,NN,NN,JJ,JJ,NN
3587,median,NN,NN,NN,NN,NNP,NN,NN
3588,mesh grid,NN NN,JJ NN,NN NN,NN NN,NNP NN,NN NN,NN NN
3589,min,NN,NN,NN,NN,NN,NNP,NNP
3590,minimum,NN,NN,NN,NN,NN,NN,NN
3591,mod,NN,NN,NNP,NN,NNP,UH,NN
3592,move axis,NN NN,NN NN,VB NN,NN NN,VB RB,VB NN,VB NN
3593,nan to num,NNP IN NN,NN TO VB,NNP IN NNP,NN TO NN,NNP IN NNP,NNP IN UH,NN IN NN
3594,n dim,FW NN,NNS NN,NN NN,RB JJ,CC NNP,NFP VB,CC UH
3595,nonzero,NNP,NN,JJ,NN,NN,CD,NN
3596,not equal,RB JJ,RB JJ,RB JJ,RB JJ,RB JJ,RB JJ,RB JJ
3597,ones like,NN CC,NNS IN,NNS UH,NNS IN,NNS IN,NNS UH,NNS UH
3598,zeros like,NNS CC,NNS IN,NNS UH,NNS IN,NNS IN,NNS UH,NNS UH
3599,outer,JJ,NN,JJ,JJ,JJ,JJ,JJ
3600,pad,NN,NN,NN,NN,NN,NN,NN
3601,prod,NN,NN,NN,NN,NNP,NN,NN
3602,quantile,NN,NN,RB,NN,VB,JJ,JJ
3603,ravel,VB,NN,NN,NN,NN,NN,NNP
3604,real,JJ,JJ,JJ,JJ,JJ,RB,JJ
3605,reciprocal,JJ,JJ,JJ,NN,JJ,JJ,JJ
3606,repeat,VB,NN,NN,NN,NN,VB,VB
3607,reshape,VB,NN,VB,NN,NN,VB,VB
3608,roll,VB,NN,NN,NN,VB,NN,NN
3609,round,VB,NN,RB,NN,RB,JJ,RB
3610,sign,VB,NN,NN,NN,VB,NN,VB
3611,sin,NNP,NN,NN,NN,NN,NN,NN
3612,sinh,NNP,NN,NN,NN,VB,NN,NNP
3613,size,NN,NN,NN,NN,NN,NN,NN
3614,sort,VB,NN,RB,NN,VB,RB,NN
3615,split,VB,NN,NN,NN,VB,VB,VB
3616,stack,NN,NN,NN,NN,NN,NN,NN
3617,std,NNP,NN,NN,NN,NNP,JJ,NN
3618,swapaxes,NNPS,NNS,NNS,NNS,NNS,NNS,NNS
3619,take,VB,VB,VB,VB,VB,VB,VB
3620,take along axis,VB IN NN,VB RP NNS,VB RP NN,VB RB .,VB RB NN,VB RP NNS,VB IN NN
3621,tan,NNP,NN,NN,NN,NNP,NNP,UH
3622,tanh,NNP,NN,NN,NN,RB,NN,UH
3623,tensor dot,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3624,tile,VB,NN,NN,NN,NN,NN,NN
3625,trace,VB,NN,NN,NN,NN,NN,NN
3626,tri,NNP,NN,FW,NN,JJ,NN,UH
3627,tril,NNP,NN,NN,NN,VB,NN,NNP
3628,triu,NNP,NN,NN,NN,NN,NNP,NN
3629,v dot,FW NN,NNS VBP,NN NN,NN NN,IN NN,NN NN,NN NN
3630,v stack,FW NN,NN NN,NN NN,NN NN,RB NN,NN NN,NN NN
3631,where,WRB,WRB,WRB,WRB,WRB,WRB,WRB
3632,subtract,VB,NN,VB,NN,VB,VB,VB
3633,multiply,VB,NN,VB,RB,VB,VB,VB
3634,divide,VB,NN,NN,NN,NN,NN,VB
3635,divide no nan,VB DT NNP,RB DT NN,VBP DT NNP,VB DT NN,VB DT NNP,VB DT NN,VB DT NN
3636,true divide,RB VB,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3637,power,NN,NN,NN,NN,NN,NN,NN
3638,negative,VB,JJ,JJ,JJ,JJ,JJ,NN
3639,square,VB,NN,JJ,NN,JJ,JJ,JJ
3640,sqrt,NNP,NN,NN,NN,NNP,NN,NNP
3641,squeeze,VB,NN,NN,NN,NN,VB,VB
3642,transpose,VB,NN,VB,NN,VB,VB,NN
3643,mean,VB,NN,VB,VB,VB,VB,VB
3644,var,NNP,NN,NN,NN,NNP,NN,UH
3645,sum,NN,NN,NN,NN,VB,UH,NN
3646,zeros,NNS,NN,NNS,NNS,NNS,NNS,NNS
3647,ones,NNS,NNS,NNS,NNS,NNS,NNS,NNS
3648,eye,NN,NN,NN,NN,NN,UH,NN
3649,floor divide,NN NN,NN NN,NN NN,NN VB,NN NN,NN NN,NN NN
3650,logical xor,JJ NNP,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3651,correlate,VB,NN,NN,NN,VB,NN,VB
3652,function,NN,NN,NN,NN,NN,NN,NN
3653,nn ops dynamic shape test,NNP NNP JJ NN NN,JJ NNS JJ NN NN,IN NNS JJ NN NN,JJ NNS JJ NN NN,IN NNS JJ NN NN,AFX NNS JJ NN NN,UH NNS JJ NN NN
3654,softmax layer,NNP NN,NN NN,JJ NN,NN NN,NN NN,NN NN,NN NN
3655,nn ops static shape test,NNP NN JJ NN NN,JJ NNS JJ NN NN,IN NNS JJ NN NN,JJ RB JJ NN NN,IN NNS JJ NN NN,AFX NNS JJ NN NN,UH NNS JJ NN NN
3656,nn ops correctness test,NNP NN NN NN,JJ NNS JJ NN,IN NNS NN NN,JJ NNS NN NN,IN NNS NN NN,AFX NNS NN NN,UH NNS NN NN
3657,test logit recovery,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN VBD NN,NN NN NN,NN NN NN
3658,nn ops d type test,NNP NN JJ NN NN,JJ NNS VBP JJ NN,IN NNS NN NN NN,JJ NNS VBN NN NN,IN NNS NN NN NN,AFX NN NN NN NN,UH NNS NN NN NN
3659,linalg ops dynamic shape test,NNP NN JJ NN NN,JJ NNS JJ NN NN,NN NNS JJ NN NN,NN VBZ JJ NN NN,NNP NNS JJ NN NN,NNP VBZ JJ NN NN,NN NNS JJ NN NN
3660,linalg ops static shape test,NNP NN JJ NN NN,JJ NNS JJ NN NN,NN NNS JJ NN NN,NN VBZ JJ NN NN,NNP NNS NNP NN NN,NNP VBZ JJ NN NN,NN NNS JJ NN NN
3661,linalg ops correctness test,NNP NN NN NN,JJ NNS JJ NN,NN NNS NN NN,NN VBZ NN NN,NNP NNP NNP NN,NNP NN NN NN,NN NNS NN NN
3662,qr op test,NNP NN NN,NN MD VB,NNP NN NN,NN NN NN,VB NN NN,UH NN NN,NN NN NN
3663,scatter,NN,NN,NN,NN,NN,VB,NN
3664,scatter update,NN NN,NN NN,NN NN,NN NN,NN VB,VB NN,VB NN
3665,slice,NN,NN,NN,NN,VB,VB,NN
3666,slice update,NN NN,NN NN,NN NN,NN NN,NN NN,VB NN,NN NN
3667,while loop,IN NN,IN NN,IN NN,IN NN,IN NN,IN NN,IN NN
3668,stop gradient,VB NN,VB NN,VB NN,NN NN,VB NN,VB NN,VB NN
3669,f ori loop,FW NNP NN,JJ MD VB,NN NN NN,NN NNP NN,NNP NN NN,LS JJ NN,NNP NNP NN
3670,unstack,NNP,NN,JJ,VB,VB,NN,JJ
3671,cast,VB,NN,NN,NN,NN,NN,NN
3672,cond,NNP,NN,NN,NN,NN,JJ,NN
3673,symbolic arguments,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS
3674,math ops dynamic shape test,NN NN JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN,NN VBZ JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN
3675,math ops static shape test,NN NN JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN,NN VBZ JJ NN NN,NN NNS JJ NN NN,NN NN JJ NN NN,NN NNS JJ NN NN
3676,math ops correctness test,NN NN NN NN,NN NNS JJ NN,NN NNS NN NN,NN VBZ NN NN,NN NNS NNP NN,NN NNS NN NN,NN NNS NN NN
3677,math d type test,NN FW NN NN,NN NN NN NN,NN NN NN NN,NN VBN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN
3678,extract sequences op test,VB NNS NNP NN,JJ NNS VBP NN,NN NNS NN NN,VB NNS NN NN,NN NNS NN NN,JJ NNS IN NN,NN NNS NN NN
3679,segment sum test,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
3680,segment max test,NN NN NNP,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,NN NN NN
3681,top k test,JJ CD NN,JJ NN NN,JJ NN NN,JJ NN NN,NNP NNP NN,JJ NN NN,JJ NN NN
3682,in top k test,IN JJ CD NN,IN JJ NN NN,IN JJ CD NN,IN JJ NN NN,IN JJ NN NN,IN JJ NN NN,IN JJ NN NN
3683,logsumexp test,NNP NN,JJ NN,JJ NN,NN NN,NNP NN,NN NN,NN NN
3684,fft test,NNP NN,JJ NN,NN NN,NN NN,NNP NN,NN NN,NN NN
3685,fft 2 test,NNP CD NN,RB CD NN,NN CD NN,NN CD NN,NN CD NN,NN CD NN,NN CD NN
3686,rfft test,NNP NN,NN NN,JJ NN,NN NN,NNS NN,NN NN,JJ NN
3687,istft test,NNP NN,JJ NN,JJ NN,NN NN,NNP NNP,NN NN,NN NN
3688,operation utils test,NN NNS NN,NN NNS NN,NN VBZ NN,NN NNS NN,NN VBZ VBP,NN NNS NN,NN NNS NN
3689,numpy two input ops dynamic shape test,NNP CD NN NN JJ NN NN,RB CD NN NNS JJ NN NN,RB CD NN NNS JJ NN NN,JJ CD NN NNS JJ NN NN,JJ CD NN NNS JJ NN NN,JJ CD NN NNS JJ NN NN,JJ CD NN NNS JJ NN NN
3690,numpy two input ops static shape test,NNP CD NN NN JJ NN NN,RB CD NN NNS JJ NN NN,RB CD NN NNS JJ NN NN,JJ CD NN RB JJ NN NN,JJ CD NN NNS JJ NN NN,JJ CD NN NNS JJ NN NN,NNP CD NN NNS JJ NN NN
3691,numpy one input ops dynamic shape test,NNP CD NN NN JJ NN NN,RB CD NN VBZ JJ NN NN,JJ CD NN NNS JJ NN NN,JJ CD NN NNS JJ NN NN,JJ CD NN NNS JJ NN NN,JJ CD NN NNS JJ NN NN,NN CD NN VBZ JJ NN NN
3692,numpy one input ops static shape test,NNP CD NN NN JJ NN NN,RB CD NN VBZ JJ NN NN,JJ CD NN NNS JJ NN NN,JJ CD NN RB JJ NN NN,JJ CD NN NNS JJ NN NN,JJ CD NN NN JJ NN NN,NN CD NN VBZ JJ NN NN
3693,numpy two input ops corretness test,NNP CD NN NN NN NN,RB CD NN NNS JJ NN,RB CD NN NNS NN NN,JJ CD NN NNS NN NN,JJ CD NN NNS NN NN,JJ CD NN NNS NN NN,NNP CD NN NNS NN NN
3694,numpy one input ops correctness test,NNP CD NN NN NN NN,RB CD NN VBZ JJ NN,JJ CD NN NNS NN NN,JJ CD NN VBZ NN NN,JJ CD NN NNS NN NN,JJ CD NN NNS NN NN,NN CD NN VBZ NN NN
3695,numpy array create ops correctness test,NN NN VB NN NN NN,JJ NN NN VBZ JJ NN,JJ NN VB NNS NN NN,JJ NN VBP NNS NN NN,NNP NN VBP NNS NN NN,JJ NN NN NNS NN NN,NN NN VB NNS NN NN
3696,sparse test,JJ NN,JJ NN,JJ NN,JJ NN,NNP VB,JJ NN,JJ NN
3697,numpy d type test,NNP FW NN NN,JJ NN NN NN,JJ NN NN NN,JJ JJ NN NN,NNP NNP NN NN,JJ NN NN NN,NN NN NN NN
3698,relu,NNP,NN,NN,NN,NN,NN,NN
3699,relu 6,NNP CD,NN CD,NN CD,NN CD,NN CD,NNP CD,NN CD
3700,sigmoid,NNP,NN,NN,NN,NN,NNP,JJ
3701,soft plus,JJ NN,JJ CC,JJ NN,JJ CC,JJ CC,JJ CC,JJ CC
3702,soft sign,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3703,silu,NNP,NN,NN,FW,VB,NN,UH
3704,log sigmoid,NN NNP,NN NN,NN NN,NN NN,VB NN,VB NN,VB NN
3705,leaky relu,JJ NNP,JJ NN,JJ NN,NN NN,NNP NNP,JJ NN,JJ NN
3706,hard sigmoid,JJ NNP,JJ NN,JJ NN,JJ NN,NNP NN,JJ NN,JJ NN
3707,hard silu,JJ NNP,JJ NN,JJ NN,JJ NN,RB VB,JJ NN,JJ NN
3708,elu,NNP,NN,NNP,FW,NNP,FW,NN
3709,selu,NNP,NN,NN,NN,NNP,NN,NN
3710,gelu,NNP,NN,NNP,FW,JJ,NNP,NN
3711,softmax,NNP,NN,NNP,NN,NN,NN,NN
3712,log softmax,NN NNP,NN NN,NN NN,NN NN,VB NN,VB NN,VB RB
3713,max pool,JJ VB,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
3714,average pool,JJ VB,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3715,conv,NNP,NN,NN,NN,JJ,NN,NN
3716,depthwise conv,RB NNP,NN NN,RB NN,NN NN,NN JJ,NN NN,NNP NN
3717,separable conv,JJ NNP,JJ NN,JJ NN,JJ NN,JJ JJ,JJ NN,JJ NN
3718,conv transpose,NN VB,NN NN,NN NN,NN NN,NNP NN,NN VB,NN NN
3719,one hot,CD JJ,CD NN,CD JJ,CD JJ,CD JJ,CD JJ,CD JJ
3720,multi hot,JJ JJ,NN JJ,JJ JJ,NNS JJ,VB JJ,JJ JJ,JJ JJ
3721,moments,NNS,NNS,NNS,NNS,NNS,NNS,NNS
3722,batch norm,NN NNP,NN NN,NN NN,NN NN,VB NN,NN NN,NN NN
3723,ctc loss,NNP NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3724,normalize,VB,NN,VB,NN,VB,VB,VB
3725,resize,VB,VB,VB,NN,VB,VB,VB
3726,affine transform,JJ NN,NN NN,RB VB,NN VB,NNP VB,NN VB,NN NN
3727,extract patches,VB NNP,NN NNS,NN NNS,VB NNS,NN NNS,NN NNS,NN NNS
3728,map coordinates,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN VBZ,NN NNS
3729,pad images,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
3730,crop images,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
3731,cholesky,NNP,NN,NNP,NN,NN,NN,NN
3732,det,NNP,NN,NN,NN,NNP,NN,NNP
3733,eig,NNP,NN,NN,CD,NN,UH,NNP
3734,inv,NNP,NN,NN,NN,NNP,NN,NN
3735,lu factor,NNP NN,NN NN,NN NN,FW NN,NNP NN,NNP NN,NNP NN
3736,norm,NN,NN,NN,NN,NN,NN,NN
3737,qr,NNP,NN,NNP,NN,UH,UH,NN
3738,solve,VB,NN,VB,VB,VB,VB,VB
3739,solve triangular,VB JJ,VB NN,VB JJ,VB NN,VB NN,VB JJ,VB JJ
3740,svd,NNP,NN,NN,NN,NNP,NNP,NN
3741,operation,NN,NN,NN,NN,NN,NN,NN
3742,node,NN,NN,NN,NN,NNP,NN,NN
3743,keras history,NNP NN,NNS NN,FW NN,NNS NN,NNP NN,NNP NN,NN NN
3744,core ops static shape test,NN NN JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN,NN VBZ JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN
3745,core ops correctness test,NN NN NN NN,NN NNS JJ NN,NN NNS NN NN,NN VBZ NN NN,NN NNS NN NN,NN NNS NN NN,NN NNS NN NN
3746,example layer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3747,core ops d type test,NN NN NN NN NN,NN NNS VBP JJ NN,NN NNS NN NN NN,NN VBZ VBN NN NN,NN NNS NN NN NN,NN NN NN NN NN,NN NNS NN NN NN
3748,core ops calls tests,NN NN NNS NNS,NN NNS VBZ NNS,NN NNS VBZ NNS,NN VBZ NNS NNS,NN NNS VBZ NNS,NN NNS VBZ NNS,NN NNS NNS NNS
3749,image ops dynamic shape test,NN NN JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN,NN VBZ JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN
3750,image ops static shape test,NN NN JJ NN NN,NN VBZ JJ NN NN,NN NNS JJ NN NN,NN VBZ JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN
3751,image ops correctness test,NN NN NN NN,NN VBZ JJ NN,NN NNS NN NN,NN VBZ NN NN,NN NNS NN NN,NN NNS NN NN,NN NNS NN NN
3752,function test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3753,symbolic arguments test,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN
3754,random normal,JJ NN,NN JJ,JJ JJ,JJ JJ,JJ JJ,JJ JJ,JJ JJ
3755,truncated normal,JJ NN,VBN JJ,VBN JJ,JJ JJ,VBD JJ,VBN JJ,VBN JJ
3756,random uniform,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3757,variance scaling,NN NN,NN NN,NN NN,NN VBG,NN VBG,NN NN,NN NN
3758,glorot uniform,NNP NN,NN NN,NN NN,NN NN,NNP NNP,NNP NN,NN NN
3759,glorot normal,NNP NN,NN JJ,NN JJ,NN JJ,NNP JJ,NNP JJ,NN JJ
3760,lecun normal,NNP NN,NN JJ,NN JJ,NN JJ,VB JJ,NN JJ,NN JJ
3761,lecun uniform,NNP NN,NN NN,JJ NN,NN NN,NNP NNP,NNP NN,NN NN
3762,he normal,NNP NN,PRP JJ,PRP JJ,PRP RB,PRP JJ,PRP JJ,PRP JJ
3763,he uniform,NNP NN,PRP VB,PRP NN,PRP NN,PRP VBP,PRP NN,PRP JJ
3764,orthogonal initializer,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3765,constant initializers test,NN NNS NN,JJ NNS VBP,JJ NNS NN,JJ NNS NN,JJ NNS VB,JJ NNS NN,JJ NNS NN
3766,initializers test,NNS NN,NNS VBP,NNS NN,NNS NN,NNS VBP,NNS VBP,NNS NN
3767,initializer,NN,NN,NN,NN,NNP,NN,NN
